relacion_id	tipo_trabajo	fuente	tarea_observacion_id	reporte_neutral_ref	estado_cierre	intentos_reales	objetos_abiertos	siguiente_accion_original	criterio_cierre_individual	receta_continuacion
REL-ddc381f55d9879a6629a14d4	BUSQUEDA_DIRIGIDA	MEXICO_PANEL_STUDY_2012	TOBS-SEM-3831d4c2a43ceb1cb3ec2f12	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-3831d4c2a43ceb1cb3ec2f12.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	2	2	Abrir cuestionario y codebook 2012 y localizar las variables exactas y su llave longitudinal.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-de059d547843c8fefa01197a	BUSQUEDA_DIRIGIDA	ENCUP	TOBS-SEM-617cb6705a958cc442a7ba1a	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-617cb6705a958cc442a7ba1a.json	EJECUTADA_CON_RESULTADO	0	4	Abrir cuestionario/base ENCUP solo para confirmar unidad geográfica y turnout; si no hay municipio×tipo de elección, cerrar esta relación.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-e10120bebb9ed07d210a3a86	BUSQUEDA_DIRIGIDA	CNGMD	TOBS-SEM-8e0fbca7714f4a96adbf8778	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-8e0fbca7714f4a96adbf8778.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	2	1	Abrir cuestionarios de los módulos 2/7 y mapear variables; usar solo como contexto municipal si no existe unidad individual.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-e2371e6b0d421f30c496d3da	BUSQUEDA_DIRIGIDA	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	TOBS-SEM-a7e4abba49020d2232feb785	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-a7e4abba49020d2232feb785.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	1	Abrir diccionario y archivo panel; comprobar dos observaciones por idPANEL2006 y mapear predictor y desenlace requeridos.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-e247f2d5250d822fb74a0638	BUSQUEDA_DIRIGIDA	MASS_MOBILIZATION_PROTEST_DATA_MEXICO	TOBS-SEM-df52f5f519c8ddcd4f209db4	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-df52f5f519c8ddcd4f209db4.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	2	1	Obtener codebook.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-e74ad11dd79c7485c9704116	CURADURIA_FUENTE	ENCOAP	TOBS-SEM-1c59a5117e675eec209a01c9	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-1c59a5117e675eec209a01c9.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	4	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-e86c10c4e19ea32e57b6a28d	BUSQUEDA_DIRIGIDA	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	TOBS-SEM-caf2408edd14259fc5037549	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-caf2408edd14259fc5037549.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	2	1	Abrir codebook.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-e95e26820797a0f55c9246d7	BUSQUEDA_DIRIGIDA	ISSP	TOBS-SEM-1c5ec2bd1920714e4a1cb611	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-1c5ec2bd1920714e4a1cb611.json	EJECUTADA_CON_RESULTADO	2	1	Abrir cuestionario.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-ea0dde2ebf4bd96af8e3e139	CURADURIA_FUENTE	ENCIG	TOBS-SEM-1f395bbc5ab6343427bd7707	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-1f395bbc5ab6343427bd7707.json	EJECUTADA_CON_RESULTADO	0	7	Abrir diccionario/cuestionario ENCIG local y registrar variables, tabla, llave de unión y universo aplicable a esta necesidad.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-ed3674d93fbcd45914630569	CURADURIA_FUENTE	ENSAFI	TOBS-SEM-7903598fa491f55ba986b18a	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-7903598fa491f55ba986b18a.json	EJECUTADA_CON_RESULTADO	0	5	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-ee1e829631a8bb7de93bcfd3	BUSQUEDA_DIRIGIDA	CSES	TOBS-SEM-ae097b727fe5086898bd3367	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-ae097b727fe5086898bd3367.json	NO_ALCANZO_TRAS_INTENTOS	2	1	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Los intentos reales terminaron sin HTTP 2xx; continuar solo con acceso alternativo autorizado o localizador corregido.
REL-f07a221600f81a075ee85ac8	CURADURIA_FUENTE	ENBIARE	TOBS-SEM-09fa7280afae0967e9298e59	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-09fa7280afae0967e9298e59.json	EJECUTADA_CON_RESULTADO	0	7	Abrir cuestionario/diccionario ENBIARE y localizar texto, codificación y llave del reactivo junto con el desenlace requerido.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-f09043ef09997adc0bb4a3f2	CURADURIA_FUENTE	LATINOBARÓMETRO	TOBS-SEM-d7870d5638d2f65fb56c1187	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-d7870d5638d2f65fb56c1187.json	EJECUTADA_CON_RESULTADO	0	8	Obtener el microdato bajo la licencia aplicable y mapear reactivo, codificación y desenlace para México.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-f0cb8d6fa174935fae071144	BUSQUEDA_DIRIGIDA	INTERACTING_AS_EQUALS_REDUCES_PARTISAN_POLARIZATION_IN_MEXICO	TOBS-SEM-72c609edb4c19b295cb35b7b	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-72c609edb4c19b295cb35b7b.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	2	2	Abrir materiales suplementarios del estudio y localizar variable, tratamiento, resultado y muestra mexicanos pertinentes.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-f219eb1a0e1b71beb5a36f6f	BUSQUEDA_DIRIGIDA	ISSP	TOBS-SEM-6974fc1119cd0acae5686ce1	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-6974fc1119cd0acae5686ce1.json	EJECUTADA_CON_RESULTADO	2	1	Obtener documentación.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-f25c37290ef71e21d1d73760	CURADURIA_FUENTE	GLOBAL_PREFERENCES_SURVEY	TOBS-SEM-bdd090bf8b06bdff4b5b5ffc	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-bdd090bf8b06bdff4b5b5ffc.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	5	Abrir cuestionario y datos México; buscar proxy de deferencia y outcome laboral/comunicacional en la misma muestra.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-f586d39d7211922886da9f95	CURADURIA_FUENTE	ENSAFI	TOBS-SEM-2f16cf86eebc3a16fe7e15cd	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-2f16cf86eebc3a16fe7e15cd.json	EJECUTADA_CON_RESULTADO	0	5	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-f6d34c22618564c885af98e9	BUSQUEDA_DIRIGIDA	ENIF	TOBS-SEM-d5eeaddbf8a73f2820bbf9e7	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-d5eeaddbf8a73f2820bbf9e7.json	EJECUTADA_CON_RESULTADO	0	5	Mapear en el cuestionario y microdato ENIF los reactivos de la necesidad y el desenlace, y comprobar que comparten unidad de observación.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-f721d49d739e759d00a9643b	CURADURIA_FUENTE	VOTAR_ENTRE_BALAS	TOBS-SEM-baf8e36c03cf045a94acb5ed	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-baf8e36c03cf045a94acb5ed.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	5	Abrir diccionario/descarga y mapear tipo de evento, actor, municipio, fecha y outcome electoral; declarar límite ecológico.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-f96e306aefb2bab19baafbcc	CURADURIA_FUENTE	ENIF	TOBS-SEM-f740b8a13b670f4a769675c8	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-f740b8a13b670f4a769675c8.json	EJECUTADA_CON_RESULTADO	0	8	Mapear en el cuestionario y microdato ENIF los reactivos de la necesidad y el desenlace, y comprobar que comparten unidad de observación.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-fb6a1baf579c6521a638b093	CURADURIA_FUENTE	ENFIH	TOBS-SEM-0a7e53f5637ea276eaa99dcb	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-0a7e53f5637ea276eaa99dcb.json	EJECUTADA_CON_RESULTADO	0	6	Abrir el diccionario ENFIH y localizar texto y codificación exactos para el constructo y su desenlace coobservado.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
REL-fd8abdfbae6d8de6a94eb38c	CURADURIA_FUENTE	SE	TOBS-SEM-7cba8cba7caa80d12a5b77ab	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-7cba8cba7caa80d12a5b77ab.json	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	0	4	Abrir el payload canónico ya identificado y localizar variable/tabla exacta, unidad, periodo, codificación y parte faltante.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
REL-ff97af04e1d92981b386ac08	BUSQUEDA_DIRIGIDA	GPS	TOBS-SEM-ef5960e3b1501ddee318cfe9	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-ef5960e3b1501ddee318cfe9.json	REQUIERE_DECISION_HUMANA	2	1	Con autorización de licencia, abrir codebook y payload GPS México; buscar variables de adopción CoDi/SPEI, coerción, riesgo fiscal y fricción.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	La acción exige autorización/licencia y no apareció un objeto descargable abierto en los intentos permitidos.
