tarea_observacion_id	relacion_id	necesidad_id	activo_id	input_inspector_ref	reporte_neutral_ref	input_curador_ref
TOBS-SEM-d7870d5638d2f65fb56c1187	REL-f09043ef09997adc0bb4a3f2	N15	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-d7870d5638d2f65fb56c1187.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-d7870d5638d2f65fb56c1187.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-d7870d5638d2f65fb56c1187.json
TOBS-SEM-72c609edb4c19b295cb35b7b	REL-f0cb8d6fa174935fae071144	N3	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-72c609edb4c19b295cb35b7b.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-72c609edb4c19b295cb35b7b.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-72c609edb4c19b295cb35b7b.json
TOBS-SEM-6974fc1119cd0acae5686ce1	REL-f219eb1a0e1b71beb5a36f6f	N30	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-6974fc1119cd0acae5686ce1.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-6974fc1119cd0acae5686ce1.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-6974fc1119cd0acae5686ce1.json
TOBS-SEM-bdd090bf8b06bdff4b5b5ffc	REL-f25c37290ef71e21d1d73760	N15	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-bdd090bf8b06bdff4b5b5ffc.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-bdd090bf8b06bdff4b5b5ffc.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-bdd090bf8b06bdff4b5b5ffc.json
TOBS-SEM-2f16cf86eebc3a16fe7e15cd	REL-f586d39d7211922886da9f95	N10	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-2f16cf86eebc3a16fe7e15cd.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-2f16cf86eebc3a16fe7e15cd.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-2f16cf86eebc3a16fe7e15cd.json
TOBS-SEM-d5eeaddbf8a73f2820bbf9e7	REL-f6d34c22618564c885af98e9	N19	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-d5eeaddbf8a73f2820bbf9e7.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-d5eeaddbf8a73f2820bbf9e7.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-d5eeaddbf8a73f2820bbf9e7.json
TOBS-SEM-baf8e36c03cf045a94acb5ed	REL-f721d49d739e759d00a9643b	N8	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-baf8e36c03cf045a94acb5ed.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-baf8e36c03cf045a94acb5ed.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-baf8e36c03cf045a94acb5ed.json
TOBS-SEM-f740b8a13b670f4a769675c8	REL-f96e306aefb2bab19baafbcc	N20	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-f740b8a13b670f4a769675c8.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-f740b8a13b670f4a769675c8.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-f740b8a13b670f4a769675c8.json
TOBS-SEM-0a7e53f5637ea276eaa99dcb	REL-fb6a1baf579c6521a638b093	N4	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-0a7e53f5637ea276eaa99dcb.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-0a7e53f5637ea276eaa99dcb.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-0a7e53f5637ea276eaa99dcb.json
TOBS-SEM-7cba8cba7caa80d12a5b77ab	REL-fd8abdfbae6d8de6a94eb38c	N21	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-7cba8cba7caa80d12a5b77ab.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-7cba8cba7caa80d12a5b77ab.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-7cba8cba7caa80d12a5b77ab.json
TOBS-SEM-ef5960e3b1501ddee318cfe9	REL-ff97af04e1d92981b386ac08	N17	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-ef5960e3b1501ddee318cfe9.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-ef5960e3b1501ddee318cfe9.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-ef5960e3b1501ddee318cfe9.json
