# DERIVADO por forense/analisis/relevo-reconcilia-1/reconcilia_relevo.py — NO EDITAR
resultado_id	consumidor	clase_consumidor	tipo_uso	estado_reconciliacion	clase_de_relevo	como_se_caso	calc_gen2	result_gen2	valor_gen2	valor_legacy	delta_gen2_menos_legacy	veredicto_vista_hoy	razon_vista_hoy	causa_ceguera	pins_res_en_spec	corrida_natural	receta_demanda	entorno_demanda	nota
RES-0199	milpa/procedencia.yaml:condicionales_confianza_institucional/salud	procedencia	condicional_theta	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0086	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0200	milpa/procedencia.yaml:condicionales_confianza_institucional/educación	procedencia	condicional_theta	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0086	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0201	milpa/procedencia.yaml:condicionales_confianza_institucional/financiera	procedencia	condicional_theta	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0086	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0202	milpa/procedencia.yaml:condicionales_confianza_institucional/seguridad-FFAA	procedencia	condicional_theta	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0086	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0203	milpa/procedencia.yaml:condicionales_confianza_institucional/justicia-policía	procedencia	condicional_theta	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0086	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0204	milpa/procedencia.yaml:condicionales_confianza_institucional/electoral-partidos	procedencia	condicional_theta	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0086	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0205	milpa/procedencia.yaml:condicionales_escalares/radio_confianza	procedencia	condicional_theta	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0086	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0206	milpa/procedencia.yaml:condicionales_escalares/familismo_apoyo	procedencia	condicional_theta	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0086	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0207	milpa/procedencia.yaml:condicionales_escalares_confianza_generica/confianza_institucional_generico_servidores_publicos	procedencia	condicional_theta	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0086	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0208	milpa/procedencia.yaml:condicionales_escalares_exposicion_violencia/exposicion_violencia	procedencia	condicional_theta	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0086	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0209	milpa/procedencia.yaml:condicionales_escalares_medido_nacional/norma_de_género	procedencia	condicional_theta	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0086	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
RES-0210	milpa/procedencia.yaml:condicionales_escalares_medido_nacional/obligación_medida	procedencia	condicional_theta	SIN-REHACER	NO-APLICA	clave-consumidor				NO-DECLARADO-EN-EL-REGISTRO		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0086	PARCIAL:payload_ids+sha256+spec_sha	INDECIDIBLE-SIN-PAYLOAD-DECLARADO	
