"id"	"origen"	"linea"	"linea_fin"	"mapa_id"	"afirmacion"	"tipo"	"dictamen"	"razon_sin_cifra"	"argumento"	"evidencia"	"estado_adopcion"	"vigencia"	"cambio_editorial"
"REL-V163"	"v1"	"163"	"163"	"ASTRA5-U0-RELIG-010"	"**Migración.** La experiencia migratoria México-EE.UU. es un catalizador de conversión: en estudios sobre mixtecos en Baja California y Santa Bárbara, ""la mayoría de los integrantes de estas congregaciones cambió de religión después de emigrar, situación infrecuente en sus comunidades de origen""."	"UNIDAD-MATERIAL-V1"	"SIN-CIFRA"	"adquisición"	"REL-M010: Estudio de congregaciones mixtecas no recuperado completo; temporalidad posterior a emigrar no identifica efecto migratorio ni representa a todos los migrantes."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V165"	"v1"	"165"	"165"	"ASTRA5-U0-RELIG-007;ASTRA5-U0-RELIG-026"	"**Ciclo generacional y digital.** Los ""sin religión"" son jóvenes, urbanos y con acceso digital. La transmisión intergeneracional católica se debilita; el reporte Ipsos ""Religión Global 2023"" sitúa a la generación Z mexicana como la menos propensa a identificarse como cristiana."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M007: El cuadro INEGI confirma aumento sin religión 4.7 a 8.1 en población total. Latinobarómetro confirma gradiente adulto etario; concentración absoluta de siete entidades no prueba tasa urbana ni crecimiento de creencia. | REL-M026: GEN2 observa gradiente etario en no afiliación/importancia, pero edad no identifica generación ni efecto de acceso digital; Ipsos no cotejado."	"GEN2-02;GEN2-03;REL-E3;REL-E4;REL-S10"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V171"	"v1"	"171"	"171"	"ASTRA5-U0-RELIG-006"	"- **Región:** Sureste evangélico (Chiapas 53.9% católico / 32.4% protestante; Tabasco, Campeche, Quintana Roo) vs. Bajío ultracatólico (Zacatecas 92.3%, Guanajuato 90.8%, Michoacán 89.3%, Jalisco 89.2%) vs. norte y centro urbano más secular."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M006: La presentación censal Chiapas confirma 53.9 católico y 32.4 protestante/cristiano evangélico. No se cotejaron aquí cifras de todo el Bajío ni superioridad política; dato regional existe, falta RESULT propio."	"REL-E5;REL-E6;REL-S11"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V172"	"v1"	"172"	"172"	"ASTRA5-U0-RELIG-009;ASTRA5-U0-RELIG-015"	"- **Clase:** Pentecostalismo popular vs. neopentecostalismo de clases medias (distinción de Alberto Hernández y otros, que critican usar ""teología de la prosperidad"" como cajón único); devociones populares (San Judas, Santa Muerte) en clases populares urbanas."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M009: Pluralidad de incentivos es mecanismo rival, no causa identificada de conversión. Un panel antes/después separaría selección de cambio. | REL-M015: No estigmatizar es criterio de trato; el cuantificador mayoritariamente necesita muestra representativa. Diversidad de devotos no prueba su composición nacional."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V173"	"v1"	"173"	"173"	"ASTRA5-U0-RELIG-026"	"- **Edad:** Secularización juvenil pronunciada; adultos mayores más católicos practicantes."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M026: GEN2 observa gradiente etario en no afiliación/importancia, pero edad no identifica generación ni efecto de acceso digital; Ipsos no cotejado."	"GEN2-02;GEN2-03"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V174"	"v1"	"174"	"174"	"ASTRA5-U0-RELIG-028"	"- **Género:** Mujeres más religiosas y practicantes; marianismo/abnegación como script de género (Díaz-Guerrero: la abnegación ""presume que las mujeres sufren más en la vida""). Matiz importante: Pew no halla diferencias significativas por género en la identidad católica/protestante/nones en América Latina."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M028: Símbolo plural no garantiza unanimidad; tampoco todas las personas sin religión rechazan Guadalupe. Scripts de género requieren evidencia individual y contextual."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V175"	"v1"	"175"	"175"	"ASTRA5-U0-RELIG-007;ASTRA5-U0-RELIG-017"	"- **Escolaridad:** Mayor escolaridad → mayor probabilidad de ser ""sin religión"" y de percibir control interno."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M007: El cuadro INEGI confirma aumento sin religión 4.7 a 8.1 en población total. Latinobarómetro confirma gradiente adulto etario; concentración absoluta de siete entidades no prueba tasa urbana ni crecimiento de creencia. | REL-M017: Informe Pew 2014 no está medido en corpus y porcentaje/control individual no cotejados; tampoco equivalen a fatalismo religioso."	"GEN2-02;REL-E3;REL-E4;REL-S10"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V176"	"v1"	"176"	"176"	"ASTRA5-U0-RELIG-007"	"- **Urbanización:** ""Sin religión"" concentrado en CDMX, Estado de México, Baja California, Nuevo León y Chihuahua."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M007: El cuadro INEGI confirma aumento sin religión 4.7 a 8.1 en población total. Latinobarómetro confirma gradiente adulto etario; concentración absoluta de siete entidades no prueba tasa urbana ni crecimiento de creencia."	"GEN2-02;REL-E3;REL-E4;REL-S10"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V177"	"v1"	"177"	"177"	"ASTRA5-U0-RELIG-010"	"- **Migración:** Migrantes y comunidades transnacionales con mayor tasa de conversión."	"UNIDAD-MATERIAL-V1"	"SIN-CIFRA"	"adquisición"	"REL-M010: Estudio de congregaciones mixtecas no recuperado completo; temporalidad posterior a emigrar no identifica efecto migratorio ni representa a todos los migrantes."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V178"	"v1"	"178"	"178"	"ASTRA5-U0-RELIG-029"	"- **Exposición global:** New Age, neomexicanidad y espiritualidades alternativas en clases medias urbanas (De la Torre, Gutiérrez Zúñiga)."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M029: RIFREM pregunta limpias y otras prácticas por grupo; proporción exacta y sincretismo longitudinal no cotejados. No usar diversidad de prácticas como crecimiento."	"REL-S7"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V184"	"v1"	"184"	"184"	"ASTRA5-U0-RELIG-030"	"**Qué es distintivamente mexicano:**"	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M030: Marcos creer/pertenecer/practicar organizan medición, no leyes universales. Religiosidad y espiritualidad se separan empíricamente y secularización no tiene una única trayectoria."	"GEN2-01;REL-S1"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V185"	"v1"	"185"	"185"	"ASTRA5-U0-RELIG-012;ASTRA5-U0-RELIG-028"	"- Guadalupanismo como símbolo de identidad nacional (no solo religioso): la Basílica es el santuario más visitado del mundo."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M012: Comunicado primario reciente confirma afluencia masiva, no fieles únicos. No se confirmó el cierre de temporada ni ranking mundial y no usar flujo como porcentaje de población. | REL-M028: Símbolo plural no garantiza unanimidad; tampoco todas las personas sin religión rechazan Guadalupe. Scripts de género requieren evidencia individual y contextual."	"REL-S5"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V186"	"v1"	"186"	"186"	"ASTRA5-U0-RELIG-024"	"- Laicidad juarista/1917 excepcionalmente militante y temprana."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M024: Historia de laicidad sirve como marco, no experimento identificador del refugio doméstico; faltan series regionales sobre oferta clerical/práctica."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V187"	"v1"	"187"	"187"	"ASTRA5-U0-RELIG-023"	"- Retención de mayoría católica absoluta y baja tasa de switching (12%, de las más bajas de la región junto con Panamá y Paraguay, según Pew 2014)."	"UNIDAD-MATERIAL-V1"	"SIN-CIFRA"	"adquisición"	"REL-M023: Tasa switching histórica no cotejada; composición actual no acredita baja transición individual ni estabilidad futura."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V188"	"v1"	"188"	"188"	"ASTRA5-U0-RELIG-014"	"- La Santa Muerte como fenómeno mexicano exportado a EE.UU. y Centroamérica."	"UNIDAD-MATERIAL-V1"	"SIN-CIFRA"	"instrumento"	"REL-M014: Estimación experta sin marco muestral comparable no acredita total, composición ni ranking de crecimiento occidental; se retiran números."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V190"	"v1"	"190"	"190"	"ASTRA5-U0-RELIG-030"	"**Qué es patrón latinoamericano general:**"	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M030: Marcos creer/pertenecer/practicar organizan medición, no leyes universales. Religiosidad y espiritualidad se separan empíricamente y secularización no tiene una única trayectoria."	"GEN2-01;REL-S1"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V191"	"v1"	"191"	"191"	"ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-002"	"- Declive católico y ascenso de ""nones"" y evangélicos (toda la región: Pew 2026 documenta caídas católicas de 9+ puntos en seis países)."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M001: El cuadro primario INEGI publica ambos puntos con universo población total; confirma descenso descriptivo, no crisis causal institucional ni descreimiento. | REL-M002: La nota de cierre atribuye Pew 2026 a ola reservada 2025; el mapa atribuye campo 2024. No resolver leyendo tabulado. Se excluye su cifra hasta dictamen documental autorizado."	"REL-E1;REL-E2;REL-S10"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V192"	"v1"	"192"	"192"	"ASTRA5-U0-RELIG-009"	"- Pentecostalismo como religión de la precariedad."	"UNIDAD-MATERIAL-V1"	"SIN-CIFRA"	"instrumento"	"REL-M009: Pluralidad de incentivos es mecanismo rival, no causa identificada de conversión. Un panel antes/después separaría selección de cambio."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V193"	"v1"	"193"	"193"	"ASTRA5-U0-RELIG-029"	"- Sincretismo popular preexistente."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M029: RIFREM pregunta limpias y otras prácticas por grupo; proporción exacta y sincretismo longitudinal no cotejados. No usar diversidad de prácticas como crecimiento."	"REL-S7"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V195"	"v1"	"195"	"195"	"ASTRA5-U0-RELIG-030"	"**Qué es propio de sociedades desiguales/de baja confianza:**"	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M030: Marcos creer/pertenecer/practicar organizan medición, no leyes universales. Religiosidad y espiritualidad se separan empíricamente y secularización no tiene una única trayectoria."	"GEN2-01;REL-S1"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V196"	"v1"	"196"	"196"	"ASTRA5-U0-RELIG-016"	"- El ""fatalismo"" como adaptación (no exclusivo de México; documentado en economía del desarrollo)."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M016: Religión y fatalismo son constructos distintos; no hay descomposición que permita atribuir fracción sustancial o mayoritaria a estructura. Se conserva rival estructural como hipótesis."	"REL-S1;REL-S8"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V197"	"v1"	"197"	"197"	"ASTRA5-U0-RELIG-009"	"- Teología de la prosperidad ligada a informalidad."	"UNIDAD-MATERIAL-V1"	"SIN-CIFRA"	"instrumento"	"REL-M009: Pluralidad de incentivos es mecanismo rival, no causa identificada de conversión. Un panel antes/después separaría selección de cambio."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V199"	"v1"	"199"	"199"	"ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-027"	"**Contraste con Brasil.** Brasil tiene 26.9% de evangélicos (Censo IBGE 2022, 47.4 millones), católicos en 56.7% (100.2 millones), y una poderosa bancada evangélica ligada a la IURD y al pentecostalismo (que ya elegía presidentes desde Collor en 1989). México va muy por detrás en evangelización (11.2%) y su partido confesional (PES) fracasó electoralmente dos veces (perdió el registro en 2018 y 2021). La politización evangélica mexicana es mucho más débil que la brasileña."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M022: IBGE publica religión de diez años o más, no población total ni adultos México; sólo contraste institucional cualitativo sin brecha numérica armonizada. | REL-M027: Pérdida de registro y alianza partidaria no prueban movilización de votantes religiosos; falta fuente INE y evaluación de voto."	"REL-S4"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V201"	"v1"	"201"	"201"	"ASTRA5-U0-RELIG-016;ASTRA5-U0-RELIG-030"	"**Qué se malinterpreta desde marcos anglosajones/europeos.** La teoría clásica de la secularización europea no aplica: en México hay desinstitucionalización sin descreimiento. El marco honor/dignidad/face es ajeno; la cultura mexicana es de dignidad, no de honor. Las escalas de afrontamiento de Pargament, validadas mayormente en población anglo y afroamericana, requieren cautela."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M016: Religión y fatalismo son constructos distintos; no hay descomposición que permita atribuir fracción sustancial o mayoritaria a estructura. Se conserva rival estructural como hipótesis. | REL-M030: Marcos creer/pertenecer/practicar organizan medición, no leyes universales. Religiosidad y espiritualidad se separan empíricamente y secularización no tiene una única trayectoria. La afirmación México cultura de dignidad, no honor carece de escala y contraste; se retira, no se sustituye por un atributo contrario."	"GEN2-01;REL-S1;REL-S8"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V207"	"v1"	"207"	"207"	"ASTRA5-U0-RELIG-012;ASTRA5-U0-RELIG-020;ASTRA5-U0-RELIG-021"	"**Consumo y calendario festivo.** El calendario religioso estructura la estacionalidad del gasto: Día de Muertos (derrama estimada de 45,318 millones de pesos en 2024 según Concanaco; la Sectur estimó por separado 25,605 mdp en turismo, con 3.1 millones de turistas desplazados), Guadalupe (12 de diciembre, el mayor evento religioso del país), Semana Santa, fiestas patronales y peregrinaciones. Mercados asociados: velas, veladoras, imágenes, flores (cempasúchil), pan de muerto. Las remesas festivas financian fiestas patronales en comunidades de origen. El turismo religioso es una industria en sí misma (la Basílica supera al Vaticano en visitantes)."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M012: Comunicado primario reciente confirma afluencia masiva, no fieles únicos. No se confirmó el cierre de temporada ni ranking mundial y no usar flujo como porcentaje de población. | REL-M020: Pronóstico de cámara comercial no es gasto observado ni estimador causal del calendario religioso; faltan método y universo. | REL-M021: Estimación turística tiene otra unidad y cobertura que comercio; se excluye y no suma derramas."	"REL-S5"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V209"	"v1"	"209"	"209"	"ASTRA5-U0-RELIG-034"	"**Salud mental y afrontamiento.** La religión es un recurso de coping medible. Recomendación clínica: integrar el marco espiritual del paciente cuando lo desea (oración, sentido, comunidad), lo cual mejora la resiliencia; pero detectar el afrontamiento religioso negativo (culpa, estigma de la enfermedad mental como ""falta de fe"" o ""influencia demoníaca""). El estigma religioso puede retrasar la búsqueda de ayuda profesional. Terapia y consejería pastoral no son excluyentes."	"UNIDAD-MATERIAL-V1"	"ROMPE"	""	"REL-M034: Afirmar mejora clínica tras integrar espiritualidad excede estudios transversales. Se reemplaza por preguntar preferencias y proponer ensayo, sin prometer eficacia."	"REL-S1;REL-S3"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V211"	"v1"	"211"	"211"	"ASTRA5-U0-RELIG-027;ASTRA5-U0-RELIG-035;ASTRA5-U0-RELIG-036"	"**Política y voto religioso.** Los evangélicos se organizan mejor (predicadores-activistas, campañas en templos, capacidad de movilizar estructura). El PES movilizó voto evangélico para Morena en 2018; su dirigente Hugo Éric Flores Cervantes declaró que gracias al PES ""Dios regresaba a la vida pública del país"", aunque el partido perdió el registro. Temas calientes: aborto, matrimonio igualitario, ""ideología de género"". El Frente Nacional por la Familia (coalición católico-evangélica) movilizó a más de un millón de personas contra el matrimonio igualitario en 2016 y presentó al Senado una iniciativa respaldada por 240 mil firmas. La 4T mantiene alianzas pragmáticas con los evangélicos pese al laicismo formal."	"UNIDAD-MATERIAL-V1"	"SIN-CIFRA"	"adquisición"	"REL-M027: Pérdida de registro y alianza partidaria no prueban movilización de votantes religiosos; falta fuente INE y evaluación de voto. | REL-M035: Mapa advierte conflación de FNF/Diputados y ConFamilia/Senado; no repetir asistencia ni firmas sin acta primaria recuperada. | REL-M036: Alianza pragmática sin indicador no predice voto; registrar convenios por actor/fecha permitiría contraste."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V213"	"v1"	"213"	"213"	"ASTRA5-U0-RELIG-037"	"**Comunicación y diseño de servicios.** Respetar (no instrumentalizar cínicamente) los marcos religiosos. Segmentar por práctica efectiva, no por identidad nominal. Evitar estigmatizar devociones populares. Reconocer la diversidad interna: un mensaje ""católico genérico"" ya no representa a la mayoría."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M037: Afiliación católica sigue siendo mayoría en WVS/LB; no prueba mayoría de adhesión al mensaje genérico. Segmentar por práctica es propuesta testeable, no eficacia observada."	"GEN2-01;GEN2-02"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V219"	"v1"	"219"	"219"	"ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-004"	"- **""México es profundamente católico y ya.""** Falso: 22 de cada 100 ya no son católicos; la práctica católica es baja; el país es plural."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M001: El cuadro primario INEGI publica ambos puntos con universo población total; confirma descenso descriptivo, no crisis causal institucional ni descreimiento. | REL-M004: La asistencia mensual GEN2 es de todos los adultos válidos, no de católicos semanales. ENCREER requiere verificación del gráfico; no respalda llamar baja a toda práctica."	"GEN2-01;GEN2-04;REL-E1;REL-E2;REL-S10;REL-S6"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V220"	"v1"	"220"	"220"	"ASTRA5-U0-RELIG-028"	"- **""El guadalupanismo une a todos.""** Sobreinterpretación: los evangélicos lo rechazan, los secularizados no participan y su intensidad decae en los jóvenes."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M028: Símbolo plural no garantiza unanimidad; tampoco todas las personas sin religión rechazan Guadalupe. Scripts de género requieren evidencia individual y contextual."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V221"	"v1"	"221"	"221"	"ASTRA5-U0-RELIG-015"	"- **""La Santa Muerte es solo del narco.""** Falso y peligroso: sus millones de devotos son mayoritariamente pobres urbanos, mujeres y trabajadores; criminalizarlos es un error ético."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M015: No estigmatizar es criterio de trato; el cuantificador mayoritariamente necesita muestra representativa. Diversidad de devotos no prueba su composición nacional."	""	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V222"	"v1"	"222"	"222"	"ASTRA5-U0-RELIG-016"	"- **""El mexicano es fatalista por su religión.""** Confunde la adaptación racional a la precariedad con un rasgo religioso."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M016: Religión y fatalismo son constructos distintos; no hay descomposición que permita atribuir fracción sustancial o mayoritaria a estructura. Se conserva rival estructural como hipótesis."	"REL-S1;REL-S8"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V223"	"v1"	"223"	"223"	"ASTRA5-U0-RELIG-008"	"- **""Los 'sin religión' son ateos.""** Falso: la mayoría cree en Dios (""creer sin pertenecer"")."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M008: El cuadro Chiapas mantiene separado sin adscripción religiosa creyente y sin religión. Confirma distinción de categorías, no total nacional de 3.1 millones ni inexistencia de toda categoría previa."	"REL-S11"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V224"	"v1"	"224"	"224"	"ASTRA5-U0-RELIG-030"	"- **""La secularización europea llegará igual a México.""** Marco importado que no captura la desecularización popular."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M030: Marcos creer/pertenecer/practicar organizan medición, no leyes universales. Religiosidad y espiritualidad se separan empíricamente y secularización no tiene una única trayectoria."	"GEN2-01;REL-S1"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V230"	"v1"	"230"	"230"	"ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-005;ASTRA5-U0-RELIG-012;ASTRA5-U0-RELIG-032"	"**Top patrones:** (1) desinstitucionalización sin descreimiento; (2) auge evangélico de alta intensidad; (3) religiosidad popular robusta y no oficial; (4) fe como afrontamiento, separada del fatalismo."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M001: El cuadro primario INEGI publica ambos puntos con universo población total; confirma descenso descriptivo, no crisis causal institucional ni descreimiento. | REL-M005: No se cotejó la tabla ENCREER con la categoría diariamente; no trasladar oración diaria a asistencia diaria ni intensidad a eficacia comunitaria. | REL-M012: Comunicado primario reciente confirma afluencia masiva, no fieles únicos. No se confirmó el cierre de temporada ni ranking mundial y no usar flujo como porcentaje de población. | REL-M032: Estudios recientes mexicanos aportan asociación, no efecto clínico. Espiritualidad, religiosidad y coping negativo divergen; delegación no se clasifica disfuncional automáticamente."	"REL-E1;REL-E2;REL-S1;REL-S10;REL-S2;REL-S3;REL-S5;REL-S6;REL-S8"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V232"	"v1"	"232"	"232"	"ASTRA5-U0-RELIG-004;ASTRA5-U0-RELIG-007;ASTRA5-U0-RELIG-024"	"**Top contradicciones:** identidad nominal católica altísima vs. práctica baja; secularización juvenil vs. persistencia del creer; laicidad constitucional fuerte vs. religiosidad pública vigorosa; declive católico vs. crecimiento de devociones populares."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M004: La asistencia mensual GEN2 es de todos los adultos válidos, no de católicos semanales. ENCREER requiere verificación del gráfico; no respalda llamar baja a toda práctica. | REL-M007: El cuadro INEGI confirma aumento sin religión 4.7 a 8.1 en población total. Latinobarómetro confirma gradiente adulto etario; concentración absoluta de siete entidades no prueba tasa urbana ni crecimiento de creencia. | REL-M024: Historia de laicidad sirve como marco, no experimento identificador del refugio doméstico; faltan series regionales sobre oferta clerical/práctica."	"GEN2-01;GEN2-02;GEN2-04;REL-E3;REL-E4;REL-S10;REL-S6"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V234"	"v1"	"234"	"234"	"ASTRA5-U0-RELIG-015;ASTRA5-U0-RELIG-016;ASTRA5-U0-RELIG-030"	"**Top errores a evitar:** equiparar nominal con practicante; tratar la religiosidad como monolito católico; confundir fe con fatalismo; estigmatizar devociones populares; importar la secularización europea; extrapolar desde la clase media urbana digitalizada."	"UNIDAD-MATERIAL-V1"	"MATIZA"	""	"REL-M015: No estigmatizar es criterio de trato; el cuantificador mayoritariamente necesita muestra representativa. Diversidad de devotos no prueba su composición nacional. | REL-M016: Religión y fatalismo son constructos distintos; no hay descomposición que permita atribuir fracción sustancial o mayoritaria a estructura. Se conserva rival estructural como hipótesis. | REL-M030: Marcos creer/pertenecer/practicar organizan medición, no leyes universales. Religiosidad y espiritualidad se separan empíricamente y secularización no tiene una única trayectoria."	"GEN2-01;REL-S1;REL-S8"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
"REL-V236"	"v1"	"236"	"236"	"ASTRA5-U0-RELIG-009;ASTRA5-U0-RELIG-020;ASTRA5-U0-RELIG-034;ASTRA5-U0-RELIG-037"	"**Top oportunidades:** segmentación fina por práctica efectiva; aprovechamiento respetuoso del calendario festivo; integración de marcos religiosos en salud mental; comprensión de la dimensión racional-económica de la conversión."	"UNIDAD-MATERIAL-V1"	"ROMPE"	""	"REL-M009: Pluralidad de incentivos es mecanismo rival, no causa identificada de conversión. Un panel antes/después separaría selección de cambio. | REL-M020: Pronóstico de cámara comercial no es gasto observado ni estimador causal del calendario religioso; faltan método y universo. | REL-M034: Afirmar mejora clínica tras integrar espiritualidad excede estudios transversales. Se reemplaza por preguntar preferencias y proponer ensayo, sin prometer eficacia. | REL-M037: Afiliación católica sigue siendo mayoría en WVS/LB; no prueba mayoría de adhesión al mensaje genérico. Segmentar por práctica es propuesta testeable, no eficacia observada."	"GEN2-01;GEN2-02;REL-S1;REL-S3"	"GEN1 histórico; nueva síntesis PROPUESTA-POR-EJECUTOR"	"corte 2c646cba"	"Unidad completa auditada; repeticiones conservan localizador propio"
