"id"	"origen"	"report"	"report_sha256"	"linea"	"linea_fin"	"mapa_id"	"afirmacion"	"tipo"	"dictamen"	"razon_sin_cifra"	"argumento"	"evidencia"	"estado_adopcion"	"vigencia"	"cambio_editorial"	"dictamen_mapa_previo"
"CONF-V1-L367-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"367"	"367"	""	"**¿Qué puede estar sobregeneralizado desde muestras urbanas de clase media?** Prácticamente toda la ENCIG, que solo cubre ciudades de 100,000+ habitantes (40% de la población)."	"generalización o marco conceptual"	"MATIZA"	""	"ENCIG cubre localidades100mil+, no México rural; la cifra40% y proporciones indígenas requieren fuente propia. Encuesta nacional WVS/LB evita trasladar exclusivamente universo urbano, sin resolver representación comunal."	"[""CONF-ENCIG"", ""CONF-OECDLAC25""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L367-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"367"	"367"	""	"Las encuestas telefónicas (CESOP) subrepresentan a la población rural y de menor ingreso."	"generalización o marco conceptual"	"MATIZA"	""	"ENCIG cubre localidades100mil+, no México rural; la cifra40% y proporciones indígenas requieren fuente propia. Encuesta nacional WVS/LB evita trasladar exclusivamente universo urbano, sin resolver representación comunal."	"[""CONF-ENCIG"", ""CONF-OECDLAC25""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L367-S03"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"367"	"367"	""	"Los estudios de consumo digital sobrerepresentan a usuarios con smartphone y conectividad."	"generalización o marco conceptual"	"MATIZA"	""	"ENCIG cubre localidades100mil+, no México rural; la cifra40% y proporciones indígenas requieren fuente propia. Encuesta nacional WVS/LB evita trasladar exclusivamente universo urbano, sin resolver representación comunal."	"[""CONF-ENCIG"", ""CONF-OECDLAC25""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L367-S04"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"367"	"367"	""	"Las comunidades rurales e indígenas —15-20% de la población— son sistemáticamente subrepresentadas."	"generalización o marco conceptual"	"MATIZA"	""	"ENCIG cubre localidades100mil+, no México rural; la cifra40% y proporciones indígenas requieren fuente propia. Encuesta nacional WVS/LB evita trasladar exclusivamente universo urbano, sin resolver representación comunal."	"[""CONF-ENCIG"", ""CONF-OECDLAC25""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L369-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"369"	"369"	""	"**¿Qué sería diferente en el norte versus el centro versus el sur?** El norte tiene menor informalidad, mayor integración con EE.UU., pero su confianza institucional ha sido devastada por la violencia del narcotráfico."	"generalización o marco conceptual"	"SIN-CIFRA"	"falta de ejecución en este contraste"	"Entidad/urbanización son ejes medibles, pero no se ejecutó el contraste que sostenga norte-centro-sur como países psicológicos ni causalidad maya→seguridad. Estereotipos capitalinos no son evidencia; pueblos indígenas no son bloque homogéneo."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L369-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"369"	"369"	""	"El sur tiene informalidad extrema, pobreza profunda y sistemas de confianza comunitaria indígena que operan al margen del Estado."	"generalización o marco conceptual"	"SIN-CIFRA"	"falta de ejecución en este contraste"	"Entidad/urbanización son ejes medibles, pero no se ejecutó el contraste que sostenga norte-centro-sur como países psicológicos ni causalidad maya→seguridad. Estereotipos capitalinos no son evidencia; pueblos indígenas no son bloque homogéneo."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L369-S03"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"369"	"369"	""	"El centro urbano presenta la mayor sofisticación en la gestión de la desconfianza pero también el mayor anonimato y atomización social."	"generalización o marco conceptual"	"SIN-CIFRA"	"falta de ejecución en este contraste"	"Entidad/urbanización son ejes medibles, pero no se ejecutó el contraste que sostenga norte-centro-sur como países psicológicos ni causalidad maya→seguridad. Estereotipos capitalinos no son evidencia; pueblos indígenas no son bloque homogéneo."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L369-S04"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"369"	"369"	""	"Yucatán demuestra que la cohesión social local puede producir resultados de seguridad excepcionales incluso dentro del contexto mexicano general."	"generalización o marco conceptual"	"SIN-CIFRA"	"falta de ejecución en este contraste"	"Entidad/urbanización son ejes medibles, pero no se ejecutó el contraste que sostenga norte-centro-sur como países psicológicos ni causalidad maya→seguridad. Estereotipos capitalinos no son evidencia; pueblos indígenas no son bloque homogéneo."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L371-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"371"	"371"	""	"**¿Qué malinterpretaría un ejecutivo extranjero si leyera esto demasiado literalmente?** Podría concluir que ""en México no se puede confiar en nadie fuera de la familia,"" lo cual es falso."	"generalización o marco conceptual"	"MATIZA"	""	"Adaptación es hipótesis compatible con riesgo observado, no resultado de maximización demostrada. Información incorrecta, exclusión y persistencia de hábitos son rivales; la prudencia puede tener costos."	"[""CONF-C42"", ""CONF-C35"", ""CONF-CARBON24""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L371-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"371"	"371"	""	"Los mexicanos construyen confianza continuamente —con colegas, proveedores, clientes, vecinos— pero el proceso requiere más tiempo, más señales de consistencia y más verificación relacional que en sociedades de alta confianza institucional."	"generalización o marco conceptual"	"MATIZA"	""	"Adaptación es hipótesis compatible con riesgo observado, no resultado de maximización demostrada. Información incorrecta, exclusión y persistencia de hábitos son rivales; la prudencia puede tener costos."	"[""CONF-C42"", ""CONF-C35"", ""CONF-CARBON24""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L371-S03"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"371"	"371"	""	"La desconfianza no es un muro; es un filtro que se atraviesa demostrando integridad consistente."	"generalización o marco conceptual"	"MATIZA"	""	"Adaptación es hipótesis compatible con riesgo observado, no resultado de maximización demostrada. Información incorrecta, exclusión y persistencia de hábitos son rivales; la prudencia puede tener costos."	"[""CONF-C42"", ""CONF-C35"", ""CONF-CARBON24""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L373-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"373"	"373"	""	"**¿Qué afirmaciones se repiten frecuentemente pero tienen evidencia débil?** Que el familismo *causa* baja confianza institucional (correlación documentada, causalidad no establecida); que el catolicismo debilita la confianza institucional (la evidencia comparativa no lo respalda claramente); que México es una ""sociedad de baja confianza"" como categoría permanente (la volatilidad temporal de la confianza lo contradice); que la ""cultura de la mordida"" es esencialmente mexicana (es un equilibrio de frecuencia, no un rasgo cultural); y que la tecnología por sí sola puede resolver la brecha de confianza (la evidencia muestra que debe integrarse con dinámicas relacionales existentes)."	"generalización o marco conceptual"	"MATIZA"	""	"La cautela contra esencia cultural es pertinente; contraejemplos entre países no identifican efecto nulo de cultura/religión/familismo. Bardhan ofrece mecanismo rival, no certificación de racionalidad universal de mordida."	"[""CONF-OECDLAC25""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L375-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"375"	"375"	""	"La conclusión fundamental de este análisis es que **México no tiene un déficit de confianza sino una redistribución de confianza**: concentrada intensamente en redes personales densas, retirada estratégicamente de instituciones que han demostrado repetidamente no merecerla, y disponible para ser extendida cuando actores —gubernamentales, empresariales, sociales— demuestran consistencia, transparencia y reciprocidad."	"generalización o marco conceptual"	"MATIZA"	""	"El gradiente relacional existe en WVS, pero concentración no demuestra transferencia de un stock de confianza ni adaptación óptima; se retira el cierre que descarta todo déficit."	"[""CONF-C35"", ""CONF-C42"", ""CONF-OECD25""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L375-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"375"	"375"	""	"Esta redistribución es adaptativa, no patológica."	"generalización o marco conceptual"	"MATIZA"	""	"El gradiente relacional existe en WVS, pero concentración no demuestra transferencia de un stock de confianza ni adaptación óptima; se retira el cierre que descarta todo déficit."	"[""CONF-C35"", ""CONF-C42"", ""CONF-OECD25""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L375-S03"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"375"	"375"	""	"Y es modificable, no permanente."	"generalización o marco conceptual"	"MATIZA"	""	"El gradiente relacional existe en WVS, pero concentración no demuestra transferencia de un stock de confianza ni adaptación óptima; se retira el cierre que descarta todo déficit."	"[""CONF-C35"", ""CONF-C42"", ""CONF-OECD25""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-M-ASTRA5-U0-TRUST-001"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"9"	"9"	"ASTRA5-U0-TRUST-001"	"La confianza interpersonal generalizada en México es ~22% según WVS 2018; la serie cayó de 33% en 1990 a 16% en 2005 y se recuperó parcialmente."	"conclusión descriptiva e interpretación"	"ROMPE"	""	"Q57 ponderada 18+ WVS2018 da 10.5%, incompatible con la atribución 22%; Latinobarómetro2023 es otro periodo y diseño. Serie histórica y comparadores no se reconstruyen con una sola ola. Contexto del mapa: Q57 mide declaración general, no confianza conductual. Los comparadores OCDE/Colombia/Brasil/Perú y la serie 1990-2005 requieren olas, pesos y universos propios; el codebook v3.0 no certifica el dato v5.1."	"[""CONF-C42"", ""CONF-C29""]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-EN-CORPUS"
"CONF-M-ASTRA5-U0-TRUST-003"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"9"	"9"	"ASTRA5-U0-TRUST-003"	"muy por debajo del promedio OCDE (~40%), pero significativamente superior a Colombia (5%), Brasil (7%) y Perú (5%). Ha caído desde 33% en 1990 hasta un mínimo de 16% en 2005, con recuperación parcial."	"CIFRA-PUBLICADA"	"SIN-CIFRA"	"no comparabilidad"	"Comparadores internacionales y serie WVS histórica no se verifican con ola mexicana2018; ausencia no refuta los valores. Contexto del mapa: Solo se verificó el manifiesto para México ola 7 (2018); no hay ids de olas 1-6 de México ni de Colombia/Brasil/Perú/países OCDE en el corpus. No prueba tendencia causal, solo serie descriptiva si se localizan los tabulados."	"[]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-CON-ADQUISICIÓN"
"CONF-M-ASTRA5-U0-TRUST-004"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"11"	"11"	"ASTRA5-U0-TRUST-004"	"La familia es la única institución con diferencial de confianza positivo (+52 puntos netos en 2026). Ninguna otra institución —ni el ejército, ni la iglesia, ni las empresas— alcanza un saldo positivo entre confianza alta y nula."	"CIFRA-PUBLICADA"	"SIN-CIFRA"	"adquisición pendiente"	"Saldo mucha menos ninguna no es porcentaje mucha/algo. Falta ficha completa Research Land2026 y comparadores; no prueba familia como única institución positiva. Contexto del mapa: No se confirmó ficha técnica (muestra, fecha de levantamiento, fórmula exacta del diferencial) con cita de página; solo un resumen de prensa/blog de la propia empresa. El diferencial no es directamente el % que confía."	"[]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-CON-ADQUISICIÓN"
"CONF-M-ASTRA5-U0-TRUST-005"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"13"	"13"	"ASTRA5-U0-TRUST-005"	"Existe una jerarquía institucional de confianza notablemente estable: familia (87%) > escuelas públicas (77%) > universidades (76%) > ejército/marina (71-89%) > iglesia (65%) > medios (50%) > gobierno federal (50-54%) > jueces (39%) > policía (37%) > partidos políticos (29%)."	"CIFRA-PUBLICADA"	"MATIZA"	""	"WVS/LB sostienen posiciones relativas de iglesias/FFAA frente a partidos, pero no orden universal, estabilidad temporal ni escala homogénea; OCDE usa otro corte y contradice policía siempre baja. ENCIG es urbana y sus valores no son nacionales rurales. Contexto del mapa: ENCIG cubre solo localidades de 100,000+ habitantes (40% de la población) y NO incluye un ítem literal de 'familia' (solo 'parientes como tíos/primos/sobrinos', p11_1_09): la cifra de familia (87%) de esta jerarquía no puede provenir de ENCIG 2023. Los % exactos citados por el report (87/77/76/71-89/65/50/50-54/39/37/29) no se cotejaron contra un tabulado publicado; solo se verificó que el instrumento existe."	"[""CONF-C21"", ""CONF-C25"", ""CONF-C33"", ""CONF-C38"", ""CONF-OECD24""]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-EN-CORPUS"
"CONF-M-ASTRA5-U0-TRUST-006"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"13"	"13"	"ASTRA5-U0-TRUST-006"	"familia (87%) > escuelas públicas..."	"CIFRA-PUBLICADA"	"MATIZA"	""	"Familia WVS es más confiable que vecinos/conocidos/desconocidos, pero no confianza exclusiva ni plena de todos. ENCIG dice familiares en universo urbano; mapa confundía ausencia literal de familia nuclear con ausencia del componente relacional. Contexto del mapa: ENCIG 2023 no pregunta por 'familia' (solo parientes extendidos, ítem distinto). WVS México 2018 Q58 pregunta por 'su familia' con escala de 4 puntos y publica 73.0% 'confía completamente' / 91.9% 'completamente o algo' (codebook v3.0), ninguno de los cuales es 87%. CESOP y Research Land 2026 (citados en el mapa de evidencia L72) no están en el manifiesto."	"[""CONF-C35"", ""CONF-C41"", ""CONF-C31"", ""CONF-C32"", ""CONF-E01""]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-CON-ADQUISICIÓN"
"CONF-M-ASTRA5-U0-TRUST-007"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"15"	"15"	"ASTRA5-U0-TRUST-007"	"La desconfianza y la confianza operan como dimensiones independientes, no como polos opuestos. Un mexicano puede simultáneamente confiar profundamente en su red personal y desconfiar radicalmente de las instituciones sin contradicción psicológica."	"CONCLUSION-DE-ESTUDIO"	"SIN-CIFRA"	"instrumento inadecuado"	"Distinguir objetos de confianza es necesario; un análisis factorial externo no prueba independencia psicológica en toda población mexicana ni que la mayoría adopte prudencia óptima. Contexto del mapa: Sin identificar población, país de la muestra ni ítems del estudio; sin réplica mexicana verificada. No se puede afirmar que aplique a la población mexicana en general sin leer el artículo original."	"[]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-CON-ADQUISICIÓN"
"CONF-M-ASTRA5-U0-TRUST-008"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"17"	"17"	"ASTRA5-U0-TRUST-008"	"Solo el 1.2% de las denuncias tiene resolución positiva para la víctima."	"CIFRA-PUBLICADA"	"SIN-CIFRA"	"falta de ejecución en este contraste"	"ENVIPE permite cifra negra por delito, pero requiere RESULT y denominador específico; no investigar no equivale a impunidad, y resolución positiva entre denuncias tiene otro denominador. No se heredan cifras como mecanismo de confianza. Contexto del mapa: El denominador (denuncias vs. carpetas vs. delitos) y el reactivo exacto de 'resolución positiva' no se identificaron; distinto del 0.8% de todos los delitos citado en el report de política (POL-002 lo declara expresamente diferente). No se puede tomar 1.2% como cotejo directo de 93.2%/0.8%."	"[]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-CON-ADQUISICIÓN"
"CONF-M-ASTRA5-U0-TRUST-009"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"19"	"19"	"ASTRA5-U0-TRUST-009"	"México es una anomalía global en género y confianza: es el único país donde las mujeres confían interpersonalmente más que los hombres..."	"CIFRA-PUBLICADA"	"SIN-CIFRA"	"adquisición pendiente"	"Un contraste de sexo de Ipsos no demuestra unicidad mundial ni mecanismo de solidaridad. Violencia y no denuncia requieren ola, población y denominador propios; no se comparan con confianza sin diseño conjunto. Contexto del mapa: El documento existe (ipsos.com) pero el texto extraído en la consulta web previa no contiene el desglose por sexo para México ni el número exacto de países (28 según ipsos.com vs. '30' citado por el report); falta leer el PDF completo con tabla por país y sexo."	"[]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-CON-ADQUISICIÓN"
"CONF-M-ASTRA5-U0-TRUST-010"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"21"	"21"	"ASTRA5-U0-TRUST-010"	"solo el 27% espera que un funcionario público rechace un soborno (OCDE 2023)."	"CIFRA-PUBLICADA"	"ROMPE"	""	"El 27% OCDE citado corresponde a favor político por empleo privado, no a rechazo de soborno por funcionario; cifra negra tampoco significa impunidad. La calibración racional del radio no se observa. Contexto del mapa: El documento leído (ea3385cf_en) reporta 31% ('only 31% believe that public employees would refuse a bribe', p.12/20/30), no 27%; el 27% del report no coincide con el valor hallado en el documento OCDE identificado. Puede ser una ola/documento distinto (encuesta 2023 vs. reporte de resultados 2025) o un error de cita del report."	"[""CONF-E03"", ""CONF-OECD24""]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-EN-CORPUS"
"CONF-M-ASTRA5-U0-TRUST-011"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"21"	"21"	"ASTRA5-U0-TRUST-011"	"México y el Reino Unido son los únicos países OCDE donde las personas con menor educación confían más en el gobierno federal que las de mayor educación —probablemente un efecto de las políticas populistas del periodo 2018-2024."	"INTERPRETACION-DEL-REPORT"	"MATIZA"	""	"OCDE permite describir gradientes por educación en muestra urbana, pero diferencia educativa no identifica efecto de populismo, transferencias o clase. Se retira unicidad internacional sin tabla comparable. Contexto del mapa: ea3385cf_en (documento LAC 2023-2025, leído en este lote) no menciona Reino Unido ('united kingdom': 0 coincidencias) ni un ranking de 30 países OCDE; solo agrupa educación en dos categorías para México sin comparación explícita de signo. La comparación de 30 países y la atribución causal a 'políticas populistas 2018-2024' no tienen instrumento identificado en este lote y son, además, una atribución causal sin diseño de identificación."	"[""CONF-OECD24""]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-CON-ADQUISICIÓN"
