# GENERADO por tools/dominios/ensu/tablas.py -- sólo ids; el valor vive en el resultados.json sellado
conducta	eje	categoria	ola	calc	result_p	result_ic_lo	result_ic_hi	result_n
C13-POLICIA-MUN-CONFIANZA	SEXO	HOMBRE	2022T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T2-SEXO-HOMBRE-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T2-SEXO-HOMBRE-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T2-SEXO-HOMBRE-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T2-SEXO-HOMBRE-N
C13-POLICIA-MUN-CONFIANZA	SEXO	HOMBRE	2022T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T3-SEXO-HOMBRE-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T3-SEXO-HOMBRE-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T3-SEXO-HOMBRE-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T3-SEXO-HOMBRE-N
C13-POLICIA-MUN-CONFIANZA	SEXO	HOMBRE	2022T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T4-SEXO-HOMBRE-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T4-SEXO-HOMBRE-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T4-SEXO-HOMBRE-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T4-SEXO-HOMBRE-N
C13-POLICIA-MUN-CONFIANZA	SEXO	HOMBRE	2023T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T1-SEXO-HOMBRE-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T1-SEXO-HOMBRE-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T1-SEXO-HOMBRE-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T1-SEXO-HOMBRE-N
C13-POLICIA-MUN-CONFIANZA	SEXO	HOMBRE	2023T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T2-SEXO-HOMBRE-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T2-SEXO-HOMBRE-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T2-SEXO-HOMBRE-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T2-SEXO-HOMBRE-N
C13-POLICIA-MUN-CONFIANZA	SEXO	HOMBRE	2023T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T3-SEXO-HOMBRE-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T3-SEXO-HOMBRE-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T3-SEXO-HOMBRE-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T3-SEXO-HOMBRE-N
C13-POLICIA-MUN-CONFIANZA	SEXO	HOMBRE	2023T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T4-SEXO-HOMBRE-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T4-SEXO-HOMBRE-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T4-SEXO-HOMBRE-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T4-SEXO-HOMBRE-N
C13-POLICIA-MUN-CONFIANZA	SEXO	HOMBRE	2024T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T1-SEXO-HOMBRE-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T1-SEXO-HOMBRE-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T1-SEXO-HOMBRE-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T1-SEXO-HOMBRE-N
C13-POLICIA-MUN-CONFIANZA	SEXO	HOMBRE	2024T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T2-SEXO-HOMBRE-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T2-SEXO-HOMBRE-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T2-SEXO-HOMBRE-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T2-SEXO-HOMBRE-N
C13-POLICIA-MUN-CONFIANZA	SEXO	HOMBRE	2024T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T3-SEXO-HOMBRE-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T3-SEXO-HOMBRE-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T3-SEXO-HOMBRE-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T3-SEXO-HOMBRE-N
C13-POLICIA-MUN-CONFIANZA	SEXO	HOMBRE	2024T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T4-SEXO-HOMBRE-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T4-SEXO-HOMBRE-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T4-SEXO-HOMBRE-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T4-SEXO-HOMBRE-N
C13-POLICIA-MUN-CONFIANZA	SEXO	HOMBRE	2025T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T1-SEXO-HOMBRE-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T1-SEXO-HOMBRE-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T1-SEXO-HOMBRE-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T1-SEXO-HOMBRE-N
C13-POLICIA-MUN-CONFIANZA	SEXO	HOMBRE	2025T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T2-SEXO-HOMBRE-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T2-SEXO-HOMBRE-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T2-SEXO-HOMBRE-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T2-SEXO-HOMBRE-N
C13-POLICIA-MUN-CONFIANZA	SEXO	HOMBRE	2025T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T3-SEXO-HOMBRE-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T3-SEXO-HOMBRE-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T3-SEXO-HOMBRE-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T3-SEXO-HOMBRE-N
C13-POLICIA-MUN-CONFIANZA	SEXO	HOMBRE	2025T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T4-SEXO-HOMBRE-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T4-SEXO-HOMBRE-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T4-SEXO-HOMBRE-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T4-SEXO-HOMBRE-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2017T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T1-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T1-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T1-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T1-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2017T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T2-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T2-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T2-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T2-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2017T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T3-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T3-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T3-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T3-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2017T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T4-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T4-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T4-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T4-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2018T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2018T1-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2018T1-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2018T1-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2018T1-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2018T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2018T2-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2018T2-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2018T2-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2018T2-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2018T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2018T3-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2018T3-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2018T3-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2018T3-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2018T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2018T4-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2018T4-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2018T4-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2018T4-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2019T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2019T1-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2019T1-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2019T1-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2019T1-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2019T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2019T2-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2019T2-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2019T2-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2019T2-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2019T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2019T3-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2019T3-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2019T3-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2019T3-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2019T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2019T4-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2019T4-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2019T4-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2019T4-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2020T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2020T1-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2020T1-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2020T1-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2020T1-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2020T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2020T3-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2020T3-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2020T3-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2020T3-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2020T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2020T4-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2020T4-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2020T4-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2020T4-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2021T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2021T2-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2021T2-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2021T2-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2021T2-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2021T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2021T3-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2021T3-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2021T3-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2021T3-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2021T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2021T4-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2021T4-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2021T4-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2021T4-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2022T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T1-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T1-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T1-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T1-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2022T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T2-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T2-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T2-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T2-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2022T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T3-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T3-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T3-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T3-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2022T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T4-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T4-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T4-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2022T4-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2023T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T1-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T1-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T1-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T1-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2023T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T2-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T2-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T2-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T2-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2023T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T3-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T3-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T3-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T3-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2023T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T4-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T4-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T4-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2023T4-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2024T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T1-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T1-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T1-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T1-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2024T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T2-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T2-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T2-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T2-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2024T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T3-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T3-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T3-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T3-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2024T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T4-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T4-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T4-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2024T4-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2025T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T1-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T1-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T1-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T1-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2025T2	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T2-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T2-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T2-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T2-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2025T3	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T3-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T3-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T3-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T3-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	SEXO	MUJER	2025T4	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T4-SEXO-MUJER-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T4-SEXO-MUJER-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T4-SEXO-MUJER-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2025T4-SEXO-MUJER-N
C13-POLICIA-MUN-CONFIANZA	EDAD	18-29	2017T1	CALC-ENSU-SERIE-0001	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T1-EDAD-18-29-P	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T1-EDAD-18-29-IC-LO	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T1-EDAD-18-29-IC-HI	RESULT-ENSU-SERIE-C13-POLICIA-MUN-CONFIANZA-2017T1-EDAD-18-29-N
