# DERIVADO — NO EDITAR
resultado_id	consumidor	tipo	valor_legacy	escala_legacy	clase_legacy	acto_legacy	fecha_legacy	payload_ids_legacy	sha256_legacy	script_legacy	spec_legacy	spec_sha_legacy	receta_legacy	depende_de	corrida_natural	estado	vigencia	validacion_independiente
RES-0126	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:L:L+corpus	celda_L	0.3375	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0046	PENDIENTE	PENDIENTE	NO-HECHA
RES-0127	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:AGREGADO	celda_AGREGADO	{"z_L_corpus": 37.730842012768946, "z_L_solo": 11.157132678437026, "z_M": 3.98694961192238}	z (marcador)	DERIVADO de R, M y L -- sin IC propio	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/agregado_v1_3.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0031;RES-0032;RES-0033;RES-0034	CORR-0047	PENDIENTE	PENDIENTE	NO-HECHA
RES-0128	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:R	celda_R	0.5571925669683186	binaria	COMPUTADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	enif2018_csv	NO-DECLARADO-EN-EL-REGISTRO	tools/arbitra.py	forense/prereg-duelo-v2/espec-R-ciega-v1_2.tsv	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:sha256+spec_sha		CORR-0048	PENDIENTE	PENDIENTE	NO-HECHA
RES-0129	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:M	celda_M	0.457707	binaria	MEDIDO·p(tasa base ponderada)	ACTO MAESTRA33-E6 · EMISOR-M-1 · P1 · EMITE-M-v1	1/sep/2026	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	tools/emite_m.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0033	CORR-0049	PENDIENTE	PENDIENTE	NO-HECHA
RES-0130	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:L:L-solo	celda_L	0.26875	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0050	PENDIENTE	PENDIENTE	NO-HECHA
RES-0131	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:L:L+corpus	celda_L	0.2275	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0050	PENDIENTE	PENDIENTE	NO-HECHA
RES-0132	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:AGREGADO	celda_AGREGADO	{"z_L_corpus": -48.722718441678325, "z_L_solo": -42.6266994922661, "z_M": -14.702203671076122}	z (marcador)	DERIVADO de R, M y L -- sin IC propio	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/agregado_v1_3.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0036;RES-0037;RES-0038;RES-0039	CORR-0051	PENDIENTE	PENDIENTE	NO-HECHA
RES-0133	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:R	celda_R	0.04745859252351374	binaria	COMPUTADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	enigh2016_nc_csv	NO-DECLARADO-EN-EL-REGISTRO	tools/arbitra.py	forense/prereg-duelo-v2/espec-R-ciega-v1_2.tsv	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:sha256+spec_sha		CORR-0052	PENDIENTE	PENDIENTE	NO-HECHA
RES-0134	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:M	celda_M	0.045694	binaria	MEDIDO·p(tasa base ponderada)	ACTO MAESTRA34-N2 · MARCO-M-v1_2 · P3 · EMITE-M	2/sep/2026	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	tools/emite_m.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0035	CORR-0053	PENDIENTE	PENDIENTE	NO-HECHA
RES-0135	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:L:L-solo	celda_L	0.046125	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0054	PENDIENTE	PENDIENTE	NO-HECHA
RES-0136	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:L:L+corpus	celda_L	0.045875	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0054	PENDIENTE	PENDIENTE	NO-HECHA
RES-0137	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:AGREGADO	celda_AGREGADO	{"z_L_corpus": -1.2544689818528516, "z_L_solo": -1.056427351315631, "z_M": -1.3978511223617998}	z (marcador)	DERIVADO de R, M y L -- sin IC propio	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/agregado_v1_3.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0041;RES-0042;RES-0043;RES-0044	CORR-0055	PENDIENTE	PENDIENTE	NO-HECHA
RES-0138	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:R	celda_R	0.04728548395278385	binaria	COMPUTADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	enigh2018_nc_csv	NO-DECLARADO-EN-EL-REGISTRO	tools/arbitra.py	forense/prereg-duelo-v2/espec-R-ciega-v1_2.tsv	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:sha256+spec_sha		CORR-0056	PENDIENTE	PENDIENTE	NO-HECHA
RES-0139	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:M	celda_M	0.045694	binaria	MEDIDO·p(tasa base ponderada)	ACTO MAESTRA34-N2 · MARCO-M-v1_2 · P3 · EMITE-M	2/sep/2026	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	tools/emite_m.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0035	CORR-0057	PENDIENTE	PENDIENTE	NO-HECHA
RES-0140	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:L:L-solo	celda_L	0.04875	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0058	PENDIENTE	PENDIENTE	NO-HECHA
RES-0141	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:L:L+corpus	celda_L	0.04725	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0058	PENDIENTE	PENDIENTE	NO-HECHA
RES-0142	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:AGREGADO	celda_AGREGADO	{"z_L_corpus": -0.029681868352214986, "z_L_solo": 1.2250487643801482, "z_M": -1.3312557780399201}	z (marcador)	DERIVADO de R, M y L -- sin IC propio	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/agregado_v1_3.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0046;RES-0047;RES-0048;RES-0049	CORR-0059	PENDIENTE	PENDIENTE	NO-HECHA
RES-0143	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:R	celda_R	0.04377543852935772	binaria	COMPUTADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	enigh2020_nc_csv	NO-DECLARADO-EN-EL-REGISTRO	tools/arbitra.py	forense/prereg-duelo-v2/espec-R-ciega-v1_2.tsv	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:sha256+spec_sha		CORR-0060	PENDIENTE	PENDIENTE	NO-HECHA
RES-0144	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:M	celda_M	0.045694	binaria	MEDIDO·p(tasa base ponderada)	ACTO MAESTRA34-N2 · MARCO-M-v1_2 · P3 · EMITE-M	2/sep/2026	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	tools/emite_m.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0035	CORR-0061	PENDIENTE	PENDIENTE	NO-HECHA
RES-0145	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:L:L-solo	celda_L	0.052875	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0062	PENDIENTE	PENDIENTE	NO-HECHA
RES-0146	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:L:L+corpus	celda_L	0.051625000000000004	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0062	PENDIENTE	PENDIENTE	NO-HECHA
RES-0147	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:AGREGADO	celda_AGREGADO	{"z_L_corpus": 7.759647205090208, "z_L_solo": 8.995328847006066, "z_M": 1.896584950527814}	z (marcador)	DERIVADO de R, M y L -- sin IC propio	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/agregado_v1_3.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0051;RES-0052;RES-0053;RES-0054	CORR-0063	PENDIENTE	PENDIENTE	NO-HECHA
RES-0148	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:R	celda_R	0.12602486953090247	binaria	COMPUTADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	encuci2020_bd_dbf	NO-DECLARADO-EN-EL-REGISTRO	tools/arbitra.py	forense/prereg-duelo-v2/espec-R-ciega-v1_2.tsv	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:sha256+spec_sha		CORR-0064	PENDIENTE	PENDIENTE	NO-HECHA
RES-0149	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:M	celda_M	0.085118	binaria	MEDIDO·p(tasa base ponderada)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	tools/emite_m.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0003	CORR-0065	PENDIENTE	PENDIENTE	NO-HECHA
RES-0150	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:L:L-solo	celda_L	0.15125	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0066	PENDIENTE	PENDIENTE	NO-HECHA
RES-0151	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:L:L+corpus	celda_L	0.15	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0066	PENDIENTE	PENDIENTE	NO-HECHA
RES-0152	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:AGREGADO	celda_AGREGADO	{"z_L_corpus": 4.738161161194345, "z_L_solo": 4.985196373750412, "z_M": -8.084349767655816}	z (marcador)	DERIVADO de R, M y L -- sin IC propio	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/agregado_v1_3.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0056;RES-0057;RES-0058;RES-0059	CORR-0067	PENDIENTE	PENDIENTE	NO-HECHA
RES-0153	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:R	celda_R	0.04453797671500066	binaria	COMPUTADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	encig_2013_encig13_base_datos_dbf	NO-DECLARADO-EN-EL-REGISTRO	tools/arbitra.py	forense/prereg-duelo-v2/espec-R-ciega-v1_2.tsv	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:sha256+spec_sha		CORR-0068	PENDIENTE	PENDIENTE	NO-HECHA
RES-0154	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:M	celda_M	0.085118	binaria	MEDIDO·p(tasa base ponderada)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	tools/emite_m.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0003	CORR-0069	PENDIENTE	PENDIENTE	NO-HECHA
RES-0155	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:L:L-solo	celda_L	0.1225	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0070	PENDIENTE	PENDIENTE	NO-HECHA
RES-0156	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:L:L+corpus	celda_L	0.12125	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0070	PENDIENTE	PENDIENTE	NO-HECHA
RES-0157	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:AGREGADO	celda_AGREGADO	{"z_L_corpus": 27.000158619839638, "z_L_solo": 27.440118313633807, "z_M": 14.282859694902879}	z (marcador)	DERIVADO de R, M y L -- sin IC propio	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/agregado_v1_3.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0061;RES-0062;RES-0063;RES-0064	CORR-0071	PENDIENTE	PENDIENTE	NO-HECHA
RES-0158	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:R	celda_R	0.07181522879909936	binaria	COMPUTADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	encig2021_csv	NO-DECLARADO-EN-EL-REGISTRO	tools/arbitra.py	forense/prereg-duelo-v2/espec-R-ciega-v1_2.tsv	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:sha256+spec_sha		CORR-0072	PENDIENTE	PENDIENTE	NO-HECHA
RES-0159	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:M	celda_M	0.085118	binaria	MEDIDO·p(tasa base ponderada)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	tools/emite_m.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0003	CORR-0073	PENDIENTE	PENDIENTE	NO-HECHA
RES-0160	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:L:L-solo	celda_L	0.14425	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0074	PENDIENTE	PENDIENTE	NO-HECHA
RES-0161	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:L:L+corpus	celda_L	0.147	binaria	CAPTURA-CORREDOR (16 replicas)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/runner_l_cli.py	forense/prereg-duelo-v2/L-spec-v1_2.json	bb49023ba71b5d04b4f8330ac6eed673eba0a7b7cb10c6c93df96c0311934885	PARCIAL:payload_ids+sha256		CORR-0074	PENDIENTE	PENDIENTE	NO-HECHA
RES-0162	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:AGREGADO	celda_AGREGADO	{"z_L_corpus": 31.37441747805242, "z_L_solo": 30.226849337769103, "z_M": 5.5512132391389075}	z (marcador)	DERIVADO de R, M y L -- sin IC propio	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	forense/prereg-duelo-v2/agregado_v1_3.py	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec+spec_sha	RES-0066;RES-0067;RES-0068;RES-0069	CORR-0075	PENDIENTE	PENDIENTE	NO-HECHA
RES-0163	milpa/src/celdas.py:CORTES_C1:formalidad	corte_pi	('segsoc=1', 'segsoc=2')	PERSONA	SELLADO·M2	ACTO LANE-A-E0-E5 C1	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	milpa/src/pi.py	milpa/src/celdas.py	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec_sha		CORR-0076	PENDIENTE	PENDIENTE	NO-HECHA
RES-0164	milpa/src/celdas.py:CORTES_C1:edad	corte_pi	NO-DECLARADO-EN-EL-REGISTRO	PERSONA	PENDIENTE·FP-53	ACTO LANE-A-E0-E5 C1	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	milpa/src/pi.py	milpa/src/celdas.py	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec_sha		CORR-0076	PENDIENTE	PENDIENTE	NO-HECHA
RES-0165	milpa/src/celdas.py:CORTES_C1:urbanizacion	corte_pi	('1', '2', '3', '4')	HOGAR	SELLADO·M2	ACTO LANE-A-E0-E5 C1	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	milpa/src/pi.py	milpa/src/celdas.py	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec_sha		CORR-0076	PENDIENTE	PENDIENTE	NO-HECHA
RES-0166	milpa/src/celdas.py:CORTES_C1:ingreso	corte_pi	('1', '2', '3', '4')	HOGAR	SELLADO·M2	ACTO LANE-A-E0-E5 C1	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	milpa/src/pi.py	milpa/src/celdas.py	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec_sha		CORR-0076	PENDIENTE	PENDIENTE	NO-HECHA
RES-0167	milpa/src/celdas.py:CORTES_C1:acceso_digital	corte_pi	('1', '2')	HOGAR	SELLADO·M2	ACTO LANE-A-E0-E5 C1	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	milpa/src/pi.py	milpa/src/celdas.py	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec_sha		CORR-0076	PENDIENTE	PENDIENTE	NO-HECHA
RES-0168	milpa/src/celdas.py:CORTES_C1:migracion	corte_pi	NO-DECLARADO-EN-EL-REGISTRO	PERSONA	PENDIENTE·FP-53	ACTO LANE-A-E0-E5 C1	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	milpa/src/pi.py	milpa/src/celdas.py	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec_sha		CORR-0076	PENDIENTE	PENDIENTE	NO-HECHA
RES-0169	data/curacion-registro/celdas-d/G5.familismo_obligacion.actitud.yaml:G5.familismo_obligacion.actitud	celda_D	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	CALIBRACION_CONJUNTA	LISTO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	milpa/src/motor.py	data/curacion-registro/celdas-d/G5.familismo_obligacion.actitud.yaml	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+sha256+spec_sha		CORR-0077	PENDIENTE	PENDIENTE	NO-HECHA
