# DERIVADO — NO EDITAR
resultado_id	origen	corrida_id	spec_id	valor	tipo	unidad	estado	generacion	cuenta_gen2	tolerancia	tolerancia_adopcion	validacion_independiente	validacion_ref	alcance_validacion	rol_evaluacion	origen_numerico	funciones_dependencia	camino_linaje	valor_legacy	delta_legacy	sello	fuente_replay	depende_de	sucesor	n_usos
RESULT-R-CIV-M-02-CV	OFERTA	CALC-R-CIV-M-02--2951696fc787	CALC-R-CIV-M-02	0.025627894208174948	flotante	coeficiente de variacion EE/R, en proporcion (0.30 = 30%)	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Punto y varianza deterministas, bootstrap fijado por seed y rng declarados, y sumas en orden fijo de fila. Los enteros y los textos se comparan EXACTO. NO se afloja para que el control positivo contra GEN1 pase: si no reproduce, eso es el hallazgo.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NUEVO	DATO=1,METADATO=4 · envipe_2013_bd_envipe13_dbf:DATO,IN-R-SERIE-DBF-SPEC-SELLADA:METADATO,IN-R-SERIE-SPEC-MADRE:METADATO,IN-CODIFICACION-R-V1-0:METADATO · +1	CALC-R-CIV-M-02/RESULT-R-CIV-M-02-CV -> envipe_2013_bd_envipe13_dbf:DATO -> manifiesto:envipe_2013_bd_envipe13_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	VERIFY-CITADO-DE-NOTA-DE-CIERRE · ACTO GEN2-R-SERIE-DBF (PR #661) · forense/replay-evidencia.tsv#CALC-R-CIV-M-02			0
RESULT-R-CIV-M-02-DELTA-C2-C1	OFERTA	CALC-R-CIV-M-02--2951696fc787	CALC-R-CIV-M-02	0.04709096351347647	flotante	P-C2-U1 menos P-C1-U1, CON SIGNO -- lo que vale en esta ola reclasificar el codigo 08 (actitud hostil de la autoridad) como desconfianza	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Punto y varianza deterministas, bootstrap fijado por seed y rng declarados, y sumas en orden fijo de fila. Los enteros y los textos se comparan EXACTO. NO se afloja para que el control positivo contra GEN1 pase: si no reproduce, eso es el hallazgo.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NUEVO	DATO=1,METADATO=4 · envipe_2013_bd_envipe13_dbf:DATO,IN-R-SERIE-DBF-SPEC-SELLADA:METADATO,IN-R-SERIE-SPEC-MADRE:METADATO,IN-CODIFICACION-R-V1-0:METADATO · +1	CALC-R-CIV-M-02/RESULT-R-CIV-M-02-DELTA-C2-C1 -> envipe_2013_bd_envipe13_dbf:DATO -> manifiesto:envipe_2013_bd_envipe13_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	VERIFY-CITADO-DE-NOTA-DE-CIERRE · ACTO GEN2-R-SERIE-DBF (PR #661) · forense/replay-evidencia.tsv#CALC-R-CIV-M-02			0
RESULT-R-CIV-M-02-EE	OFERTA	CALC-R-CIV-M-02--2951696fc787	CALC-R-CIV-M-02	0.0062378246817035195	flotante	[PRIMARIO] error estandar de diseno de R por conglomerado ultimo (tests/svystat.py:prop_ultimate_cluster), en proporcion	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Punto y varianza deterministas, bootstrap fijado por seed y rng declarados, y sumas en orden fijo de fila. Los enteros y los textos se comparan EXACTO. NO se afloja para que el control positivo contra GEN1 pase: si no reproduce, eso es el hallazgo.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NUEVO	DATO=1,METADATO=4 · envipe_2013_bd_envipe13_dbf:DATO,IN-R-SERIE-DBF-SPEC-SELLADA:METADATO,IN-R-SERIE-SPEC-MADRE:METADATO,IN-CODIFICACION-R-V1-0:METADATO · +1	CALC-R-CIV-M-02/RESULT-R-CIV-M-02-EE -> envipe_2013_bd_envipe13_dbf:DATO -> manifiesto:envipe_2013_bd_envipe13_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	VERIFY-CITADO-DE-NOTA-DE-CIERRE · ACTO GEN2-R-SERIE-DBF (PR #661) · forense/replay-evidencia.tsv#CALC-R-CIV-M-02			0
RESULT-R-CIV-M-02-EE-C1-U1	OFERTA	CALC-R-CIV-M-02--2951696fc787	CALC-R-CIV-M-02	0.00870522034120943	flotante	error estandar de diseno de P-C1-U1 por conglomerado ultimo	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Punto y varianza deterministas, bootstrap fijado por seed y rng declarados, y sumas en orden fijo de fila. Los enteros y los textos se comparan EXACTO. NO se afloja para que el control positivo contra GEN1 pase: si no reproduce, eso es el hallazgo.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NUEVO	DATO=1,METADATO=4 · envipe_2013_bd_envipe13_dbf:DATO,IN-R-SERIE-DBF-SPEC-SELLADA:METADATO,IN-R-SERIE-SPEC-MADRE:METADATO,IN-CODIFICACION-R-V1-0:METADATO · +1	CALC-R-CIV-M-02/RESULT-R-CIV-M-02-EE-C1-U1 -> envipe_2013_bd_envipe13_dbf:DATO -> manifiesto:envipe_2013_bd_envipe13_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	VERIFY-CITADO-DE-NOTA-DE-CIERRE · ACTO GEN2-R-SERIE-DBF (PR #661) · forense/replay-evidencia.tsv#CALC-R-CIV-M-02			0
RESULT-R-CIV-M-02-EE-C2-U1	OFERTA	CALC-R-CIV-M-02--2951696fc787	CALC-R-CIV-M-02	0.009251475752098011	flotante	error estandar de diseno de P-C2-U1 por conglomerado ultimo	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Punto y varianza deterministas, bootstrap fijado por seed y rng declarados, y sumas en orden fijo de fila. Los enteros y los textos se comparan EXACTO. NO se afloja para que el control positivo contra GEN1 pase: si no reproduce, eso es el hallazgo.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NUEVO	DATO=1,METADATO=4 · envipe_2013_bd_envipe13_dbf:DATO,IN-R-SERIE-DBF-SPEC-SELLADA:METADATO,IN-R-SERIE-SPEC-MADRE:METADATO,IN-CODIFICACION-R-V1-0:METADATO · +1	CALC-R-CIV-M-02/RESULT-R-CIV-M-02-EE-C2-U1 -> envipe_2013_bd_envipe13_dbf:DATO -> manifiesto:envipe_2013_bd_envipe13_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	VERIFY-CITADO-DE-NOTA-DE-CIERRE · ACTO GEN2-R-SERIE-DBF (PR #661) · forense/replay-evidencia.tsv#CALC-R-CIV-M-02			0
RESULT-R-CIV-M-02-ESTADO	OFERTA	CALC-R-CIV-M-02--2951696fc787	CALC-R-CIV-M-02	CALCULADO	texto	CALCULADO / NO-ESTIMABLE-COLUMNA-AUSENTE:<col> / NO-ESTIMABLE-COLUMNA-VACIA:BP1_23 / NO-ESTIMABLE-UNIVERSO-VACIO	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Punto y varianza deterministas, bootstrap fijado por seed y rng declarados, y sumas en orden fijo de fila. Los enteros y los textos se comparan EXACTO. NO se afloja para que el control positivo contra GEN1 pase: si no reproduce, eso es el hallazgo.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NUEVO	DATO=1,METADATO=4 · envipe_2013_bd_envipe13_dbf:DATO,IN-R-SERIE-DBF-SPEC-SELLADA:METADATO,IN-R-SERIE-SPEC-MADRE:METADATO,IN-CODIFICACION-R-V1-0:METADATO · +1	CALC-R-CIV-M-02/RESULT-R-CIV-M-02-ESTADO -> envipe_2013_bd_envipe13_dbf:DATO -> manifiesto:envipe_2013_bd_envipe13_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	VERIFY-CITADO-DE-NOTA-DE-CIERRE · ACTO GEN2-R-SERIE-DBF (PR #661) · forense/replay-evidencia.tsv#CALC-R-CIV-M-02			0
RESULT-R-CIV-M-02-IC-BOOT-HI-C1-U1	OFERTA	CALC-R-CIV-M-02--2951696fc787	CALC-R-CIV-M-02	0.31000900392370456	flotante	limite superior IC95 de P-C1-U1 por bootstrap	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Punto y varianza deterministas, bootstrap fijado por seed y rng declarados, y sumas en orden fijo de fila. Los enteros y los textos se comparan EXACTO. NO se afloja para que el control positivo contra GEN1 pase: si no reproduce, eso es el hallazgo.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NUEVO	DATO=1,METADATO=4 · envipe_2013_bd_envipe13_dbf:DATO,IN-R-SERIE-DBF-SPEC-SELLADA:METADATO,IN-R-SERIE-SPEC-MADRE:METADATO,IN-CODIFICACION-R-V1-0:METADATO · +1	CALC-R-CIV-M-02/RESULT-R-CIV-M-02-IC-BOOT-HI-C1-U1 -> envipe_2013_bd_envipe13_dbf:DATO -> manifiesto:envipe_2013_bd_envipe13_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	VERIFY-CITADO-DE-NOTA-DE-CIERRE · ACTO GEN2-R-SERIE-DBF (PR #661) · forense/replay-evidencia.tsv#CALC-R-CIV-M-02			0
RESULT-R-CIV-M-02-IC-BOOT-HI-C2-U1	OFERTA	CALC-R-CIV-M-02--2951696fc787	CALC-R-CIV-M-02	0.35835676979634895	flotante	limite superior IC95 de P-C2-U1 por bootstrap	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Punto y varianza deterministas, bootstrap fijado por seed y rng declarados, y sumas en orden fijo de fila. Los enteros y los textos se comparan EXACTO. NO se afloja para que el control positivo contra GEN1 pase: si no reproduce, eso es el hallazgo.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NUEVO	DATO=1,METADATO=4 · envipe_2013_bd_envipe13_dbf:DATO,IN-R-SERIE-DBF-SPEC-SELLADA:METADATO,IN-R-SERIE-SPEC-MADRE:METADATO,IN-CODIFICACION-R-V1-0:METADATO · +1	CALC-R-CIV-M-02/RESULT-R-CIV-M-02-IC-BOOT-HI-C2-U1 -> envipe_2013_bd_envipe13_dbf:DATO -> manifiesto:envipe_2013_bd_envipe13_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	VERIFY-CITADO-DE-NOTA-DE-CIERRE · ACTO GEN2-R-SERIE-DBF (PR #661) · forense/replay-evidencia.tsv#CALC-R-CIV-M-02			0
RESULT-R-CIV-M-02-IC-BOOT-LO-C1-U1	OFERTA	CALC-R-CIV-M-02--2951696fc787	CALC-R-CIV-M-02	0.2760974416310341	flotante	limite inferior IC95 de P-C1-U1 por BOOTSTRAP de UPM en estrato -- el metodo con el que la ola 2025 y el trio CSV fijaron su IC	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Punto y varianza deterministas, bootstrap fijado por seed y rng declarados, y sumas en orden fijo de fila. Los enteros y los textos se comparan EXACTO. NO se afloja para que el control positivo contra GEN1 pase: si no reproduce, eso es el hallazgo.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NUEVO	DATO=1,METADATO=4 · envipe_2013_bd_envipe13_dbf:DATO,IN-R-SERIE-DBF-SPEC-SELLADA:METADATO,IN-R-SERIE-SPEC-MADRE:METADATO,IN-CODIFICACION-R-V1-0:METADATO · +1	CALC-R-CIV-M-02/RESULT-R-CIV-M-02-IC-BOOT-LO-C1-U1 -> envipe_2013_bd_envipe13_dbf:DATO -> manifiesto:envipe_2013_bd_envipe13_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	VERIFY-CITADO-DE-NOTA-DE-CIERRE · ACTO GEN2-R-SERIE-DBF (PR #661) · forense/replay-evidencia.tsv#CALC-R-CIV-M-02			0
RESULT-R-CIV-M-02-IC-BOOT-LO-C2-U1	OFERTA	CALC-R-CIV-M-02--2951696fc787	CALC-R-CIV-M-02	0.3225453918548419	flotante	limite inferior IC95 de P-C2-U1 por bootstrap	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Punto y varianza deterministas, bootstrap fijado por seed y rng declarados, y sumas en orden fijo de fila. Los enteros y los textos se comparan EXACTO. NO se afloja para que el control positivo contra GEN1 pase: si no reproduce, eso es el hallazgo.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NUEVO	DATO=1,METADATO=4 · envipe_2013_bd_envipe13_dbf:DATO,IN-R-SERIE-DBF-SPEC-SELLADA:METADATO,IN-R-SERIE-SPEC-MADRE:METADATO,IN-CODIFICACION-R-V1-0:METADATO · +1	CALC-R-CIV-M-02/RESULT-R-CIV-M-02-IC-BOOT-LO-C2-U1 -> envipe_2013_bd_envipe13_dbf:DATO -> manifiesto:envipe_2013_bd_envipe13_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	VERIFY-CITADO-DE-NOTA-DE-CIERRE · ACTO GEN2-R-SERIE-DBF (PR #661) · forense/replay-evidencia.tsv#CALC-R-CIV-M-02			0
RESULT-R-CIV-M-02-IC-HI	OFERTA	CALC-R-CIV-M-02--2951696fc787	CALC-R-CIV-M-02	0.2556257256515078	flotante	[PRIMARIO] limite superior IC95 de R	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Punto y varianza deterministas, bootstrap fijado por seed y rng declarados, y sumas en orden fijo de fila. Los enteros y los textos se comparan EXACTO. NO se afloja para que el control positivo contra GEN1 pase: si no reproduce, eso es el hallazgo.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NUEVO	DATO=1,METADATO=4 · envipe_2013_bd_envipe13_dbf:DATO,IN-R-SERIE-DBF-SPEC-SELLADA:METADATO,IN-R-SERIE-SPEC-MADRE:METADATO,IN-CODIFICACION-R-V1-0:METADATO · +1	CALC-R-CIV-M-02/RESULT-R-CIV-M-02-IC-HI -> envipe_2013_bd_envipe13_dbf:DATO -> manifiesto:envipe_2013_bd_envipe13_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	VERIFY-CITADO-DE-NOTA-DE-CIERRE · ACTO GEN2-R-SERIE-DBF (PR #661) · forense/replay-evidencia.tsv#CALC-R-CIV-M-02			0
RESULT-R-CIV-M-02-IC-HI-C1-U1	OFERTA	CALC-R-CIV-M-02--2951696fc787	CALC-R-CIV-M-02	0.31014398772598345	flotante	limite superior IC95 de P-C1-U1 por conglomerado ultimo	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Punto y varianza deterministas, bootstrap fijado por seed y rng declarados, y sumas en orden fijo de fila. Los enteros y los textos se comparan EXACTO. NO se afloja para que el control positivo contra GEN1 pase: si no reproduce, eso es el hallazgo.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NUEVO	DATO=1,METADATO=4 · envipe_2013_bd_envipe13_dbf:DATO,IN-R-SERIE-DBF-SPEC-SELLADA:METADATO,IN-R-SERIE-SPEC-MADRE:METADATO,IN-CODIFICACION-R-V1-0:METADATO · +1	CALC-R-CIV-M-02/RESULT-R-CIV-M-02-IC-HI-C1-U1 -> envipe_2013_bd_envipe13_dbf:DATO -> manifiesto:envipe_2013_bd_envipe13_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	VERIFY-CITADO-DE-NOTA-DE-CIERRE · ACTO GEN2-R-SERIE-DBF (PR #661) · forense/replay-evidencia.tsv#CALC-R-CIV-M-02			0
RESULT-R-CIV-M-02-IC-LO	OFERTA	CALC-R-CIV-M-02--2951696fc787	CALC-R-CIV-M-02	0.23117390220974182	flotante	[PRIMARIO] limite inferior IC95 de R (p +- 1.959963985*EE, recortado a [0,1])	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Punto y varianza deterministas, bootstrap fijado por seed y rng declarados, y sumas en orden fijo de fila. Los enteros y los textos se comparan EXACTO. NO se afloja para que el control positivo contra GEN1 pase: si no reproduce, eso es el hallazgo.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NUEVO	DATO=1,METADATO=4 · envipe_2013_bd_envipe13_dbf:DATO,IN-R-SERIE-DBF-SPEC-SELLADA:METADATO,IN-R-SERIE-SPEC-MADRE:METADATO,IN-CODIFICACION-R-V1-0:METADATO · +1	CALC-R-CIV-M-02/RESULT-R-CIV-M-02-IC-LO -> envipe_2013_bd_envipe13_dbf:DATO -> manifiesto:envipe_2013_bd_envipe13_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	VERIFY-CITADO-DE-NOTA-DE-CIERRE · ACTO GEN2-R-SERIE-DBF (PR #661) · forense/replay-evidencia.tsv#CALC-R-CIV-M-02			0
RESULT-R-CIV-M-02-IC-LO-C1-U1	OFERTA	CALC-R-CIV-M-02--2951696fc787	CALC-R-CIV-M-02	0.2760201510254637	flotante	limite inferior IC95 de P-C1-U1 por conglomerado ultimo	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Punto y varianza deterministas, bootstrap fijado por seed y rng declarados, y sumas en orden fijo de fila. Los enteros y los textos se comparan EXACTO. NO se afloja para que el control positivo contra GEN1 pase: si no reproduce, eso es el hallazgo.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NUEVO	DATO=1,METADATO=4 · envipe_2013_bd_envipe13_dbf:DATO,IN-R-SERIE-DBF-SPEC-SELLADA:METADATO,IN-R-SERIE-SPEC-MADRE:METADATO,IN-CODIFICACION-R-V1-0:METADATO · +1	CALC-R-CIV-M-02/RESULT-R-CIV-M-02-IC-LO-C1-U1 -> envipe_2013_bd_envipe13_dbf:DATO -> manifiesto:envipe_2013_bd_envipe13_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	VERIFY-CITADO-DE-NOTA-DE-CIERRE · ACTO GEN2-R-SERIE-DBF (PR #661) · forense/replay-evidencia.tsv#CALC-R-CIV-M-02			0
RESULT-R-CIV-M-02-MASA-FAC-DEL	OFERTA	CALC-R-CIV-M-02--2951696fc787	CALC-R-CIV-M-02	27943341.0	flotante	suma de FAC_DEL sobre U_R (delitos expandidos)	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Punto y varianza deterministas, bootstrap fijado por seed y rng declarados, y sumas en orden fijo de fila. Los enteros y los textos se comparan EXACTO. NO se afloja para que el control positivo contra GEN1 pase: si no reproduce, eso es el hallazgo.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NUEVO	DATO=1,METADATO=4 · envipe_2013_bd_envipe13_dbf:DATO,IN-R-SERIE-DBF-SPEC-SELLADA:METADATO,IN-R-SERIE-SPEC-MADRE:METADATO,IN-CODIFICACION-R-V1-0:METADATO · +1	CALC-R-CIV-M-02/RESULT-R-CIV-M-02-MASA-FAC-DEL -> envipe_2013_bd_envipe13_dbf:DATO -> manifiesto:envipe_2013_bd_envipe13_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	VERIFY-CITADO-DE-NOTA-DE-CIERRE · ACTO GEN2-R-SERIE-DBF (PR #661) · forense/replay-evidencia.tsv#CALC-R-CIV-M-02			0
RESULT-R-CIV-M-02-MASA-FAC-DEL-U1	OFERTA	CALC-R-CIV-M-02--2951696fc787	CALC-R-CIV-M-02	17666468.0	flotante	suma de FAC_DEL sobre U1	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Punto y varianza deterministas, bootstrap fijado por seed y rng declarados, y sumas en orden fijo de fila. Los enteros y los textos se comparan EXACTO. NO se afloja para que el control positivo contra GEN1 pase: si no reproduce, eso es el hallazgo.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NUEVO	DATO=1,METADATO=4 · envipe_2013_bd_envipe13_dbf:DATO,IN-R-SERIE-DBF-SPEC-SELLADA:METADATO,IN-R-SERIE-SPEC-MADRE:METADATO,IN-CODIFICACION-R-V1-0:METADATO · +1	CALC-R-CIV-M-02/RESULT-R-CIV-M-02-MASA-FAC-DEL-U1 -> envipe_2013_bd_envipe13_dbf:DATO -> manifiesto:envipe_2013_bd_envipe13_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	VERIFY-CITADO-DE-NOTA-DE-CIERRE · ACTO GEN2-R-SERIE-DBF (PR #661) · forense/replay-evidencia.tsv#CALC-R-CIV-M-02			0
RESULT-R-CIV-M-02-METODO-IC	OFERTA	CALC-R-CIV-M-02--2951696fc787	CALC-R-CIV-M-02	IC-CON-ESTRATOS-DE-UPM-UNICA	texto	IC-ULTIMATE-CLUSTER / IC-CON-ESTRATOS-DE-UPM-UNICA / NO-ESTIMABLE-DISENO-INCOMPLETO	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Punto y varianza deterministas, bootstrap fijado por seed y rng declarados, y sumas en orden fijo de fila. Los enteros y los textos se comparan EXACTO. NO se afloja para que el control positivo contra GEN1 pase: si no reproduce, eso es el hallazgo.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NUEVO	DATO=1,METADATO=4 · envipe_2013_bd_envipe13_dbf:DATO,IN-R-SERIE-DBF-SPEC-SELLADA:METADATO,IN-R-SERIE-SPEC-MADRE:METADATO,IN-CODIFICACION-R-V1-0:METADATO · +1	CALC-R-CIV-M-02/RESULT-R-CIV-M-02-METODO-IC -> envipe_2013_bd_envipe13_dbf:DATO -> manifiesto:envipe_2013_bd_envipe13_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	VERIFY-CITADO-DE-NOTA-DE-CIERRE · ACTO GEN2-R-SERIE-DBF (PR #661) · forense/replay-evidencia.tsv#CALC-R-CIV-M-02			0
RESULT-R-CIV-M-02-N	OFERTA	CALC-R-CIV-M-02--2951696fc787	CALC-R-CIV-M-02	40889	entero	n NO PONDERADO de U_R: filas con BP1_23 en {01..09} y FAC_DEL valido	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Punto y varianza deterministas, bootstrap fijado por seed y rng declarados, y sumas en orden fijo de fila. Los enteros y los textos se comparan EXACTO. NO se afloja para que el control positivo contra GEN1 pase: si no reproduce, eso es el hallazgo.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NUEVO	DATO=1,METADATO=4 · envipe_2013_bd_envipe13_dbf:DATO,IN-R-SERIE-DBF-SPEC-SELLADA:METADATO,IN-R-SERIE-SPEC-MADRE:METADATO,IN-CODIFICACION-R-V1-0:METADATO · +1	CALC-R-CIV-M-02/RESULT-R-CIV-M-02-N -> envipe_2013_bd_envipe13_dbf:DATO -> manifiesto:envipe_2013_bd_envipe13_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	VERIFY-CITADO-DE-NOTA-DE-CIERRE · ACTO GEN2-R-SERIE-DBF (PR #661) · forense/replay-evidencia.tsv#CALC-R-CIV-M-02			0
RESULT-R-CIV-M-02-N-BP1-23-01-09	OFERTA	CALC-R-CIV-M-02--2951696fc787	CALC-R-CIV-M-02	40889	entero	filas con BP1_23 en {01..09} -- universo candidato de R, antes del filtro de ponderador	SELLADA	GEN2	SI	{"abs": 1e-10, "razon": "Punto y varianza deterministas, bootstrap fijado por seed y rng declarados, y sumas en orden fijo de fila. Los enteros y los textos se comparan EXACTO. NO se afloja para que el control positivo contra GEN1 pase: si no reproduce, eso es el hallazgo.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NUEVO	DATO=1,METADATO=4 · envipe_2013_bd_envipe13_dbf:DATO,IN-R-SERIE-DBF-SPEC-SELLADA:METADATO,IN-R-SERIE-SPEC-MADRE:METADATO,IN-CODIFICACION-R-V1-0:METADATO · +1	CALC-R-CIV-M-02/RESULT-R-CIV-M-02-N-BP1-23-01-09 -> envipe_2013_bd_envipe13_dbf:DATO -> manifiesto:envipe_2013_bd_envipe13_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	VERIFY-CITADO-DE-NOTA-DE-CIERRE · ACTO GEN2-R-SERIE-DBF (PR #661) · forense/replay-evidencia.tsv#CALC-R-CIV-M-02			0
