# DERIVADO — NO EDITAR
resultado_id	consumidor	tipo_uso	reglas_impacto	corrida_natural	generacion_hoy	veredicto	calc_candidato	corrida_oferta	estado_calc	sello_calc	result_gen2_candidato	valor_gen2	valor_legacy	canal	canales_observados	control_c0	veredicto_sellado	veredicto_sellado_ref	resolucion_vigente	otras_candidaturas	razon	delta_gen2_menos_legacy	representacion_al_grano	grano_consumidor	cambia_signo	cruza_grano_del_consumidor	cruza_umbral_grano_milpa	cambia_clasificacion	es_coeficiente_central	tier_consumidor	materialidad_consumidor	razon_materialidad
RES-0145	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:R	celda_R	FAM-M-07	CORR-0060	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-R-FAM-M-07-v3	CALC-R-FAM-M-07-v3--af3e74610050	SELLADA	COINCIDE	RESULT-R-FAM-M-07-PUNTO	0.04377543852935772	0.04377543852935772	CP-PIN-DE-MESA	CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por i-CRUDO, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre CP-PIN-DE-MESA											
RES-0146	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:M	celda_M	FAM-M-07	CORR-0061	LEGACY-GEN1	SIN-CANDIDATO							0.045694		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0147	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:L:L-solo	celda_L	FAM-M-07	CORR-0062	LEGACY-GEN1	SIN-CANDIDATO							0.052875		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0148	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:L:L+corpus	celda_L	FAM-M-07	CORR-0062	LEGACY-GEN1	SIN-CANDIDATO							0.051625000000000004		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0149	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-07:AGREGADO	celda_AGREGADO	FAM-M-07	CORR-0063	LEGACY-GEN1	SIN-CANDIDATO							{"z_L_corpus": 7.759647205090208, "z_L_solo": 8.995328847006066, "z_M": 1.896584950527814}		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0150	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:R	celda_R	TRA-M-02	CORR-0064	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-R-TRA-M-02-v3	CALC-R-TRA-M-02-v3--e2dae47942fc	SELLADA	COINCIDE	RESULT-R-TRA-M-02-PUNTO	0.12602486953090247	0.12602486953090247	CP-PIN-DE-MESA	CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por i-CRUDO, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre CP-PIN-DE-MESA											
RES-0151	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:M	celda_M	TRA-M-02	CORR-0065	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-ENCIG-0001	CALC-ENCIG-0001--c3ae00e62e59	SELLADA	COINCIDE	RESULT-ENCIG-MOR-A-P-SOL1	0.08511814556534456	0.085118	CP-PIN-DE-MESA	CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por ii-CONDUCTA-GEN2, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre CP-PIN-DE-MESA											
RES-0152	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:L:L-solo	celda_L	TRA-M-02	CORR-0066	LEGACY-GEN1	SIN-CANDIDATO							0.15125		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0153	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:L:L+corpus	celda_L	TRA-M-02	CORR-0066	LEGACY-GEN1	SIN-CANDIDATO							0.15		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0154	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-02:AGREGADO	celda_AGREGADO	TRA-M-02	CORR-0067	LEGACY-GEN1	SIN-CANDIDATO							{"z_L_corpus": 4.738161161194345, "z_L_solo": 4.985196373750412, "z_M": -8.084349767655816}		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0155	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:R	celda_R	TRA-M-03	CORR-0068	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-R-TRA-M-03-v3	CALC-R-TRA-M-03-v3--78fc1d76aac4	SELLADA	COINCIDE	RESULT-R-TRA-M-03-PUNTO	0.04453797671500066	0.04453797671500066	CP-PIN-DE-MESA	CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por i-CRUDO, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre CP-PIN-DE-MESA											
RES-0156	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:M	celda_M	TRA-M-03	CORR-0069	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-ENCIG-0001	CALC-ENCIG-0001--c3ae00e62e59	SELLADA	COINCIDE	RESULT-ENCIG-MOR-A-P-SOL1	0.08511814556534456	0.085118	CP-PIN-DE-MESA	CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por ii-CONDUCTA-GEN2, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre CP-PIN-DE-MESA											
RES-0157	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:L:L-solo	celda_L	TRA-M-03	CORR-0070	LEGACY-GEN1	SIN-CANDIDATO							0.1225		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0158	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:L:L+corpus	celda_L	TRA-M-03	CORR-0070	LEGACY-GEN1	SIN-CANDIDATO							0.12125		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0159	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-03:AGREGADO	celda_AGREGADO	TRA-M-03	CORR-0071	LEGACY-GEN1	SIN-CANDIDATO							{"z_L_corpus": 27.000158619839638, "z_L_solo": 27.440118313633807, "z_M": 14.282859694902879}		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0160	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:R	celda_R	TRA-M-07	CORR-0072	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-R-TRA-M-07-v3	CALC-R-TRA-M-07-v3--9557bf487772	SELLADA	COINCIDE	RESULT-R-TRA-M-07-PUNTO	0.07181522879909936	0.07181522879909936	CP-PIN-DE-MESA	CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por i-CRUDO, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre CP-PIN-DE-MESA											
RES-0161	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:M	celda_M	TRA-M-07	CORR-0073	LEGACY-GEN1	RELEVADO-POR-PIN-DE-MESA	CALC-ENCIG-0001	CALC-ENCIG-0001--c3ae00e62e59	SELLADA	COINCIDE	RESULT-ENCIG-MOR-A-P-SOL1	0.08511814556534456	0.085118	CP-PIN-DE-MESA	CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	pin de mesa por ii-CONDUCTA-GEN2, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.1 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre CP-PIN-DE-MESA											
RES-0162	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:L:L-solo	celda_L	TRA-M-07	CORR-0074	LEGACY-GEN1	SIN-CANDIDATO							0.14425		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0163	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:L:L+corpus	celda_L	TRA-M-07	CORR-0074	LEGACY-GEN1	SIN-CANDIDATO							0.147		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0164	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:AGREGADO	celda_AGREGADO	TRA-M-07	CORR-0075	LEGACY-GEN1	SIN-CANDIDATO							{"z_L_corpus": 31.37441747805242, "z_L_solo": 30.226849337769103, "z_M": 5.5512132391389075}		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0165	milpa/src/celdas.py:CORTES_C1:formalidad	corte_pi	CORTES_C1	CORR-0076	LEGACY-GEN1	SIN-CANDIDATO							('segsoc=1', 'segsoc=2')		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0166	milpa/src/celdas.py:CORTES_C1:edad	corte_pi	CORTES_C1	CORR-0076	LEGACY-GEN1	SIN-CANDIDATO							('18-29', '30-44', '45-59', '60+')		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0167	milpa/src/celdas.py:CORTES_C1:urbanizacion	corte_pi	CORTES_C1	CORR-0076	LEGACY-GEN1	SIN-CANDIDATO							('1', '2', '3', '4')		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0168	milpa/src/celdas.py:CORTES_C1:ingreso	corte_pi	CORTES_C1	CORR-0076	LEGACY-GEN1	SIN-CANDIDATO							('1', '2', '3', '4')		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0169	milpa/src/celdas.py:CORTES_C1:acceso_digital	corte_pi	CORTES_C1	CORR-0076	LEGACY-GEN1	SIN-CANDIDATO							('1', '2')		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0170	milpa/src/celdas.py:CORTES_C1:migracion	corte_pi	CORTES_C1	CORR-0076	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0171	data/curacion-registro/celdas-d/DIN.ahorro_solo_informal.enif2024.localidad_x_edad.yaml:DIN.ahorro_solo_informal.enif2024.localidad_x_edad	celda_D	DIN.ahorro_solo_informal.enif2024.localidad_x_edad	CORR-0077	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0172	data/curacion-registro/celdas-d/G5.familismo_obligacion.actitud.yaml:G5.familismo_obligacion.actitud	celda_D	G5.familismo_obligacion.actitud	CORR-0078	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0173	data/curacion-registro/celdas-d/G5.obligacion_medida.conducta.yaml:G5.obligacion_medida.conducta	celda_D	G5.obligacion_medida.conducta	CORR-0079	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0174	data/curacion-registro/celdas-d/G5.radio_confianza.encuci_vs_enbiare.yaml:G5.radio_confianza.encuci_vs_enbiare	celda_D	G5.radio_confianza.encuci_vs_enbiare	CORR-0080	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0211	data/curacion-registro/celdas-d/GOB.gobierno_digital.encig2025.edad_x_escolaridad.yaml:GOB.gobierno_digital.encig2025.edad_x_escolaridad	celda_D	GOB.gobierno_digital.encig2025.edad_x_escolaridad	CORR-0081	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0175	data/curacion-registro/celdas-d/TRA.evade_norma.envipe2025.escolaridad_x_dominio.yaml:TRA.evade_norma.envipe2025.escolaridad_x_dominio	celda_D	TRA.evade_norma.envipe2025.escolaridad_x_dominio	CORR-0082	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0176	milpa/catalogo-momentos-v0_1.tsv:M01	momento	M01	CORR-0083	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0177	milpa/catalogo-momentos-v0_1.tsv:M02	momento	M02	CORR-0083	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0178	milpa/catalogo-momentos-v0_1.tsv:M03	momento	M03	CORR-0083	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0179	milpa/catalogo-momentos-v0_1.tsv:M04	momento	M04	CORR-0083	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0180	milpa/catalogo-momentos-v0_1.tsv:M05	momento	M05	CORR-0084	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0181	milpa/catalogo-momentos-v0_1.tsv:M06	momento	M06	CORR-0083	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0182	milpa/catalogo-momentos-v0_1.tsv:M07	momento	M07	CORR-0083	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0183	milpa/catalogo-momentos-v0_1.tsv:M08	momento	M08	CORR-0083	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0184	milpa/catalogo-momentos-v0_1.tsv:M09	momento	M09	CORR-0085	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0185	milpa/catalogo-momentos-v0_1.tsv:M10	momento	M10	CORR-0085	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0186	milpa/catalogo-momentos-v0_1.tsv:M11	momento	M11	CORR-0085	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0187	milpa/catalogo-momentos-v0_1.tsv:M12	momento	M12	CORR-0085	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0188	milpa/catalogo-momentos-v0_1.tsv:M13	momento	M13	CORR-0085	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0189	milpa/catalogo-momentos-v0_1.tsv:M14	momento	M14	CORR-0085	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0190	milpa/catalogo-momentos-v0_1.tsv:M15	momento	M15	CORR-0085	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0191	milpa/catalogo-momentos-v0_1.tsv:M16	momento	M16	CORR-0085	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0192	milpa/catalogo-momentos-v0_1.tsv:M17	momento	M17	CORR-0085	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0193	milpa/catalogo-momentos-v0_1.tsv:M18	momento	M18	CORR-0085	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0194	milpa/catalogo-momentos-v0_1.tsv:M19	momento	M19	CORR-0085	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0195	milpa/catalogo-momentos-v0_1.tsv:M20	momento	M20	CORR-0085	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0196	milpa/catalogo-momentos-v0_1.tsv:M21	momento	M21	CORR-0085	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0197	milpa/catalogo-momentos-v0_1.tsv:M22	momento	M22	CORR-0085	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0198	milpa/catalogo-momentos-v0_1.tsv:M23	momento	M23	CORR-0086	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0199	milpa/procedencia.yaml:condicionales_confianza_institucional/salud	condicional_theta	condicionales_confianza_institucional/salud	CORR-0087	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0200	milpa/procedencia.yaml:condicionales_confianza_institucional/educación	condicional_theta	condicionales_confianza_institucional/educación	CORR-0087	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0201	milpa/procedencia.yaml:condicionales_confianza_institucional/financiera	condicional_theta	condicionales_confianza_institucional/financiera	CORR-0087	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0202	milpa/procedencia.yaml:condicionales_confianza_institucional/seguridad-FFAA	condicional_theta	condicionales_confianza_institucional/seguridad-FFAA	CORR-0087	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0203	milpa/procedencia.yaml:condicionales_confianza_institucional/justicia-policía	condicional_theta	condicionales_confianza_institucional/justicia-policía	CORR-0087	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0204	milpa/procedencia.yaml:condicionales_confianza_institucional/electoral-partidos	condicional_theta	condicionales_confianza_institucional/electoral-partidos	CORR-0087	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0205	milpa/procedencia.yaml:condicionales_escalares/radio_confianza	condicional_theta	condicionales_escalares/radio_confianza	CORR-0087	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0206	milpa/procedencia.yaml:condicionales_escalares/familismo_apoyo	condicional_theta	condicionales_escalares/familismo_apoyo	CORR-0087	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0207	milpa/procedencia.yaml:condicionales_escalares_confianza_generica/confianza_institucional_generico_servidores_publicos	condicional_theta	condicionales_escalares_confianza_generica/confianza_institucional_generico_servidores_publicos	CORR-0087	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0208	milpa/procedencia.yaml:condicionales_escalares_exposicion_violencia/exposicion_violencia	condicional_theta	condicionales_escalares_exposicion_violencia/exposicion_violencia	CORR-0087	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0209	milpa/procedencia.yaml:condicionales_escalares_medido_nacional/norma_de_género	condicional_theta	condicionales_escalares_medido_nacional/norma_de_género	CORR-0087	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0210	milpa/procedencia.yaml:condicionales_escalares_medido_nacional/obligación_medida	condicional_theta	condicionales_escalares_medido_nacional/obligación_medida	CORR-0087	LEGACY-GEN1	SIN-CANDIDATO							NO-DECLARADO-EN-EL-REGISTRO		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
