declaracion_id	input_id	localizador_declarado	identificador_declarado	activo_id	metodo_reconciliacion	evidencia_reconciliacion	estado_reconciliacion
DEC-b85d4f037b5547af5f3a8e65	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ensu/tabulados/2026/ensu_tabulados_basicos_marzo_2026_estimacion_xlsx.zip	ensu_tabulados_basicos_marzo_2026_estimacion_xlsx.zip	ACT-41137ca12c88a6995401cfba	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ensu/tabulados/2026/ensu_tabulados_basicos_marzo_2026_estimacion_xlsx.zip	ACTIVO_UNICO
DEC-b85e358ee3eb0af9a17dc386	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/masiva/denue/2022_11/denue_00_71_1122_shp.zip	denue_00_71_1122_shp.zip	ACT-ca0a93fe4e542e2a28d26105	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/masiva/denue/2022_11/denue_00_71_1122_shp.zip	ACTIVO_UNICO
DEC-b86260b3204cd7efb85dfb9d	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ce/2009/tabulados/establecimiento/Indicadores_ENER08.xls	Indicadores_ENER08.xls	ACT-14acfbed110bf2d6554e28ab	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ce/2009/tabulados/establecimiento/Indicadores_ENER08.xls	ACTIVO_UNICO
DEC-b866b77905cfa2721e9b91ab	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/enoe/14ymas/tabulados/pruebas_significancia_14ymas_2010_xls.zip	pruebas_significancia_14ymas_2010_xls.zip	ACT-2a4a883cc9306d4b5dd626a1	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/enoe/14ymas/tabulados/pruebas_significancia_14ymas_2010_xls.zip	ACTIVO_UNICO
DEC-b8686a8314354eeef0811684	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ce/2004/tabulados/cuadros/anecomap-02.xls	anecomap-02.xls	ACT-b58a016f76736efc851a1181	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ce/2004/tabulados/cuadros/anecomap-02.xls	ACTIVO_UNICO
DEC-b868e11d532a87d617fbd386	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/ccpv/2020/microdatos/Censo2020_CA_cam_dta.zip	Censo2020_CA_cam_dta.zip	ACT-d2044d36ec2638d7be8c6c3d	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b868e5b6698200212dd0c588	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/justiciapenal/2019/microdatos/AM_Adolprocesa_medid_ehriij2019_dbf.zip	AM_Adolprocesa_medid_ehriij2019_dbf.zip	ACT-9b90d4e8b52588bfb5a17622	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b86affe794f43c846f1d1fa1	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ena/2017/tabulados/ena17_tp_agri02.xlsx	ena17_tp_agri02.xlsx	ACT-a7f43de7a6bdede620b3d74e	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ena/2017/tabulados/ena17_tp_agri02.xlsx	ACTIVO_UNICO
DEC-b86c17938b6288a9e04fc5fe	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/cae/2007/tabulados/CA2007m_36.pdf	CA2007m_36.pdf	ACT-b91b3964cd17d8f38d7f238f	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/cae/2007/tabulados/CA2007m_36.pdf	ACTIVO_UNICO
DEC-b86f0f6715b758a78d655124	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/justiciapenal/2020/microdatos/TA_Victi_procesado_ehriij2020_dbf.zip	TA_Victi_procesado_ehriij2020_dbf.zip	ACT-8194182633698565333263ee	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b87095f6bffeb48186b94220	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ensu/tabulados/2022/ensu_tabulados_basicos_marzo_2022_coeficiente_xlsx.zip	ensu_tabulados_basicos_marzo_2022_coeficiente_xlsx.zip	ACT-447399b31a9d64b12371a1df	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ensu/tabulados/2022/ensu_tabulados_basicos_marzo_2022_coeficiente_xlsx.zip	ACTIVO_UNICO
DEC-b8721a096a18ac28306f10e0	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/cnijf/2013/microdatos/Rec_mat_cnijf2011_2013_dbf.zip	Rec_mat_cnijf2011_2013_dbf.zip	ACT-72fbf733c19910d5c647d3b9	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b87242c3022438180cb5d244	INP-31d8a03b381d2c4acd8f	data_raw:endireh2016/bd_viviendas_endireh2016_sitioinegi_spss.zip	endireh_2016_bd_viviendas_endireh2016_sitioinegi_spss	ACT-0fc592e591cdee69984335ed	HASH_IDENTICO;RUTA_EXACTA	HASH_IDENTICO;RUTA_EXACTA	IDENTIDAD_VERIFICADA
DEC-b873245b15623b482a64db0e	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/mcs/2012/microdatos/MCS_Viviendas_2012_concil_2010_csv.zip	MCS_Viviendas_2012_concil_2010_csv.zip	ACT-879f5c6e5878d73014218ff1	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b8767f3c72ef3aedbdbc68e7	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/esidet/2017/tabulados/2017_INTV048.xlsx	2017_INTV048.xlsx	ACT-6e472ed354651ce92d3d8452	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/esidet/2017/tabulados/2017_INTV048.xlsx	ACTIVO_UNICO
DEC-b87927557cf8957d25e265a6	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/ageb_manzana/29_tlaxcala_2010_ageb_manzana_urbana_dbf.zip	29_tlaxcala_2010_ageb_manzana_urbana_dbf.zip	ACT-6708caa3435c06bfd2a34ee6	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b87939dcb50c086c9bd03c15	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/cngspspe/2018/microdatos/m1/Rec_hum_personal_cngspspe2018_dbf.zip	Rec_hum_personal_cngspspe2018_dbf.zip	ACT-c0ee8a7548799609dea35615	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b87b3b12588a1b86e8dd2f67	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/temas/medamb/res/tabulados/mamb1165.xls	mamb1165.xls	ACT-8cf3e63444441048d6025f67	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/temas/medamb/res/tabulados/mamb1165.xls	ACTIVO_UNICO
DEC-b87e6b7fde1e00c66feb5722	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/cnije/2016/microdatos/m1/TyS_gob_elec_cnije2016_dbf.zip	TyS_gob_elec_cnije2016_dbf.zip	ACT-ea4e4eec8cd242f5efe21b58	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b87f004540a59c30d68a287b	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/envipe/2019/Tabulados/II_caracterizacion_delincuente_2019_err.xlsx	II_caracterizacion_delincuente_2019_err.xlsx	ACT-e626a7b5a314e92002fa5084	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/envipe/2019/Tabulados/II_caracterizacion_delincuente_2019_err.xlsx	ACTIVO_UNICO
DEC-b881ad605867c31fe4df3176	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ptf/2018/tabulados/ori/PTF_6.xlsx	PTF_6.xlsx	ACT-58041d983153b0be86a68ee9	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ptf/2018/tabulados/ori/PTF_6.xlsx	ACTIVO_UNICO
DEC-b8838c1e0f32208c3b2a66d8	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ce/2004/tabulados/cuadros/cmayn_10.xls	cmayn_10.xls	ACT-541baa3628c6d3275f6bb559	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ce/2004/tabulados/cuadros/cmayn_10.xls	ACTIVO_UNICO
DEC-b886c815140f8c855785e48f	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/investigacion/bienestar/tiempo/tabualdos/cuadro_1_6.xlsx	cuadro_1_6.xlsx	ACT-e618faf45507590a0ac48814	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/investigacion/bienestar/tiempo/tabualdos/cuadro_1_6.xlsx	ACTIVO_UNICO
DEC-b889609930145748ed1ee9b5	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/ccpv/1990/microdatos/iter/00_nacional_1990_iter_txt.zip	00_nacional_1990_iter_txt.zip	ACT-cbc90145ff9bbe993d25281a	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b88bf75a77b1754a04f96622	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/si/2018/tabulados/ori/CSI_84.xlsx	CSI_84.xlsx	ACT-3a2f4ba7113d60a61f9aaa85	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/si/2018/tabulados/ori/CSI_84.xlsx	ACTIVO_UNICO
DEC-b88c240b7e84d360ba4fcd1d	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/justiciapenal/2021/microdatos/ADOJO_Audiencias_ehriij2021_dbf.zip	ADOJO_Audiencias_ehriij2021_dbf.zip	ACT-9fcdd1d7c27ec25beaae6591	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b8901bd66b22e376b068832f	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/envipe/2023/tabulados/III_denuncia_delito_2023_err.xlsx	III_denuncia_delito_2023_err.xlsx	ACT-2125da48e8676e3a1e877129	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/envipe/2023/tabulados/III_denuncia_delito_2023_err.xlsx	ACTIVO_UNICO
DEC-b892b31756adf4e9812f4cc5	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/cnijf/2017/microdatos/m4/ImpJF_todamaterias_TJ_cnijf2017_dbf.zip	ImpJF_todamaterias_TJ_cnijf2017_dbf.zip	ACT-49d9c8efb5b147f1dfee6f65	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b89372866b894cfabde9e12b	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/tabulados/loc5000/loc20_agua_potable_y_saneamiento.xls	loc20_agua_potable_y_saneamiento.xls	ACT-b8085fc9b550f9c9385ae0d2	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/tabulados/loc5000/loc20_agua_potable_y_saneamiento.xls	ACTIVO_UNICO
DEC-b89450dbc6407ec598b8fada	INP-5aaf9888ddf42d62ad11	declaracion:INP-5aaf9888ddf42d62ad11:COMPILACIONES ESTADÍSTICAS DE	COMPILACIONES ESTADÍSTICAS DE	ACT-38c574ba539db43bf1b07ae1	SIN_RECONCILIACION	declaracion:INP-5aaf9888ddf42d62ad11:COMPILACIONES ESTADÍSTICAS DE	NO_DETERMINADO
DEC-b89484993a523bd5080305ca	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/tod/2018/tabulados/ori/TODFBCF_117.xlsx	TODFBCF_117.xlsx	ACT-be060cafafba34d71af62f6a	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/tod/2018/tabulados/ori/TODFBCF_117.xlsx	ACTIVO_UNICO
DEC-b895b5f6f38354698773e4e9	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/mopradef/2013/microdatos/mopradef_bd_noviembre_2016_sav.zip	mopradef_bd_noviembre_2016_sav.zip	ACT-225989e28fe9ec65960a438f	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b89842f8aef220074154fb6f	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/enigh/est/2022/microdatos/enigh2022_est_ingresos_sav.zip	enigh2022_est_ingresos_sav.zip	ACT-e61491526e1cf42a9d636c9d	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b89977932c3cdc25a517a468	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/mcs/2010/microdatos/MCS_Agropecuario_2010_concil_2010_sav.zip	MCS_Agropecuario_2010_concil_2010_sav.zip	ACT-5377e33a81d712a4f3a62bcd	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b89b69b92d2e6f2b6cfb632c	INP-31d8a03b381d2c4acd8f	data_raw:engasto2012/persona_dta.zip	persona_dta.zip	ACT-899fc4b3b4a5a441f17f469e	HASH_IDENTICO;RUTA_EXACTA	HASH_IDENTICO;RUTA_EXACTA	IDENTIDAD_VERIFICADA
DEC-b89c06786692a2f29a757e17	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ena/2012/tabulados/precisiones/ENA_2012_P23.xlsx	ENA_2012_P23.xlsx	ACT-3b83414acb26289f1a96cac4	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ena/2012/tabulados/precisiones/ENA_2012_P23.xlsx	ACTIVO_UNICO
DEC-b89d29289a3f24e42ba6a985	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/endutih/2025/tabulados/2025_u2ur270.xlsx	2025_u2ur270.xlsx	ACT-053b590c4306f3cc51fb1a77	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/endutih/2025/tabulados/2025_u2ur270.xlsx	ACTIVO_UNICO
DEC-b89eb21a0d332f740e1295e2	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/ccpv/2005/microdatos/iter/03_baja_california_sur_2005_iter_xls.zip	03_baja_california_sur_2005_iter_xls.zip	ACT-5c445b18d93c259297728d1d	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b89f9d7d2a48bca24a3cc827	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/enigh/tradicional/2000/microdatos/nomon_dbf.zip	nomon_dbf.zip	ACT-5fe2f20dd598ee2110f8a84a	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b8a142a646ccc76578739a5b	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/cngspspe/2018/microdatos/m3/Egresos_centro_ado_cngspspe2018_dbf.zip	Egresos_centro_ado_cngspspe2018_dbf.zip	ACT-808a10220f93f20bf2f14362	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b8a60252760a7fc15f0172cc	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/enoe/15ymas/microdatos/enoe_2025_trim1_sav.zip	enoe_2025_trim1_sav.zip	ACT-a02f406996a4ea4efacf77cb	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b8a965a1c5d59ae414d10f35	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/justiciapenal/2022/microdatos/ADOJC_Victima_delito_ehriij2022_dbf.zip	ADOJC_Victima_delito_ehriij2022_dbf.zip	ACT-d38f548db75c842b0fae25b5	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b8aa81c26d879d0bccd2e3c8	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/justiciapenal/2019/microdatos/JC_Conclusiones_ehriij2019_dbf.zip	JC_Conclusiones_ehriij2019_dbf.zip	ACT-8aac5d2e9d4902964a5c5fd3	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b8aaf48f3eb60aaacb10042d	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/esidet/2017/tabulados/2017_INTV17211.xlsx	2017_INTV17211.xlsx	ACT-9b7d2d694d2d2c7dc690857a	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/esidet/2017/tabulados/2017_INTV17211.xlsx	ACTIVO_UNICO
DEC-b8ab28305543596adcc5fe57	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/cngspspe/2012/microdatos/ap_ejercicio_func_cngspspe2012_dbf.zip	ap_ejercicio_func_cngspspe2012_dbf.zip	ACT-9add66d202c542a2657ee0fd	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b8aba0a2c17c17ea72a0f31f	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/enigh/nc/2016/microdatos/enigh2016_ns_viviendas_dbf.zip	enigh2016_ns_viviendas_dbf.zip	ACT-be60a84422f1b4be2603aa39	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b8adb0654437a512023ba0e6	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/dutih/2018/tabulados/2018_u2ed103.xlsx	2018_u2ed103.xlsx	ACT-b054419b3176a340ddb94623	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/dutih/2018/tabulados/2018_u2ed103.xlsx	ACTIVO_UNICO
DEC-b8adca2a4441894f1bc38e4d	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/cae/2007/tabulados/CA2007_7.xls	CA2007_7.xls	ACT-311034fe67d20aa560ea6004	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/cae/2007/tabulados/CA2007_7.xls	ACTIVO_UNICO
DEC-b8af9da5a3afda91e4589270	INP-76143f24fced1856d563	data_raw:envipe2023/bd_envipe_2023_RData.zip	envipe2023/bd_envipe_2023_RData.zip	ACT-62eaa96a712c73fc692f9368	HASH_IDENTICO;RUTA_EXACTA	HASH_IDENTICO;RUTA_EXACTA	IDENTIDAD_VERIFICADA
DEC-b8b0dc5fb7272bd24833208e	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/cngspspe/2018/microdatos/m3/Caracte_adoles_int_cngspspe2018_dbf.zip	Caracte_adoles_int_cngspspe2018_dbf.zip	ACT-254330c08b5aeec440b19057	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b8b1c466cc8e0f57c9785f22	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/eia/eia94_03/microdatos/ejem_eia_94_03_xlsx.zip	ejem_eia_94_03_xlsx.zip	ACT-5911a8664f145bd9a67d24de	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b8b1d2129d36f5ac0266e622	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_12_csv.zip	eic2015_12_csv.zip	ACT-c1e875293067e8c8ad263049	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b8b487f56c35b1326414ae34	INP-fa897631c06d30da7cb7	declaracion:INP-fa897631c06d30da7cb7:Encuesta Nacional de Salud y Nutrición — componentes de creencias y confianza	Encuesta Nacional de Salud y Nutrición — componentes de creencias y confianza	ACT-bb348c615cfea7e0d1a1ef16	SIN_RECONCILIACION	declaracion:INP-fa897631c06d30da7cb7:Encuesta Nacional de Salud y Nutrición — componentes de creencias y confianza	NO_DETERMINADO
DEC-b8b54f52e6c9442c90e9c077	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/ccpv/2005/microdatos/muestra/cpv2005_17_dbf.zip	cpv2005_17_dbf.zip	ACT-33e4200891c9a35c0bce5576	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b8b585836868d0720a177982	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/ccpv/1990/microdatos/iter/06_colima_1990_iter_txt.zip	06_colima_1990_iter_txt.zip	ACT-f6cca1d789ed63156ddf12d6	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b8b8b3d5a0cb549525d4904b	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/ccpv/1995/microdatos/iter/18_nayarit_1995_iter_xls.zip	18_nayarit_1995_iter_xls.zip	ACT-871432e7e6b66ece27a0d08e	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b8bcc8cc7f219543bc422f23	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ce/2004/tabulados/sectoriales/cuadro_pes09.xls	cuadro_pes09.xls	ACT-a5766aa6407d723964515562	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ce/2004/tabulados/sectoriales/cuadro_pes09.xls	ACTIVO_UNICO
DEC-b8c403a99dbe4bc1a3fc62ea	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/dutih/2021/tabulados/2021_h3es117.xlsx	2021_h3es117.xlsx	ACT-a3e9b9272f720497847cd2ec	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/dutih/2021/tabulados/2021_h3es117.xlsx	ACTIVO_UNICO
DEC-b8c655fa890dfeec3fbe6059	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/cnpj/2018/microdatos/m2/Ordenes_aprehension_cnpjf2018_dbf.zip	Ordenes_aprehension_cnpjf2018_dbf.zip	ACT-0c98185d0fbeb15e300eb52b	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b8c83a7b3ab566b94655fb56	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/ccpv/2005/microdatos/viviendas/vivloc2005_01_txt.zip	vivloc2005_01_txt.zip	ACT-1b475d32871e828796af68b8	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b8cb8af1b25030d8a949b1ae	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/meitef/2018/tabulados/ori/MEITEF_74.xlsx	MEITEF_74.xlsx	ACT-e627bc262cc56cd58cb0740f	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/meitef/2018/tabulados/ori/MEITEF_74.xlsx	ACTIVO_UNICO
DEC-b8cfc2c0c2201997a5de1b72	INP-31d8a03b381d2c4acd8f	data_raw:enasem2018/enasem_2018_fd.xlsx	enasem2018_fd_xlsx	ACT-fce46a930fd74e693686651e	HASH_IDENTICO;RUTA_EXACTA	HASH_IDENTICO;RUTA_EXACTA	IDENTIDAD_VERIFICADA
DEC-b8d026f80355cf3a11aedcc1	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/enigh/nc/2018/tabulados/enigh2018_ns_hogviv_precisiones_xlsx.zip	enigh2018_ns_hogviv_precisiones_xlsx.zip	ACT-dde10df4eb07f644e8e8b3a4	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/enigh/nc/2018/tabulados/enigh2018_ns_hogviv_precisiones_xlsx.zip	ACTIVO_UNICO
DEC-b8d19aa6f4269ee0373fe1e6	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/2001/natalidad_base_datos_2001_dbf.zip	natalidad_base_datos_2001_dbf.zip	ACT-71e0a5dbcf71ea3ebc5cff9a	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b8d33250892c06ea090e42a0	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/mcs/2012/microdatos/MCS_Gastopersona_2012_concil_2010_sav.zip	MCS_Gastopersona_2012_concil_2010_sav.zip	ACT-bcdcf04e50d6ff97be33f11c	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-b8d5200a87ae40877c15bf11	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/cnple/2025/tabulados/cnple2025_transparencia.xlsx	cnple2025_transparencia.xlsx	ACT-14f5b905317657bb616ee199	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/cnple/2025/tabulados/cnple2025_transparencia.xlsx	ACTIVO_UNICO
DEC-b8d67608286d6f01dcc8af01	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/enoe/15ymas/microdatos/2016trim2_sav.zip	2016trim2_sav.zip	ACT-3ed0cc5ff4e1dff0d25ed6b0	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
