candidato_reconciliacion_id	activos_implicados	declaraciones_implicadas	similitud_observada	razon_candidata	evidencia_pendiente	estado_revision
CREC-f7739562b2e14da16119c90c	ACT-2f7c98fbc6c03f30b46c2ec1;ACT-e20c817ef571993cd3676ee5	DEC-e0b11383368e84f96ae34d1e;DEC-e6daeb49203e3a668aa3f6e5	nombre_archivo_exacto:proteccion_civil_cngmd2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-1ec6973054500dea415634cb	ACT-937d883e3b13e5740a6f4596;ACT-dab1ee685e8ca7b7fbfb2ec7	DEC-2cbd0732fe75441bf2d0d916;DEC-dd72c03e180613e5de1d5137	nombre_archivo_exacto:proteccion_civil_cngmd2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-1a4b6169054a96c8e01e0585	ACT-17f4e94f8608931f910d9dcf;ACT-a28351bf5caa9048c08afe7c	DEC-4317cfe29a6928f1338ee98e;DEC-98a20f4a4546a896b2475906	nombre_archivo_exacto:proteccion_civil_cngspspe2015_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-792ce717aff62022df1133ec	ACT-52dffa0260331ca072637b65;ACT-b1dc6caae53d1ea685e41a50	DEC-61fead7f760ab1aae7ad0ad7;DEC-8ef41f825d45a849252f1337	nombre_archivo_exacto:proteccion_civil_cngspspe2016_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-4d85dffe38d626a0e60eb38e	ACT-aa93dd7606788a12ee7d1f0f;ACT-f3c3dee0ca4a9ec1382eae55	DEC-583bd55636fae45085271e7b;DEC-d03d0497a6dd87b75f5164c7	nombre_archivo_exacto:proteccion_civil_cngspspe2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-bae96544a45a2444e103786a	ACT-209385583e3437b51e600387;ACT-6b24ea08a5ad331339e2758d	DEC-553becfd3c53d2c802932de3;DEC-e0a44420df1230cf9fca3462	nombre_archivo_exacto:proteccion_civil_cngspspe2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-5f63faf8995e00e744e9c3fb	ACT-2a265877a138d166a294d53b;ACT-53d0df04bd54166b8ddbaa3c	DEC-4689d5200d3ee6b90ecf5456;DEC-5196b65f44adce8241580686	nombre_archivo_exacto:proteccion_civil_cngspspe2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-d6557f758ccac3e99657c202	ACT-011952185e3522b455f109ef;ACT-9ea2f01bc0938a3c1f402b30	DEC-237bc04f7eb84fe7e71315b3;DEC-828ae4e80a2b82bd164f72f1	nombre_archivo_exacto:proteccion_derehum_cngspspe2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-d4f0980533114fd83ea0cf47	ACT-609b7c0ea2ce1ae8d096b5e8;ACT-b8c3fb9e6f64cebb51c44cfe	DEC-b52727cce80a4e6e106d0ba3;DEC-b80a4c5c38c0f05d201306f4	nombre_archivo_exacto:proteccion_derehum_cngspspe2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-a65580970fe5c11720ac85e9	ACT-8103d188acfe6f68a1341668;ACT-d3ffd4ae97ffe5f619001e84	DEC-96c191cb6b9ad5f1e62ed695;DEC-f34509c25f664b3234774df7	nombre_archivo_exacto:proveedores	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-1cbd0b5627bd024880864fc4	ACT-8775b37fa6ed8a3ad309d4b2;ACT-b4f2a8cb3f102b051749086e	DEC-01a92ff50a103436d7d8629b;DEC-f990158f807af2d8ebf344bd	nombre_archivo_exacto:prueba.pdf	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-31f8d6af120594c647bd11ea	ACT-3e9efc635ddad391b8635c34;ACT-cf45a98a4520a73344fd157a	DEC-7aa973acd21c745c7b944acd;DEC-f68002834487f6cb90529188	nombre_archivo_exacto:pruebas_reg_exp_abier_cnije2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-e992a6fe0c4bec5ddccd494c	ACT-4ac05fd9acdecd2c005911fc;ACT-b4496b955fc7ddeab36c06c1	DEC-754c803918b2d018e117ab04;DEC-86d06f5ee7ba1e77db2714bd	nombre_archivo_exacto:pruebas_reg_exp_abier_cnije2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-dfcaa0672953d50fd38d2a08	ACT-13063164864831b1d64616c3;ACT-9f541ea6676e45b0b43bfc3f	DEC-64ad64a5d55fdf7a9f5d3324;DEC-85677ed8ae405de22f45b781	nombre_archivo_exacto:reasignacion_sist_pa_cnpjf2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-6e4dc16ed55acf0a71cc37b5	ACT-5e929a098fbe9693dcc80a6f;ACT-8d3912536460653cc8130fa0	DEC-1f4b18a88b073c12eddf6778;DEC-9caffc411968bba6f0531b8b	nombre_archivo_exacto:reasignaciones_cnpjf2015_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-fb34be70ee083b6ddbfdd283	ACT-1e36123687693f605f587b4a;ACT-81e0f03a296f9675cc891b34	DEC-89dc99c05189623ad4b2fd1a;DEC-98e0bb1ae76fbf84647d4265	nombre_archivo_exacto:reasignaciones_cnpjf2016_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-a9722067d635e8e13624d36f	ACT-17a6cfafd412530081384add;ACT-385336e9ddd531932633ae74	DEC-943d90ba33c2a8a3583b67b1;DEC-f3a887253bc2d98e95d67878	nombre_archivo_exacto:reasignaciones_cnpjf2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-6a82376bdaf2d6bb30b5e040	ACT-3952a5b1fa55ad66217d0026;ACT-f32e3ee1748e3c50b3861ea9	DEC-8d1f9b80300cd872c2279396;DEC-feefd8fe11373a7f9082ee17	nombre_archivo_exacto:reasignaciones_cnpjf2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-25130f39559b03d6f95817d6	ACT-896cd3f9453c8f7eb32e8401;ACT-bff9d17725576bc0e8548668	DEC-bd86a49f28d22a17db472baa;DEC-e345cf9421c777c69c99c003	nombre_archivo_exacto:rec_admon_gestiondoc_cngmd2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-d727821e419092649d604f53	ACT-5cd7484e7309da272c9507ab;ACT-c941920cee846ae0766d3ec4	DEC-4603af77294b419b8a8370aa;DEC-9b961de30b7d9b9e2a6c476e	nombre_archivo_exacto:rec_centros_jus_mujer_cnpje2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-6d483231266a91e6bd2020a2	ACT-a2c796498247ffb6b8f35a98;ACT-f5edd895fec13c5fc3940f90	DEC-c9ad41e967b8c5bfd0ebc9be;DEC-e38d0ec016d4947f305436a3	nombre_archivo_exacto:rec_centros_jus_mujer_cnpje2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-9014f8a3a8867c2287e2a979	ACT-894b35a75e09da3aad4bc063;ACT-b2bc4b3d0d90e336c4753bdf	DEC-46bf991cb90bfae0ed58e813;DEC-76901551425c6647dc187d25	nombre_archivo_exacto:rec_hum_cngspspe2014_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-e393ae23fabaa2be2678dd84	ACT-3e06e60402383cb4a636d7ba;ACT-44d7d4828636c99a7268ac2f	DEC-18a7ed684b896d668f5b9561;DEC-d2808129ea17a85a5141c770	nombre_archivo_exacto:rec_hum_cngspspe2015_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-c36fb5573121fa4eb049dea4	ACT-2889955c39bdd0d76e5ff5af;ACT-bf9e422b4251fa43ff64c137	DEC-9b7a3aeaced6e51a1348fa60;DEC-b9ecce48e3045fb8d133da1f	nombre_archivo_exacto:rec_hum_cngspspe2016_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-8d47ba02e8b5f6f1d4d2db75	ACT-02d391f534961e6aff6b8955;ACT-562644f3e09b45fa85227640	DEC-03c0ef683481ca9852ce7e39;DEC-5a2aae402371f5a627a8569b	nombre_archivo_exacto:rec_hum_cnije2016_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-319d4efe6ddeb3e9a1a77ee9	ACT-0d3143d189fe8dc9f8e61c1c;ACT-6b50a24a81b9ef1d692f2711	DEC-9633adc5298176b8eaf03a71;DEC-f0f3d76de1b16099b6d5312f	nombre_archivo_exacto:rec_hum_cnije2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-309fda219409851f89fb6f34	ACT-3437a4188b857f76a7df2156;ACT-48f2026955cb3ec759d7dd27	DEC-72a022bea7fe7b95bbc4261d;DEC-f394b0ca847489c7122e20b6	nombre_archivo_exacto:rec_hum_cnije2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-be5fedb38cbdca2f3e1bdd6f	ACT-8e67cb623e6adc40b8898f3b;ACT-f3856a599b5bcad7a5d53251	DEC-074616a187e15a96c5b61807;DEC-9e999cf45a52971756bd5d1d	nombre_archivo_exacto:rec_hum_cnije2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-68c4821c57e91ecf259b7553	ACT-21ebece793e245ce46b4f271;ACT-24831a8a7e06579598823ff1	DEC-582fa309ccbf3eb9ff599914;DEC-79fd32a32f3d1e71c45e4367	nombre_archivo_exacto:rec_hum_cnijf2011_2013_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-dbd39f810b97a01bd82b41f1	ACT-0bd125151c6f96d78b7f2a46;ACT-414c3ebdc9498efe01438f6f	DEC-63b23251486aa2ef9a6ecd1f;DEC-a8cdc203984b886da999cb93	nombre_archivo_exacto:rec_hum_cnijf2014_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-9f82107ec273da35dc88d092	ACT-87bbe8a62fcfe4c5526e9536;ACT-f2fec915c075362200177606	DEC-5890df0fc3e6390aa8c2d325;DEC-5c3f4624cd7414eaf0285599	nombre_archivo_exacto:rec_hum_cnijf2015_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-990e723e1a720bd741d4b5df	ACT-7355952378fcc67ec3577ced;ACT-9ab79c668100ade2b25d0fc4	DEC-053d368e1532accff932825d;DEC-82059bd9e4386c733f09a051	nombre_archivo_exacto:rec_hum_cnijf2016_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-8e25b9b985b87ceee7a90576	ACT-8159f9c2953bb720356763af;ACT-b0606d0d5b84d3523bee67aa	DEC-1d898090c0633cc25b6399be;DEC-63e69b437154a416c93f909f	nombre_archivo_exacto:rec_hum_ije2015_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-f55c44172568dc04fb4034ac	ACT-0e9420ec53d6da6f8ce0d514;ACT-fd75984a11c5437dcd6844e1	DEC-7d1aba665b837fe1743ea919;DEC-b23a93064c88115e2c387684	nombre_archivo_exacto:rec_hum_organos_pjf_cnijf2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-84e67867c1caed219804ca58	ACT-83810d42e49cb22b25cd9431;ACT-da43c9b696b058178eeb2e7e	DEC-b93d4b9e575ab56ce8699178;DEC-eec5f281b2afbd84e055713a	nombre_archivo_exacto:rec_hum_organos_pjf_cnijf2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-882e112b8ff79da3695704fa	ACT-105716f51d0d3accf9607851;ACT-f3c66a9a4bb7cb6d01ce4184	DEC-112a564be0af4b62c74ec053;DEC-288eb62092e36bda5d8aa689	nombre_archivo_exacto:rec_hum_organos_pjf_cnijf2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-9951c1e10663e248446decbb	ACT-c0ee8a7548799609dea35615;ACT-cb0f06d2f1e44ede4b8889a1	DEC-b5a56530709a09a1a2440dcd;DEC-b87939dcb50c086c9bd03c15	nombre_archivo_exacto:rec_hum_personal_cngspspe2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-80806e1f1313cc470cae5658	ACT-16babc3c04f568e04c66a805;ACT-a0b299f2e6f6ba1d7a31372e	DEC-b0b6f2fd87740f2f97916680;DEC-c4be4863aa3aa1c683eeb28b	nombre_archivo_exacto:rec_hum_personal_cngspspe2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-bd58f35ea22beb7b2c4ee7f4	ACT-3a07ab6afbff023d190d8538;ACT-5d26c622d4e56862c03b4f86	DEC-9c48707ef21cf92923a556b3;DEC-eb469c68da352bd65dc74646	nombre_archivo_exacto:rec_hum_pre_segpub_cngspspe2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-dcbf9e86070fa389011967b8	ACT-1a2760bcb62234be4241e634;ACT-8cd6eb36e4b2f9dc9d45b4c3	DEC-bf9cbbb966d7706918799a6f;DEC-d50941e89ae665e89673da53	nombre_archivo_exacto:rec_hum_pre_segpub_cngspspe2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-bcd5eea1f89c8bb25df69877	ACT-5f5774f3937e8edba53746ba;ACT-afe1c1525a8652e0f7d6bb86	DEC-85fb19146a7edbcaec8e70e7;DEC-cde43d08d7320431b93df90f	nombre_archivo_exacto:rec_hum_pre_segpub_cngspspe2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-9d9891a2868069f270e7460b	ACT-029f0e24165adef10e9d770e;ACT-a6dacb8bbf315e45b6bef306	DEC-35cbc00abda3f243e147694c;DEC-dfd0fc0385f8dc44a637d6eb	nombre_archivo_exacto:rec_hum_territorial_cngmd2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-391314939335070b2d4cb1a6	ACT-1f8468301841290b6e55ff3a;ACT-8352b4c3206093f9bba2906d	DEC-6c96e470550b1dcb3648554a;DEC-97aa66b188691b15f7cf6448	nombre_archivo_exacto:rec_inconformida_cntaippdpe2016_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-419fba53a2575251531e41e5	ACT-5e4830de2893f5e5172b0dea;ACT-b98ec3983aa4834235d9026b	DEC-09f2965e803cfc475deb2fd3;DEC-0ec0b8929455fac3bee2ed51	nombre_archivo_exacto:rec_inconformida_cntaippdpe2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-527114840577c7e0e7efa741	ACT-607c2e72a6cfda12c2a905d7;ACT-ebd0ccf934e64dd971aabc55	DEC-76bb1d8bd38966686d928a45;DEC-cca043e88736306de66400a8	nombre_archivo_exacto:rec_inconformida_cntaippdpf2016_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-868c8b1cba87fe78b2eee6d0	ACT-6bd318254453f11865183258;ACT-bc31eb6201eb9c6296aef897	DEC-165269c6a2d02cfb71f91aed;DEC-b440b1e80fd9e28153a336cf	nombre_archivo_exacto:rec_inconformida_cntaippdpf2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-0c16e0688c312739836182ea	ACT-4be6c58a324652a8644a1328;ACT-7d5c0986f4f87504236dc7f1	DEC-72a14e7a6d6cdd80736c79d7;DEC-895dcfcda9f33bbb210d5923	nombre_archivo_exacto:rec_mat_cnije2016_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-5b5c8dabb23898172c53aa3c	ACT-a47997f5caff6d9a51d1e57b;ACT-d167ea106f2c4e18f0016acc	DEC-10185699a9fda90616d174a8;DEC-d8e894f5a269c27c8870f5b6	nombre_archivo_exacto:rec_mat_cnije2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-480bf15f65c454b2ffc332ea	ACT-44bf7fbe6eeca2734994a28f;ACT-631abb3a3688f070cc8cc102	DEC-085a4b57fc73f5d966d5a89f;DEC-d51b2fadc7ab32fd40a2b09f	nombre_archivo_exacto:rec_mat_cnije2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-128d56ead8531cda92a13447	ACT-3566adbb4d35f2d137525612;ACT-f60e94059c60b345fd750649	DEC-44492254ff94cb65073029ab;DEC-649998ed321dc77f5e3734a2	nombre_archivo_exacto:rec_mat_cnije2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-a7e4a9a9b1045aa332d13a6b	ACT-1ba7942f9c3ba74a88003ef7;ACT-72fbf733c19910d5c647d3b9	DEC-77691cda0204d642f5813503;DEC-b8721a096a18ac28306f10e0	nombre_archivo_exacto:rec_mat_cnijf2011_2013_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-a47b509de88f01f360bd0759	ACT-0e1057b0c8dfef9c92461a8f;ACT-b70f216f0987fd7d55b16086	DEC-183af0e0c93f39c0864d20b6;DEC-4c35e32e73c35ea3bdad3cb9	nombre_archivo_exacto:rec_mat_cnijf2014_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-df4112d233dd4a0c4a458233	ACT-38e8d507f62190ca0c90765b;ACT-a64352ae5433cf01b7d05330	DEC-deb797665ba70d0f55dd6d20;DEC-ee5b5c872c0bee7a603c5e8e	nombre_archivo_exacto:rec_mat_cnijf2015_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-d9709818acad3360b6514f45	ACT-8bbfb340852417aa97cde076;ACT-d5b6de06bbf481ff2efa7454	DEC-90d15ef11830cc8bb44ff423;DEC-c9a7cb0b5ab326797f68194c	nombre_archivo_exacto:rec_mat_cnijf2016_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-ccdbdedeb500998c47b23271	ACT-4cee876a1221ce66654af677;ACT-ce4ec72fc32195586bef33ec	DEC-58fb5c375ad98aa4fd08244b;DEC-7efacee0392f3a00158100df	nombre_archivo_exacto:rec_mat_cnpje2014_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-cb98f17ad0d2b9814ea98a04	ACT-455149110944b4826599a4e7;ACT-670bf17ca19664e5815f2f3f	DEC-82e839d023a880c57edc752b;DEC-fdada5d43a9da1e20b6bd182	nombre_archivo_exacto:rec_mat_cnpje2015_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-4f304aed763ba9d2326e7109	ACT-378d3bb5cb82650be4103d69;ACT-957bb2f6f2d6817fa716d343	DEC-59ffc4be6266e0eb754018a3;DEC-634cfb9368a6522036371e34	nombre_archivo_exacto:rec_mat_cnpje2016_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-2432a60b290e8600bcbea82d	ACT-1304309c35591c6ba7577c63;ACT-4b0dbae533abb6554742e3bc;ACT-bef76b18bcb7bb07f4f61e9a;ACT-f366ba4b1bbe811739227e3c	DEC-1164e1a0095c23c809159abf;DEC-42a7ee42ad4a6a0463326c88;DEC-9312ba58500fc2e50511e887;DEC-b965b774cafd650857ed2981	nombre_archivo_exacto:rec_mat_ije2015_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-8ce4c95c55cf850025e3186e	ACT-50c05b55c36507e75c0caeaf;ACT-b985274359e9d9cf723a7f6c	DEC-f953e3036537a9229ce08ffc;DEC-ff902983b7865b6f633f02cf	nombre_archivo_exacto:rec_mat_ja_cnije2016_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-252e685b1d92d895532e9ed7	ACT-4f770092c40caddef50f2d8c;ACT-d1a06f86f217a74336e19401	DEC-2c840aa73cd800515438355c;DEC-3c5b1692266cf784a2b216a5	nombre_archivo_exacto:rec_mat_organos_pjf_cnijf2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-e52c3c86c1a81ee2216b1a35	ACT-8da2d5cea7f08b637ec5027c;ACT-b541675c112e02c081c7ecd9	DEC-16421fb755661dc4ce189b07;DEC-f3a4d9cfe6408ae95865b859	nombre_archivo_exacto:rec_mat_organos_pjf_cnijf2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-81f9682dc464116e70f1309b	ACT-64c807e8e9b8f509e295cf9a;ACT-bcee46156495324abda925b6	DEC-51f4bb2b79c85f1dd55225a4;DEC-89d192342a714501bba85bd4	nombre_archivo_exacto:rec_mat_organos_pjf_cnijf2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-2fd22f390dd71fc3d2937049	ACT-5caf2b130cd07b7dd76100eb;ACT-88543c9b20ed9671b8fab3b9	DEC-b9b6c9b270c08c8d3b3c0703;DEC-df3c79ed05639da86cd55cfb	nombre_archivo_exacto:rec_mat_tsj_cnije2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-534b48a0823731c01e822957	ACT-005790bf77a62d5d0fbb30a8;ACT-0a0f03e0d5afac309e084652	DEC-48d7ace673eeeb738bc8398b;DEC-b5c59b25d0b03cda96aba47d	nombre_archivo_exacto:rec_materiales_cngmd2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-ee6a04472271b7fbced0cf8f	ACT-25c55919195ef599344e3b10;ACT-a0d8f51c04937258deb0f9e0	DEC-16f1cda89fd1ee2fef26ecf2;DEC-ed01d4bb3915b20d2f6d91b2	nombre_archivo_exacto:rec_materiales_cngmd2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-144ec9ba4cfb4ba57e6ec529	ACT-8a6f475857295022e7cb79b2;ACT-d02103e011296545243da517	DEC-2e6e493ea77abb0022546ad5;DEC-e3599071662311ef86773090	nombre_archivo_exacto:rec_materiales_cntaippdpe2016_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-167473799f89a90ec74858e1	ACT-590234aba8f3094ee8090c7a;ACT-cd2c25118ce370ca6868626d	DEC-c2af823f19eba20adb2603f6;DEC-cc0ea7659e67ea6409db32bd	nombre_archivo_exacto:rec_materiales_cntaippdpe2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
