fecha,producto,regimen_definicion,imor_porcentaje,unidad_observacion,universo_institucional,fuente
2016-01,Consumo total,PRE_IFRS9_CARTERA_VENCIDA,3.960000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-03,ABCD,IFRS9_ETAPA_3,1.670000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-04,ABCD,IFRS9_ETAPA_3,1.660000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-05,ABCD,IFRS9_ETAPA_3,1.700000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-06,ABCD,IFRS9_ETAPA_3,1.670000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-07,ABCD,IFRS9_ETAPA_3,1.640000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-08,ABCD,IFRS9_ETAPA_3,1.640000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-09,ABCD,IFRS9_ETAPA_3,1.610000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-10,ABCD,IFRS9_ETAPA_3,1.660000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-11,ABCD,IFRS9_ETAPA_3,1.630000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-12,ABCD,IFRS9_ETAPA_3,1.610000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-01,ABCD,IFRS9_ETAPA_3,1.590000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-02,ABCD,IFRS9_ETAPA_3,1.540000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-03,ABCD,IFRS9_ETAPA_3,1.480000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-04,ABCD,IFRS9_ETAPA_3,1.370000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-05,ABCD,IFRS9_ETAPA_3,1.360000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-06,ABCD,IFRS9_ETAPA_3,1.370000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-07,ABCD,IFRS9_ETAPA_3,1.380000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-08,ABCD,IFRS9_ETAPA_3,1.390000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-09,ABCD,IFRS9_ETAPA_3,1.460000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-10,ABCD,IFRS9_ETAPA_3,1.480000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-11,ABCD,IFRS9_ETAPA_3,1.370000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-12,ABCD,IFRS9_ETAPA_3,1.430000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-01,ABCD,IFRS9_ETAPA_3,1.450000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-02,ABCD,IFRS9_ETAPA_3,1.450000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-03,ABCD,IFRS9_ETAPA_3,1.440000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-04,ABCD,IFRS9_ETAPA_3,1.430000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-05,ABCD,IFRS9_ETAPA_3,1.470000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-06,ABCD,IFRS9_ETAPA_3,1.510000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-07,ABCD,IFRS9_ETAPA_3,1.560000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-08,ABCD,IFRS9_ETAPA_3,1.550000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-09,ABCD,IFRS9_ETAPA_3,1.610000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-10,ABCD,IFRS9_ETAPA_3,1.630000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-11,ABCD,IFRS9_ETAPA_3,1.680000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-12,ABCD,IFRS9_ETAPA_3,1.730000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2026-01,ABCD,IFRS9_ETAPA_3,1.790000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2026-02,ABCD,IFRS9_ETAPA_3,1.890000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2026-03,ABCD,IFRS9_ETAPA_3,1.880000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-01,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.920000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-02,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.930000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-03,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.800000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-04,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.720000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-05,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.930000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-06,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.090000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-07,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.120000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-08,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.140000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-09,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.260000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-10,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.330000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-11,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.440000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-12,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.400000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-01,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.340000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-02,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.180000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-03,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.950000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-04,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.970000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-05,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.180000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-06,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.960000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-07,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.990000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-08,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.900000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-09,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.840000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-10,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.960000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-11,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.070000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-12,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.030000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-01,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.920000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-02,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.720000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-03,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.700000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-04,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.800000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-05,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.000000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-06,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.970000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-07,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.010000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-08,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.000000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-09,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.100000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-10,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.030000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-11,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.030000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-12,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.050000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-01,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.950000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-02,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.830000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-03,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.650000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-04,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.680000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-05,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.850000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-06,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.950000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-07,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.910000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-08,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.800000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-09,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.860000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-10,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.840000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-11,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.880000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-12,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.990000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-01,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.950000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-02,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.900000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-03,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.820000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-04,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.820000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-05,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.840000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-06,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.720000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-07,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.350000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-08,Nómina,PRE_IFRS9_CARTERA_VENCIDA,1.990000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-09,Nómina,PRE_IFRS9_CARTERA_VENCIDA,1.770000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-10,Nómina,PRE_IFRS9_CARTERA_VENCIDA,1.920000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-11,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.550000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-12,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.090000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-01,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.270000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-02,Nómina,PRE_IFRS9_CARTERA_VENCIDA,3.180000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-03,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.860000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-04,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.600000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-05,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.610000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-06,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.510000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-07,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.470000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-08,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.370000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-09,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.340000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-10,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.280000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-11,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.300000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-12,Nómina,PRE_IFRS9_CARTERA_VENCIDA,2.360000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-01,Nómina,IFRS9_ETAPA_3,2.830000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-02,Nómina,IFRS9_ETAPA_3,2.650000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-03,Nómina,IFRS9_ETAPA_3,2.570000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-04,Nómina,IFRS9_ETAPA_3,2.540000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
