serie_id	instrumento	dominio	conducta_texto	eje	segmento	unidad	dictamen	direccion	k	olas	delta_pp	pares_fuera	causa_sin_serie	calc	result
ENDIREH-PAREJA-AYUDA-ESCOLARIDAD-MEDIA-SUPERIOR	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda	escolaridad	media_superior	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-ESCOLARIDAD-MEDIA-SUPERIOR
ENDIREH-PAREJA-AYUDA-ESCOLARIDAD-NINGUNO	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda	escolaridad	ninguno	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-ESCOLARIDAD-NINGUNO
ENDIREH-PAREJA-AYUDA-ESCOLARIDAD-SUPERIOR	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda	escolaridad	superior	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-ESCOLARIDAD-SUPERIOR
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-EDAD-15-29	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	edad	15-29	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-EDAD-15-29
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-EDAD-30-44	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	edad	30-44	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-EDAD-30-44
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-EDAD-45-59	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	edad	45-59	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-EDAD-45-59
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-EDAD-60	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	edad	60+	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-EDAD-60
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-01	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	01	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-01
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-02	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	02	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-02
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-03	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	03	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-03
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-04	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	04	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-04
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-05	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	05	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-05
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-06	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	06	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-06
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-07	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	07	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-07
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-08	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	08	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-08
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-09	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	09	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-09
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-10	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	10	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-10
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-11	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	11	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-11
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-12	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	12	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-12
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-13	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	13	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-13
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-14	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	14	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-14
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-15	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	15	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-15
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-16	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	16	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-16
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-17	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	17	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-17
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-18	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	18	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-18
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-19	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	19	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-19
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-20	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	20	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-20
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-21	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	21	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-21
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-22	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	22	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-22
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-23	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	23	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-23
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-24	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	24	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-24
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-25	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	25	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-25
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-26	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	26	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-26
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-27	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	27	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-27
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-28	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	28	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-28
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-29	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	29	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-29
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-30	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	30	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-30
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-31	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	31	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-31
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-32	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	entidad	32	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ENTIDAD-32
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ESCOLARIDAD-BASICA	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	escolaridad	basica	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ESCOLARIDAD-BASICA
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ESCOLARIDAD-MEDIA-SUPERIOR	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	escolaridad	media_superior	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ESCOLARIDAD-MEDIA-SUPERIOR
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ESCOLARIDAD-NINGUNO	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	escolaridad	ninguno	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ESCOLARIDAD-NINGUNO
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ESCOLARIDAD-SUPERIOR	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	escolaridad	superior	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-ESCOLARIDAD-SUPERIOR
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-LOCALIDAD-R	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	localidad	R	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-LOCALIDAD-R
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-LOCALIDAD-U	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	localidad	U	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-LOCALIDAD-U
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-NACIONAL-MX
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-PAREJA-A	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	pareja	A	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-PAREJA-A
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-PAREJA-B	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	pareja	B	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-PAREJA-B
ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-PAREJA-C	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda_institucional	pareja	C	proporcion_0_1	SIN-SERIE	NINGUNA	1	2011		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-INSTITUCIONAL-PAREJA-C
ENDIREH-PAREJA-AYUDA-LOCALIDAD-C	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda	localidad	C	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-LOCALIDAD-C
ENDIREH-PAREJA-AYUDA-LOCALIDAD-R	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda	localidad	R	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-LOCALIDAD-R
ENDIREH-PAREJA-AYUDA-LOCALIDAD-U	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda	localidad	U	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-LOCALIDAD-U
ENDIREH-PAREJA-AYUDA-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-NACIONAL-MX
ENDIREH-PAREJA-AYUDA-PAREJA-A1	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda	pareja	A1	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-PAREJA-A1
ENDIREH-PAREJA-AYUDA-PAREJA-A2	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda	pareja	A2	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-PAREJA-A2
ENDIREH-PAREJA-AYUDA-PAREJA-B1	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda	pareja	B1	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-PAREJA-B1
ENDIREH-PAREJA-AYUDA-PAREJA-B2	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda	pareja	B2	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-PAREJA-B2
ENDIREH-PAREJA-AYUDA-PAREJA-C1	ENDIREH	genero	ENDIREH PISOS :: pareja_ayuda	pareja	C1	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-AYUDA-PAREJA-C1
ENDIREH-PAREJA-DENUNCIA-EDAD-15-29	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	edad	15-29	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EDAD-15-29
