conducta	ola	ambito	ventana	instrumento	dictamen	publicacion_nacional	calc_id	result_id	resultados_sha256	evidencia
pareja_razon_09	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_razon_10	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_razon_11	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_razon_12	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_razon_13	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_razon_14	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_razon_15	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
pareja_vida_sin_relacion_C2	2016	pareja	vida	C2	EXCLUIDO_POR_DISEÑO	NO_APLICA				C2 nunca tuvo relación de pareja elegible
sexual_reciente	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
sexual_vida	2016	pareja		A1/A2/B1/B2/C1 según acto	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	spec.md + RESULT sellado
comunitaria_violencia	2021	comunitario	desde_octubre_2020	A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-COMUNITARIA-0001	RESULT-ENDIREH2021-COM-TABLA	443417ff6f80128f80756919e62d53757001bc0be55a51f0e063306bd61044e7	spec.md + RESULT sellado
comunitaria_violencia	2021	comunitario	vida	A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-COMUNITARIA-0001	RESULT-ENDIREH2021-COM-TABLA	443417ff6f80128f80756919e62d53757001bc0be55a51f0e063306bd61044e7	spec.md + RESULT sellado
despido_embarazo	2021	discriminacion_laboral	octubre_2016_a_entrevista	A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-DISCRIMINACION-0001	RESULT-ENDIREH2021-DIS-TABLA	f0c9361c49c241f66d15f1b5e68a1d36539b67f808a4ef77a0c442bce50e5c3d	spec.md + RESULT sellado
embarazo_no_ocurrido_como_no_discriminacion	2021	discriminacion_laboral	2016–entrevista	no embarazada	EXCLUIDO_POR_DISEÑO	NO_APLICA				Código 3 de 8.3 indica no estuvo embarazada, fuera del denominador entre embarazadas
no_renovacion_embarazo	2021	discriminacion_laboral	octubre_2016_a_entrevista	A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-DISCRIMINACION-0001	RESULT-ENDIREH2021-DIS-TABLA	f0c9361c49c241f66d15f1b5e68a1d36539b67f808a4ef77a0c442bce50e5c3d	spec.md + RESULT sellado
perjuicio_embarazo_alguno	2021	discriminacion_laboral	octubre_2016_a_entrevista	A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-DISCRIMINACION-0001	RESULT-ENDIREH2021-DIS-TABLA	f0c9361c49c241f66d15f1b5e68a1d36539b67f808a4ef77a0c442bce50e5c3d	spec.md + RESULT sellado
prueba_alguna	2021	discriminacion_laboral	octubre_2016_a_entrevista	A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-DISCRIMINACION-0001	RESULT-ENDIREH2021-DIS-TABLA	f0c9361c49c241f66d15f1b5e68a1d36539b67f808a4ef77a0c442bce50e5c3d	spec.md + RESULT sellado
prueba_continuidad	2021	discriminacion_laboral	octubre_2016_a_entrevista	A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-DISCRIMINACION-0001	RESULT-ENDIREH2021-DIS-TABLA	f0c9361c49c241f66d15f1b5e68a1d36539b67f808a4ef77a0c442bce50e5c3d	spec.md + RESULT sellado
prueba_ingreso	2021	discriminacion_laboral	octubre_2016_a_entrevista	A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-DISCRIMINACION-0001	RESULT-ENDIREH2021-DIS-TABLA	f0c9361c49c241f66d15f1b5e68a1d36539b67f808a4ef77a0c442bce50e5c3d	spec.md + RESULT sellado
reduccion_embarazo	2021	discriminacion_laboral	octubre_2016_a_entrevista	A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-DISCRIMINACION-0001	RESULT-ENDIREH2021-DIS-TABLA	f0c9361c49c241f66d15f1b5e68a1d36539b67f808a4ef77a0c442bce50e5c3d	spec.md + RESULT sellado
decide_gasto_ella	2021	economia_decisiones		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-DECISIONES-0001	RESULT-ENDIREH2021-DEC-TABLA	4f1e7e2cd1775b264b559f51ad4787d3daf3659a8c4ccbe04734be63e562ae94	spec.md + RESULT sellado
decide_sobre_dinero_ella	2021	economia_decisiones		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-DECISIONES-0001	RESULT-ENDIREH2021-DEC-TABLA	4f1e7e2cd1775b264b559f51ad4787d3daf3659a8c4ccbe04734be63e562ae94	spec.md + RESULT sellado
dinero_libre	2021	economia_decisiones		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-DECISIONES-0001	RESULT-ENDIREH2021-DEC-TABLA	4f1e7e2cd1775b264b559f51ad4787d3daf3659a8c4ccbe04734be63e562ae94	spec.md + RESULT sellado
escolar_violencia	2021	escolar	desde_octubre_2020	A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-ESCOLAR-0001	RESULT-ENDIREH2021-ESC-TABLA	16bda30b84b25a621cd51f3a6d5ae9583148ccb4aae93deff60646037910a4fa	spec.md + RESULT sellado
escolar_violencia	2021	escolar	vida	A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-ESCOLAR-0001	RESULT-ENDIREH2021-ESC-TABLA	16bda30b84b25a621cd51f3a6d5ae9583148ccb4aae93deff60646037910a4fa	spec.md + RESULT sellado
familiar_vida	2021	familiar	vida	A/B/C	EXCLUIDO_POR_DISEÑO	NO_APLICA				Sección XI pregunta hechos desde octubre 2020, sin reactivo de vida
familiar_violencia	2021	familiar	desde_octubre_2020	A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-FAMILIAR-0001	RESULT-ENDIREH2021-FAM-TABLA	6806febd86451de569944ee99a4e0a9f43278ab40bc56575e3057cfe562b60d7	spec.md + RESULT sellado
laboral_interpersonal	2021	laboral_interpersonal	desde_octubre_2020	A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-LABORAL-0001	RESULT-ENDIREH2021-LAB-TABLA	16732c7b6c5cae762ba44d089a84d75745f6e3d4d17df6b1f8aae6a204bc435c	spec.md + RESULT sellado
laboral_interpersonal	2021	laboral_interpersonal	vida	A1/A2/B1/B2/C1/C2 según elegibilidad	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-LABORAL-0001	RESULT-ENDIREH2021-LAB-TABLA	16732c7b6c5cae762ba44d089a84d75745f6e3d4d17df6b1f8aae6a204bc435c	spec.md + RESULT sellado
digital	2021	pareja	desde_octubre_2020	A1/A2/B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
digital	2021	pareja	vida_relacion	A1/A2/B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
economica_patrimonial	2021	pareja	desde_octubre_2020	A1/A2/B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
economica_patrimonial	2021	pareja	vida_relacion	A1/A2/B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
emocional_control	2021	pareja	desde_octubre_2020	A1/A2/B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
emocional_control	2021	pareja	vida_relacion	A1/A2/B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
no_fisica_alguna	2021	pareja	desde_octubre_2020	A1/A2/B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
no_fisica_alguna	2021	pareja	vida_relacion	A1/A2/B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
pareja_fisica_a	2021	pareja	desde_octubre_2020	A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-PAREJA-FISICA-0004	RESULT-ENDIREH2021-PF-TABLA	2924630885c0577d76bb039a02d6ce039f09ecdd19c9a679aaae0d97df06c067	spec.md + RESULT sellado
pareja_fisica_a	2021	pareja	vida	A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-PAREJA-FISICA-0004	RESULT-ENDIREH2021-PF-TABLA	2924630885c0577d76bb039a02d6ce039f09ecdd19c9a679aaae0d97df06c067	spec.md + RESULT sellado
pareja_fisica_bc	2021	pareja	desde_octubre_2020	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-PAREJA-FISICA-BC-0001	RESULT-ENDIREH2021-PF-BC-TABLA	51af312d94b053998bd12095d0444fc750da0c81260db12b55aec2b6970037a1	spec.md + RESULT sellado
pareja_fisica_bc	2021	pareja	vida	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-PAREJA-FISICA-BC-0001	RESULT-ENDIREH2021-PF-BC-TABLA	51af312d94b053998bd12095d0444fc750da0c81260db12b55aec2b6970037a1	spec.md + RESULT sellado
pareja_vida_sin_relacion_C2	2021	pareja	vida	C2	EXCLUIDO_POR_DISEÑO	NO_APLICA				C2 nunca tuvo relación de pareja elegible
sexual	2021	pareja	desde_octubre_2020	A1/A2/B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
sexual	2021	pareja	vida_relacion	A1/A2/B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
ayuda	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
ayuda_bc	2021	pareja_servicios	desde_inicio_relacion	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
denuncia	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
denuncia_bc	2021	pareja_servicios	desde_inicio_relacion	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
institucion_01	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
institucion_02	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
institucion_03	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
institucion_04	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
institucion_05	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
institucion_06	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
institucion_07	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
institucion_08	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
institucion_09	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
institucion_10	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
institucion_bc_01	2021	pareja_servicios	desde_inicio_relacion	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
institucion_bc_02	2021	pareja_servicios	desde_inicio_relacion	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
institucion_bc_03	2021	pareja_servicios	desde_inicio_relacion	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
institucion_bc_04	2021	pareja_servicios	desde_inicio_relacion	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
institucion_bc_05	2021	pareja_servicios	desde_inicio_relacion	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
institucion_bc_06	2021	pareja_servicios	desde_inicio_relacion	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
institucion_bc_07	2021	pareja_servicios	desde_inicio_relacion	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
institucion_bc_08	2021	pareja_servicios	desde_inicio_relacion	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
institucion_bc_09	2021	pareja_servicios	desde_inicio_relacion	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
institucion_bc_10	2021	pareja_servicios	desde_inicio_relacion	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
razon_01	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
razon_02	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
razon_03	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
razon_04	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
razon_05	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
razon_06	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
razon_07	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
razon_08	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
razon_09	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
razon_10	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
razon_11	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
razon_12	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
razon_13	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
razon_14	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
razon_15	2021	pareja_servicios		A1/A2	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA	e821610a086652ba71f95c9a320f03a377fce1db7e7ec83142148cdec3d4da61	spec.md + RESULT sellado
razon_bc_01	2021	pareja_servicios	desde_inicio_relacion	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
razon_bc_02	2021	pareja_servicios	desde_inicio_relacion	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
razon_bc_03	2021	pareja_servicios	desde_inicio_relacion	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
razon_bc_04	2021	pareja_servicios	desde_inicio_relacion	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
razon_bc_05	2021	pareja_servicios	desde_inicio_relacion	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
razon_bc_06	2021	pareja_servicios	desde_inicio_relacion	B1/B2/C1	MEDIDO	PUBLICABLE	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	spec.md + RESULT sellado
