propuesta_id	task_id	input_sha256	worker_report_sha256	snapshot_t0_sha256	baseline_sha256	relacion_id	accion	adjudicacion_vigente	adjudicacion_propuesta	afirmacion_origen_tipo	tratar_como_hecho	reporte_inspeccion_ref	evidencia_ref_original	evidencia_ref_accion_original	evidencia_ref_evidencia_original	siguiente_accion_original	siguiente_accion_original_sha256	input_requerido_original	reserva_original	reserva_curador	cegamiento_roto	excepcion_cegamiento_ref	estado_terminal	expediente_integrable	modifica_baseline	fail_closed
SEMPROP-2fa9f767c94081ba4c3ca13b	SEMTSK-563a5ea45e21215bf3cbccca	3f47524f33aa5d730e5efb1627c11b3731bb01c69870da3358d652ef870eb651	d2db0d305a8c73032100147bc6dc93f3b46e22d329a5419f66a93a3a941d0804	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-7c92eca186a227ee718864e6	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv:L3	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/mapa-ext-general-2026-08-06.tsv;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md	MAIN:data/abrir4-variables-2026-08-08.tsv:L3	Obtener diccionario y verificar outcome antes de adjudicar.	740e5e8c8c2d0f82cd98b6231481cf2cfa2cf8177c39ddb95fce6d901e8339b3	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-ec68d230ab21f31004e5eb0a	SEMTSK-563a5ea45e21215bf3cbccca	3f47524f33aa5d730e5efb1627c11b3731bb01c69870da3358d652ef870eb651	d2db0d305a8c73032100147bc6dc93f3b46e22d329a5419f66a93a3a941d0804	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-89b5a730c80b52245609d460	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:canon/glosario-v5_6.md	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	MAIN:canon/glosario-v5_6.md	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	3a813d43751817e97098da205f2b8038f6e96f35360b0820fa38723a5b7b1974	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-f59f1315fa16e7e9fbef7edf	SEMTSK-563a5ea45e21215bf3cbccca	3f47524f33aa5d730e5efb1627c11b3731bb01c69870da3358d652ef870eb651	d2db0d305a8c73032100147bc6dc93f3b46e22d329a5419f66a93a3a941d0804	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-8f6cc360dac1c16f2ea6c7ea	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:AGENTS.md	MAIN:AGENTS.md;MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md	MAIN:AGENTS.md	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	3a813d43751817e97098da205f2b8038f6e96f35360b0820fa38723a5b7b1974	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-fad236dbca1fd6d664358b22	SEMTSK-563a5ea45e21215bf3cbccca	3f47524f33aa5d730e5efb1627c11b3731bb01c69870da3358d652ef870eb651	d2db0d305a8c73032100147bc6dc93f3b46e22d329a5419f66a93a3a941d0804	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-b8a1bd303f0aac03e3b1bdd7	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:canon/estado-programa-v1_10.md	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md	MAIN:canon/estado-programa-v1_10.md	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	3a813d43751817e97098da205f2b8038f6e96f35360b0820fa38723a5b7b1974	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-65a1e07e7418bd6d7b6917ca	SEMTSK-563a5ea45e21215bf3cbccca	3f47524f33aa5d730e5efb1627c11b3731bb01c69870da3358d652ef870eb651	d2db0d305a8c73032100147bc6dc93f3b46e22d329a5419f66a93a3a941d0804	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-c065ff3c4b02af2b359a6a40	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:canon/glosario-v5_6.md	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	MAIN:canon/glosario-v5_6.md	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	3a813d43751817e97098da205f2b8038f6e96f35360b0820fa38723a5b7b1974	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-451b8fd29d84bf84ecdc9d14	SEMTSK-563a5ea45e21215bf3cbccca	3f47524f33aa5d730e5efb1627c11b3731bb01c69870da3358d652ef870eb651	d2db0d305a8c73032100147bc6dc93f3b46e22d329a5419f66a93a3a941d0804	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-cf53a5e4bf5bf666390fa543	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:canon/modelo-decision-v4_0.md	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/abrir4-variables-2026-08-08.tsv:L3;MAIN:data/mapa-ext-general-2026-08-06.tsv	MAIN:canon/modelo-decision-v4_0.md	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	3a813d43751817e97098da205f2b8038f6e96f35360b0820fa38723a5b7b1974	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-f1edbdf4286745ba5e3af102	SEMTSK-563a5ea45e21215bf3cbccca	3f47524f33aa5d730e5efb1627c11b3731bb01c69870da3358d652ef870eb651	d2db0d305a8c73032100147bc6dc93f3b46e22d329a5419f66a93a3a941d0804	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-d7d327e72f466b970d040e81	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:canon/gobernanza-v1_15.md	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	MAIN:canon/gobernanza-v1_15.md	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	3a813d43751817e97098da205f2b8038f6e96f35360b0820fa38723a5b7b1974	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-41352bce360d291ebcd0a3d4	SEMTSK-563a5ea45e21215bf3cbccca	3f47524f33aa5d730e5efb1627c11b3731bb01c69870da3358d652ef870eb651	d2db0d305a8c73032100147bc6dc93f3b46e22d329a5419f66a93a3a941d0804	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-ed3674d93fbcd45914630569	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:canon/estado-programa-v1_10.md	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	MAIN:canon/estado-programa-v1_10.md	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	3a813d43751817e97098da205f2b8038f6e96f35360b0820fa38723a5b7b1974	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-7235cb9d8a098424873dbd6f	SEMTSK-563a5ea45e21215bf3cbccca	3f47524f33aa5d730e5efb1627c11b3731bb01c69870da3358d652ef870eb651	d2db0d305a8c73032100147bc6dc93f3b46e22d329a5419f66a93a3a941d0804	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-f586d39d7211922886da9f95	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:canon/modelo-decision-v4_0.md	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/abrir4-variables-2026-08-08.tsv:L4;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md	MAIN:canon/modelo-decision-v4_0.md	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	3a813d43751817e97098da205f2b8038f6e96f35360b0820fa38723a5b7b1974	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-482bc659fd7bec80b759753f	SEMTSK-0ad76db67c2503616ade139d	16581291ce1d09160ce4ed4f913092b3f4a7b47d6f779629969ae0197f6caebb	4b09f1e7936f988e843946c59cc85246eaf53bae3fa62be45655791bd3b2c660	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-0c03e53054567fc014b50bc0	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:forense/matriz-impacto-universal-2026-08-06.md:L82	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	MAIN:forense/matriz-impacto-universal-2026-08-06.md:L82	Mapear unión exacta.	de812d3357fcf75a8af335c48796908ef3a13499d9475108b61b03006af2988a	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-e4be853af069621c1643a99f	SEMTSK-0ad76db67c2503616ade139d	16581291ce1d09160ce4ed4f913092b3f4a7b47d6f779629969ae0197f6caebb	4b09f1e7936f988e843946c59cc85246eaf53bae3fa62be45655791bd3b2c660	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-32afb54be292bc8e3070dfca	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:forense/matriz-impacto-universal-2026-08-06.md:L82	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md	MAIN:forense/matriz-impacto-universal-2026-08-06.md:L82	Abrir reactivos conjuntos.	26b86d28d003715f1f89ac9cfafe46b35291f7befbaf05a2da3c0de37ad9289f	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-d02b1aca62fe18409bbfd134	SEMTSK-163221fd3fff94823edf5673	5aecd24bf320e65672084f6c852e4378b4b256aa83846193cde350b06c4645f6	a0972dfc9bba502b4566a05afa07289794bf667d935a2f046477fcaed1ca2adc	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-0692b43ca9c2f7bb608a2858	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:data/catalogo-fuentes-v2_0.md;MAIN:data/cola-aperturas-externas-2026-08-06.tsv	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:data/catalogo-fuentes-v2_0.md;MAIN:data/cola-aperturas-externas-2026-08-06.tsv	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:data/catalogo-fuentes-v2_0.md;MAIN:data/cola-aperturas-externas-2026-08-06.tsv	Abrir índice/codebook del paquete y verificar nivel municipal, años y tipo de elección; mantener separado efecto experimental de serie municipal.	3b1cf5eeeaea6c339cdb9b0fe5f1f768efebef69c159a88630912cef77cb1f2a	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-839f058b6a07fd69ff19e52d	SEMTSK-a19e230b40c8564bb997e5db	5fa2a84ea8a7763173ac8a1a52fd4b21a466b741a1d7f6409da2fe109e308c7b	8f2edcbd82b215d65cefa2449a37f0781b7fb26d4b158f3c0305d64f5136c930	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-6cd9055fa1486b7f8c8c5efa	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:canon/modelo-decision-v4_0.md	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	MAIN:canon/modelo-decision-v4_0.md	Identificar instrumento exacto.	093540b960f0a6fcf2e3ba3cdb1fc249ade6bc56e87e5c562fc6b3acc1bb5ac6	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-083cd43048d7910e5607b71e	SEMTSK-04d25946f5a067cea98d00d4	ca537b67b794b89fa035103bcbf3dd2fd3fc1b907c8ba62694064257a342af21	fcd87a03c0495c711a7c8a0e410cf9191fe4f3673ad3ce711f7472282f15768c	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-0b0dac8dd04b5f25133518f8	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.	c5b344f3f2a9867317cc96ec459a437373e5f98668ace2f235f09acb7eb413b6	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-9215a77c5cbd68a42bed7b23	SEMTSK-04d25946f5a067cea98d00d4	ca537b67b794b89fa035103bcbf3dd2fd3fc1b907c8ba62694064257a342af21	fcd87a03c0495c711a7c8a0e410cf9191fe4f3673ad3ce711f7472282f15768c	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-18976f4767e5da3c5e572877	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/mapa-ext-general-2026-08-06.tsv;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/mapa-ext-general-2026-08-06.tsv;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/mapa-ext-general-2026-08-06.tsv;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.	c5b344f3f2a9867317cc96ec459a437373e5f98668ace2f235f09acb7eb413b6	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-cd061b00959a0a35baba18d0	SEMTSK-04d25946f5a067cea98d00d4	ca537b67b794b89fa035103bcbf3dd2fd3fc1b907c8ba62694064257a342af21	fcd87a03c0495c711a7c8a0e410cf9191fe4f3673ad3ce711f7472282f15768c	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-21e914d37dac786386bf91dc	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.	c5b344f3f2a9867317cc96ec459a437373e5f98668ace2f235f09acb7eb413b6	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-b52864cf4894ea843975c5b3	SEMTSK-04d25946f5a067cea98d00d4	ca537b67b794b89fa035103bcbf3dd2fd3fc1b907c8ba62694064257a342af21	fcd87a03c0495c711a7c8a0e410cf9191fe4f3673ad3ce711f7472282f15768c	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-2fbf749b083e578d4462b842	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.	c5b344f3f2a9867317cc96ec459a437373e5f98668ace2f235f09acb7eb413b6	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
