# data/emparejamiento-motor-v1_1.tsv -- ACTO MAESTRA32-E6 · ETIQUETA-v1_2, COMMIT-2 (re-corrida)
# Re-corrida VERBATIM de la especificacion congelada de MAESTRA32-E2
# (forense/notas/2026-08-28-empareja-spec.md, COMMIT-1) sobre las tablas
# reparadas por este acto: data/inventario-reactivos-v1_2.tsv +
# data/inventario-fd-v1_1.tsv, en vez de v1_1/v1_0. Ningun termino, criterio
# de CANDIDATO/circularidad/co-observacion cambio. Detalle de la re-corrida y
# de las dos claves DESCARTES re-clavadas: forense/notas/2026-08-30-etiqueta-v1_2-cierre.md.
gen	coef	lado	variable_id	instrumento	texto	via	veredicto_candidato	razon	tabla	termino
G2	sens_estatus	theta	Estatus: APROBADO	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de aprobación de trámite, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	Estatus: APROBADO	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de aprobación de trámite, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	Estatus: APROBADO	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de aprobación de trámite, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	Estatus: APROBADO	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de aprobación de trámite, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	Estatus: APROBADO	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de aprobación de trámite, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	Estatus: APROBADO	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de aprobación de trámite, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	Estatus: APROBADO	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de aprobación de trámite, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	Estatus: APROBADO	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de aprobación de trámite, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	Estatus: APROBADO	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de aprobación de trámite, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	Estatus: APROBADO	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de aprobación de trámite, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	Estatus	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite (sin más calificador en el nombre de columna, mismo patrón que las demás variantes ESTATUS*), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	estatus_casilla	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	homónimo administrativo: estatus de casilla electoral, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G2	sens_estatus	theta	ESTATUS	endutih2024	Estatus	id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	endutih2024	Estatus	texto	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	endutih2024	Estatus	id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	endutih2024	Estatus	texto	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	endutih2024	Estatus	id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	endutih2024	Estatus	texto	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	endutih2024	Estatus	id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	endutih2024	Estatus	texto	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	endutih2024	Estatus	id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	endutih2024	Estatus	texto	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	endutih2025	Estatus	id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	endutih2025	Estatus	texto	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	endutih2025	Estatus	id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	endutih2025	Estatus	texto	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	endutih2025	Estatus	id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	endutih2025	Estatus	texto	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	endutih2025	Estatus	id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	endutih2025	Estatus	texto	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	endutih2025	Estatus	id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G2	sens_estatus	theta	ESTATUS	endutih2025	Estatus	texto	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-fd-v1_1	estatus
G3	aversion_riesgo	desenlace	https://www.elystandard.co.uk/news/26460266.man-due-court-deaths-women-a10-crash-near-ely/	(sin-instrumento-derivable)		id	DESCARTADO-con-razón	"colisión de subcadena espuria: ""tanda"" cae dentro de ""standard"" en una URL de noticia ajena al corpus de reactivos, no es contenido de reactivo"	inventario-reactivos-v1_2	tanda
G3	aversion_riesgo	desenlace	2.1.1.2.Valores_bancarios	ADQ15_CNBV_AhorroFinanciero_Financiamiento	Se refiere al saldo en circulación de certificados de depósito, pagarés con rendimiento liquidable al vencimiento (PRLV), Bonos bancarios, Notas estructuradas, Obligaciones subordinadas, certificados…	texto	DESCARTADO-con-razón	homónimo financiero: plazo de vencimiento de instrumento financiero agregado (macro), no horizonte temporal personal	inventario-fd-v1_1	corto plazo
G3	aversion_riesgo	desenlace	2.1.1.3.Valores_privados	ADQ15_CNBV_AhorroFinanciero_Financiamiento	Se refiere al saldo en circulación de CEPOS, pagarés a mediano plazo, pagaré financiero y a corto plazo, papel comercial, certificados bursátiles privados y respaldados por hipotecas, Fibras E, Fhipo…	texto	DESCARTADO-con-razón	homónimo financiero: plazo de vencimiento de instrumento financiero agregado (macro), no horizonte temporal personal / ahorro informal	inventario-fd-v1_1	corto plazo
G3	aversion_riesgo	desenlace	C_OTROAF	enfih2019	Condición de tenencia de cuentas de ahorro informal	texto	CANDIDATO		inventario-fd-v1_1	ahorro informal
G3	aversion_riesgo	desenlace	V_OTROAF	enfih2019	Monto de cuentas de ahorro informal	texto	CANDIDATO		inventario-fd-v1_1	ahorro informal
G3	aversion_riesgo	desenlace	P9_1_3	enfih2019	9.1 ¿Usted tiene dinero ahorrado en una tanda?	texto	CANDIDATO		inventario-fd-v1_1	tanda
G3	aversion_riesgo	desenlace	P9_2_3	enfih2019	9.2 Del dinero ahorrado en una tanda, ¿cuánto tiene guardado hasta este momento?	texto	CANDIDATO		inventario-fd-v1_1	tanda
G3	aversion_riesgo	desenlace	P5_1_4	enif2015	4. ahorró en una tanda?	texto	CANDIDATO		inventario-fd-v1_1	tanda
G3	aversion_riesgo	desenlace	P5_7_4	enif2015	prefiere otras formas de ahorro (tanda, guardar en su casa, etc.)?	texto	CANDIDATO		inventario-fd-v1_1	tanda
G3	aversion_riesgo	desenlace	P4_9_3	enif2018	3 Es mejor ahorrar el dinero en dos o mas formas o lugares que en uno solo (una cuenta de ahorro, una tanda con familiares o conocidos, etcétera)	texto	CANDIDATO		inventario-fd-v1_1	tanda
G3	aversion_riesgo	desenlace	P5_1_5	enif2018	5 participó en una tanda?	texto	CANDIDATO		inventario-fd-v1_1	tanda
G3	aversion_riesgo	desenlace	P4_7_3	enif2024	4.7 De las siguientes frases, dígame si las considera verdaderas o falsas. Es mejor ahorrar el dinero en dos o más formas o lugares que uno solo(una cuenta de ahorro, una tanda con familiares o perso…	texto	CANDIDATO		inventario-fd-v1_1	tanda
G3	aversion_riesgo	desenlace	P5_1_5	enif2024	5.1 En los últimos 12 meses, de junio de 2023 a la fecha, ¿usted participó en una tanda?	texto	CANDIDATO		inventario-fd-v1_1	tanda
G3	aversion_riesgo	desenlace	P5_1_5	enif2012	5 ahorró en una tanda?	texto	CANDIDATO		inventario-fd-v1_1	tanda
G3	aversion_riesgo	desenlace	P5_4_7	enif2012	Prefiere otras formas de ahorro (tanda, guardar en su casa, etc.)	texto	CANDIDATO		inventario-fd-v1_1	tanda
G3	aversion_riesgo	desenlace	P9_4_5	enif2012	Guardarlo en la casa o tanda	texto	CANDIDATO		inventario-fd-v1_1	tanda
G4	horizonte_temporal	theta	2.2.2.2._BREMS	ADQ15_CNBV_AhorroFinanciero_Financiamiento	Se refiere al saldo en circulación de los Bonos de regulación monetaria del Banco de México (BREMs), los cuales son títulos de crédito de largo plazo con pago de intereses cada 28 días, considerando …	texto	DESCARTADO-con-razón	homónimo financiero: plazo de vencimiento de instrumento financiero agregado (macro), no horizonte temporal personal	inventario-fd-v1_1	largo plazo
G4	horizonte_temporal	theta	2.1.1.2.Valores_bancarios	ADQ15_CNBV_AhorroFinanciero_Financiamiento	Se refiere al saldo en circulación de certificados de depósito, pagarés con rendimiento liquidable al vencimiento (PRLV), Bonos bancarios, Notas estructuradas, Obligaciones subordinadas, certificados…	texto	DESCARTADO-con-razón	homónimo financiero: plazo de vencimiento de instrumento financiero agregado (macro), no horizonte temporal personal	inventario-fd-v1_1	corto plazo
G4	horizonte_temporal	theta	2.1.1.3.Valores_privados	ADQ15_CNBV_AhorroFinanciero_Financiamiento	Se refiere al saldo en circulación de CEPOS, pagarés a mediano plazo, pagaré financiero y a corto plazo, papel comercial, certificados bursátiles privados y respaldados por hipotecas, Fibras E, Fhipo…	texto	DESCARTADO-con-razón	homónimo financiero: plazo de vencimiento de instrumento financiero agregado (macro), no horizonte temporal personal / ahorro informal	inventario-fd-v1_1	corto plazo
G4	horizonte_temporal	theta	3.3.1.Créditos	ADQ15_CNBV_AhorroFinanciero_Financiamiento	Se refiere a los recursos del exterior que financian al sector privado no financiero de México a través de préstamos de corto y largo plazo otorgados por los bancos extranjeros.	texto	DESCARTADO-con-razón	homónimo financiero: plazo de vencimiento de crédito externo agregado (macro), no horizonte temporal personal	inventario-fd-v1_1	largo plazo
G4	horizonte_temporal	theta	3.3.2.Emisión_de_deuda_de_mexicanos_en_el_extranjero	ADQ15_CNBV_AhorroFinanciero_Financiamiento	Se refiere a los recursos del exterior que financian al sector privado no financiero de México a través de la emisión de títulos de deuda de corto y largo plazo de mexicanos en el extranjero.	texto	DESCARTADO-con-razón	homónimo financiero: plazo de vencimiento de deuda agregada (macro), no horizonte temporal personal	inventario-fd-v1_1	largo plazo
G4	horizonte_temporal	theta	2.2.2.2._BREMS	ADQ15_CNBV_AhorroFinanciero_Financiamiento	Se refiere al saldo en circulación de los Bonos de regulación monetaria del Banco de México (BREMs), los cuales son títulos de crédito de largo plazo con pago de intereses cada 28 días, considerando …	texto	DESCARTADO-con-razón	homónimo financiero: plazo de vencimiento de instrumento financiero agregado (macro), no horizonte temporal personal	inventario-fd-v1_1	largo plazo
G4	horizonte_temporal	theta	P4_8_4	enif2018	4 ¿se pone metas económicas a largo plazo y se esfuerza alcanzarlas (comprar casa, ahorrar para el retiro, pagar vacaciones o fiestas, comenzar un negocio, etcétera)	texto	CANDIDATO		inventario-fd-v1_1	largo plazo
G4	horizonte_temporal	theta	P4_6_4	enif2024	4.6.4 Le voy a hacer unas preguntas. Use las respuestas que vienen en la tarjeta (ENTREGUE LA TARJETA 2). Generalmente, ¿se pone metas económicas a largo plazo y se esfuerza por alcanzarlas (comprar …	texto	CANDIDATO		inventario-fd-v1_1	largo plazo
G4	sens_estatus	theta	ESTATUS	ADQ15_ENAFIN_2024_RNM_INEGI		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	ESTATUS	ADQ15_ENAFIN_2024_RNM_INEGI		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	ESTATUS	ADQ15_ENAFIN_2024_RNM_INEGI		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	ESTATUS	ADQ15_ENAFIN_2024_RNM_INEGI		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	ESTATUS	ADQ15_ENAFIN_2024_RNM_INEGI		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro/trámite, no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2018		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2018		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2018		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2018		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2018		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2019		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2020		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2020		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2020		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2020		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2020		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2024		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2024		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2024		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoe2024		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoen2020		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
G4	sens_estatus	theta	Estatus del cambio	enoen2020		id	DESCARTADO-con-razón	homónimo administrativo: campo de estatus de registro de cambio (ENOE/ENIGH), no sensibilidad al estatus social	inventario-reactivos-v1_2	estatus
