id	raiz	archivo	familia	bytes_declarados	bytes_reales	C-EXISTE	C-HASH	C-ESTRUCTURA	miembro_corrupto	mtime_real
mociba_2025_mociba2025_bd_dta	data_raw	mociba2025/mociba2025_bd_dta.zip	zip	1295707	1295707	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:54-06:00
mociba_2025_mociba2025_bd_sav	data_raw	mociba2025/mociba2025_bd_sav.zip	zip	2116403	2116403	EXISTE	COINCIDE	INTEGRO		2026-08-05T19:20:55-06:00
latinobarometro2024_bd_stata	data_raw	latinobarometro2024_bd_stata.zip	zip	6691592	6691592	EXISTE	COINCIDE	INTEGRO		2026-08-05T17:47:01-06:00
conf17_r1_1_padron_fondos_agroasemex	data_raw	R1_1_AGROASEMEX/padron_integrantes_sistema_nacional_aseguramiento_agropecuario.csv	otros	47848	47848	EXISTE	COINCIDE	NO_EVALUADO		2026-08-05T18:30:33-06:00
conf17_r1_1_paa_componente_apoyo	data_raw	R1_1_AGROASEMEX/PAA_componente_apoyo.csv	otros	210586	210586	EXISTE	COINCIDE	NO_EVALUADO		2026-08-05T18:30:33-06:00
conf17_r1_1_paa_componente_subsidio_agricola	data_raw	R1_1_AGROASEMEX/PAA_componente_subsidio_ramo_agricola.csv	otros	1553774	1553774	EXISTE	COINCIDE	NO_EVALUADO		2026-08-05T18:30:33-06:00
conf17_r1_1_paa_componente_subsidio_ganadero	data_raw	R1_1_AGROASEMEX/PAA_componente_subsidio_ramo_ganadero.csv	otros	1153815	1153815	EXISTE	COINCIDE	NO_EVALUADO		2026-08-05T18:30:33-06:00
conf17_r4_1_sestad_reporte_2021	data_raw	R4_1_SESTAD_ESTAD/SESTAD_reporte_2021.pdf	pdf	1006873	1006873	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:30:33-06:00
conf17_r9_1_ensanut_2018_cuestionario_utilizadores	data_raw	R9_1_ENSANUT_utilizadores/ensanut_2018_utilizadores_servicios_salud.pdf	pdf	930234	930234	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:30:33-06:00
r2_1_ecco_reporte_se_2023	data_raw	R2.1_ECCO/SE_REPORTE_GENERAL_ECCO_2023.pdf	pdf	2407229	2407229	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:17:44-06:00
r7_3_pub_beneficiarios_bienestar_csv	data_raw	R7.3_PUB_Bienestar/padron_unico_bienestar.csv	otros	114046	114046	EXISTE	COINCIDE	NO_EVALUADO		2026-08-05T18:23:05-06:00
r8_1_contraloria_social_2019_2025_csv	data_raw	R8.1_contraloria_social/contraloria_social_2019_2025.csv	otros	520	520	EXISTE	COINCIDE	NO_EVALUADO		2026-08-05T18:26:38-06:00
r7_4_r7_5_acled_hdx_demonstration_events	data_raw	R7.4_R7.5_ACLED_HDX/mexico_demonstration_events_by_month-year.xlsx	zip	9075	9075	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:27:57-06:00
