puerta	clase_origen	institucion	url	tipo	cobertura_temporal	unidad_observacion	granularidad_geo	hay_microdato	condicion_acceso	necesidad_que_sirve	llave_ADR57c_si_alguna	clasificacion_a4	universo_declarado	fecha_sondeo
Zenodo_ElectoralPrecinctLevel_MexicoMunicipal	repositorio_academico	Calderon-Hernandez, Larreguy, Marshall, Perez Castellanos (datos en Zenodo/CERN + espejo en GitHub)	https://www.nature.com/articles/s41597-025-04918-9	microdato (base de datos a nivel de casilla/precinto electoral)	no verificada a nivel variable (no se abrio el zip, fuera de perimetro de este acto)	precinto/casilla electoral	municipal/casilla (Mexico)	si -- verificado real en Zenodo (206 Partial Content, Content-Range 0-0/739952144, access_right=open via API) + espejo declarado en GitHub	libre, descarga directa sin registro ni sesion	N25		EXISTE-SATISFACE	"ADVERTENCIA DE CALIDAD DE LA COLA: la URL congelada en el Commit 1 de este acto (https://www.nature.com/articles/s41597-025-04999-0, tal como venia en data/cola-adquisicion-2026-08-12.tsv) da 404 REAL de Nature (""Page not found | Nature"", verificado con cookie-jar para descartar bucle de consentimiento de cookies, no un bloqueo de caja). Buscado el titulo exacto en el buscador propio de nature.com (www.nature.com/search, A.6: candidata de buscador, promovida solo tras abrir byte a byte) -- resultado: DOI real s41597-025-04918-9 (""9"" y ""18"" transpuestos/distintos respecto al ""9"" y ""99"" de la cola; probable error de transcripcion al construir la cola). Pagina real sondeada 200 -L (287370 bytes), titulo ""Electoral precinct-level database for Mexican municipal elections | Scientific Data"" -- coincide exacto con el fuente_canonica de la cola. Seccion ""Data Records"" declara ""available through the Zenodo repository and a dedicated GitHub page"": https://doi.org/10.5281/zenodo.14991954 (resuelve a zenodo.org/records/14991955) y https://github.com/brunocalderonh/The-Mexican-municipal-elections-electoral-precinct-level-database. API de Zenodo (zenodo.org/api/records/14991955) confirma 1 archivo (739952144 bytes) con access_right=open; verificado ademas con GET -r 0-0 directo sobre el archivo. Reportar a mesa: esta fila corrige la URL de la cola-adquisicion para futuros actos, no se edito la cola (fuera de perimetro de este acto)."	2026-08-12
Banxico_EncuestaCompetenciasFinancieras	canasta_publica	Banco de Mexico	https://www.banxico.org.mx/publicaciones-y-prensa/encuesta-de-competencias-financieras-de-la-poblaci/microdatos/competencias-financieras-mi.html	microdato	2019-2024 (6 olas anuales, enlaces directos confirmados en la portada)	individuo (competencias financieras de la poblacion)	nacional (Mexico)	si -- 6 archivos xlsx reales enlazados directo (2019 a 2024) + manuales PDF; verificado ola 2024 (206 Partial Content, Content-Range 0-0/1210013)	libre, descarga directa sin registro ni sesion	N29		EXISTE-SATISFACE	"Pagina sondeada 200 (curl, 16537 bytes; contenido en codificacion Latin-1/mojibake -- re-sondeada con LC_ALL=C para no perder matches de grep, no afecta el resultado). Titulo ""Competencias financieras, microdatos, Banco de Mexico"", encabezado ""Microdatos y manual de la base de datos encuesta de competencias financieras de la poblacion"". 6 enlaces directos a .xlsx (""Microdatos encuesta anual: resultados del modulo de competencias financieras {2019..2024}"") mas varios PDF de manual/diccionario, todos con href relativo bajo /publicaciones-y-prensa/.../microdatos/, sin formulario ni sesion. Verificado el archivo de 2024 con GET -r 0-0 (URL-encoded): 206 Partial Content, Content-Type application/vnd.openxmlformats-officedocument.spreadsheetml.sheet, Content-Range 0-0/1210013. El primer resultado que produjo este procedimiento es el que se reporta."	2026-08-12
OECD_TrustSurveyData	organismo_internacional	OCDE (Organizacion para la Cooperacion y el Desarrollo Economicos)	https://www.oecd.org/en/data/datasets/oecd-trust-survey-data.html	microdato (declarado por el titulo de la cola; no verificado -- pagina bloqueada)	no verificada por este agente	no verificada por este agente	no verificada por este agente	no verificado por este agente -- pagina bloqueada antes de ver contenido	NO OBTENIDO POR ESTE AGENTE EN 2 INTENTOS -- (1) curl plano: HTTP 403, cabeceras server: cloudflare, cf-mitigated: challenge, CSP referenciando challenges.cloudflare.com (identico patron a GESIS/ISSP, P.Lote-1 SS5.1); (2) curl con cabeceras de navegador real: HTTP 403 sin cambio	N30		NO OBTENIDO POR ESTE AGENTE EN 2 INTENTOS	Receta manual (<1 min): abrir https://www.oecd.org/en/data/datasets/oecd-trust-survey-data.html en un navegador real -- el reto Cloudflare se resuelve solo (JS); el portal de datos OCDE (data-explorer.oecd.org) suele ofrecer descarga libre de series/microdatos agregados, verificar en la pagina si el Trust Survey especifico exige registro (no confirmable por este agente).	2026-08-12
Cenfri_MicroinsuranceMexico	ong_observatorio	Cenfri (Centre for Financial Regulation and Inclusion)	https://cenfri.org/research-paper/price-and-information-type-in-life-microinsurance-demand-experimental-evidence-from-mexico/	microdato (declarado por el titulo de la cola; no verificado -- pagina bloqueada)	no verificada por este agente	no verificada por este agente	no verificada por este agente	no verificado por este agente -- pagina bloqueada antes de ver contenido	NO OBTENIDO POR ESTE AGENTE EN 2 INTENTOS -- (1) curl plano: HTTP 403, cabeceras server: cloudflare, cf-mitigated: challenge, CSP referenciando challenges.cloudflare.com (identico patron a GESIS/ISSP, P.Lote-1 SS5.1); (2) curl con cabeceras de navegador real: HTTP 403 sin cambio	N21		NO OBTENIDO POR ESTE AGENTE EN 2 INTENTOS	Receta manual (<1 min): abrir la URL en un navegador real -- el reto Cloudflare se resuelve solo (JS); Cenfri es un think tank de politica publica, es probable que el dataset real (si existe como microdato reusable, no solo el paper) viva en un repositorio externo citado dentro del PDF del research paper -- no confirmable por este agente sin abrir la pagina.	2026-08-12
INEGI_ENCOAP_2023_adquisicion_PLOTE2	catalogo_metadatos_inegi	INEGI	https://www.inegi.org.mx/contenidos/programas/encoap/2023/microdatos/bd_encoap2023_csv.zip	microdato	2023	hogar/persona (Encuesta Nacional de Confianza en la Administracion Publica)	nacional (Estados Unidos Mexicanos)	si -- payload real adquirido e integro en el corpus compartido (420306 bytes, zip valido, sha256 en manifiesto.yaml id inegi_encoap_2023_csv)	libre, descarga directa sin registro ni sesion	N2,N30		EXISTE-SATISFACE	ACTO P-LOTE-2 (2026-08-13): API archivoscompaginacion documentada por SONDA-1 (idBiinegi=3369) devuelve 204 sistemico en esta sesion (verificado con id invalido de control, mismo resultado). URL real recuperada de data/curacion-universo/universo-declarado-t0.tsv (activo ACT-050e7d14027179aad03439ee, declaracion T0 previa), verificada independiente con GET -r 0-0: 206, Content-Range 0-0/420306 -- mismo tamano que SONDA-1 ya habia reportado por la via de la API (mismo archivo, ruta distinta). Descarga completa verificada 420306 bytes exactos.	2026-08-13
Banxico_EncuestaCompetenciasFinancieras_adquisicion_PLOTE2	canasta_publica	Banco de Mexico	https://www.banxico.org.mx/publicaciones-y-prensa/encuesta-de-competencias-financieras-de-la-poblaci/microdatos/{746E6FB8-DA99-CB2F-3D57-ABC5118E154B}.xlsx	microdato	2024 (ola mas reciente de 6 disponibles, 2019-2024)	individuo (competencias financieras de la poblacion)	nacional (Mexico)	si -- payload real adquirido e integro en el corpus compartido (1210013 bytes, xlsx valido, sha256 en manifiesto.yaml id banxico_encuesta_competencias_financieras_2024)	libre, descarga directa sin registro ni sesion	N29		EXISTE-SATISFACE	ACTO P-LOTE-2 (2026-08-13): mecanismo documentado por SONDA-1 (6 enlaces .xlsx directos en la portada) reproducido sin cambios. GET -r 0-0 verificado antes de bajar: 206, Content-Range 0-0/1210013 -- coincide exacto con SONDA-1. Descarga completa verificada 1210013 bytes exactos, dominio banxico.org.mx alcanzado SIN override de sandbox (ver 4-bis).	2026-08-13
Zenodo_ElectoralPrecinctLevel_MexicoMunicipal_adquisicion_PLOTE2	repositorio_academico	Calderon-Hernandez, Larreguy, Marshall, Perez Castellanos (datos en Zenodo/CERN + espejo en GitHub)	https://zenodo.org/api/records/14991955/files/brunocalderonh/The-Mexican-municipal-elections-electoral-precinct-level-database-Static_v1.zip/content	microdato (base de datos a nivel de casilla/precinto electoral)	no verificada a nivel variable (no se abrio el zip, fuera de perimetro de este acto)	precinto/casilla electoral	municipal/casilla (Mexico)	si -- payload real adquirido e integro en el corpus compartido (739952144 bytes, md5 d1cbf7125ab6f2ffecf3d9f0e0ab125e coincide exacto con el reportado por la API de Zenodo, sha256 en manifiesto.yaml id zenodo_electoral_precinct_level_mexico_municipal)	libre, descarga directa sin registro ni sesion	N25		EXISTE-SATISFACE	ACTO P-LOTE-2 (2026-08-13): mecanismo documentado por SONDA-1 (API publica de Zenodo, record 14991955) reproducido sin cambios. GET -r 0-0 verificado antes de bajar: 206, Content-Range 0-0/739952144 -- coincide exacto con SONDA-1. Descarga completa verificada por md5 exacto, dominio zenodo.org alcanzado SIN override de sandbox (ver 4-bis; contradice el hallazgo previo de SONDA-1 de que este dominio requeria override -- declarado en la nota de este acto, no resuelto). Corrige ademas el DOI de la cola (T1, ver data/cola-adquisicion-2026-08-12.tsv).	2026-08-13
OSF_InteractingAsEquals_PartisanPolarizacion_Mexico_adquisicion_PLOTE2	repositorio_academico	Autores del articulo (Nature Human Behaviour), datos alojados en Open Science Framework (OSF)	https://api.osf.io/v2/nodes/f7bzy/files/osfstorage/667adb6db0ed59004879e6f2/	microdato + codigo de replicacion	no verificada a nivel variable (no se abrieron los .dta a nivel de contenido, fuera de perimetro de este acto)	municipio (indicadores de pobreza 2020) + individuo (chats experimentales; texto crudo NO disponible por proteccion de sujetos humanos, declarado por el propio articulo)	municipal (Mexico)	si -- 10/10 payloads reales adquiridos e integros en el corpus compartido (2321478 bytes total; tamanos exactos verificados 1:1 contra el listado de la API publica de OSF antes de bajar; sha256 de cada uno en manifiesto.yaml, ids osf_iae_*)	libre, sin registro -- API publica de OSF confirma nodo f7bzy con public=true	N3,N17		EXISTE-SATISFACE	ACTO P-LOTE-2 (2026-08-13): mecanismo documentado por SONDA-1 (API REST publica de OSF) reproducido sin cambios. Los 10 archivos de la carpeta Data/ (que SONDA-1 solo listo por metadatos, sin abrir -- fuera de su perimetro de sondeo) se descargaron completos aqui: cada tamano coincide exacto con el declarado por la API antes de bajar (verificacion por archivo, no solo por total). Firmas de tipo verificadas (8 Stata Release 118, 1 CSV ASCII, 1 Excel 2007+) -- ninguno es pagina de error. Dominio osf.io alcanzado SIN override de sandbox (ver 4-bis; contradice el hallazgo previo de SONDA-1 de que este dominio requeria override -- declarado en la nota de este acto, no resuelto).	2026-08-13
GDELT_RawDataFiles_recon_GU	repositorio_academico	The GDELT Project	http://data.gdeltproject.org/gdeltv2/masterfilelist.txt	microdato (evento noticioso, muestra caracterizadora)	13 archivos export de 15min reales, 2026-08-13 13:00-16:00 (~3.25h, no 24h completas)	evento noticioso geolocalizado	pais via ActionGeo_CountryCode (FIPS), localizado empiricamente	si -- 13 archivos .export.CSV.zip reales, 1,184,348 bytes comprimidos, 17,970 filas totales, 72 filas Mexico (MX)	libre, descarga directa sin registro ni sesion	N17,N27		EXISTE-NO-SATISFACE	ACTO GDELT-UCDP-RECON (2026-08-13): caracterizacion, no descarga completa. Header de la portada (CSV.header.dailyupdates.txt) es GDELT 1.0 (58 col), archivos reales son GDELT 2.0 (61 col) -- columna de pais localizada empiricamente (col 54, ActionGeo_CountryCode), no por documentacion. Veredicto: RECORTE-VIABLE via awk/python (columna), sin parser nuevo. Volumen extrapolado un dia completo (factor x7.4 desde 13/96 archivos): ~8.75MB comprimidos/dia, ~532 filas MX/dia. NO satisface la necesidad por si sola -- es evidencia de separabilidad, no el recorte mexicano entregado; ver forense/notas/2026-08-13-gdelt-ucdp-recon.md	2026-08-13
UCDP_Downloads_GED_recon_GU	repositorio_academico	Uppsala Conflict Data Program (Uppsala University)	https://ucdp.uu.se/downloads/ged/ged261-csv.zip	microdato (evento de conflicto armado/violencia organizada, base completa)	1989-2025 (v26.1, base global completa)	evento georreferenciado de conflicto/violencia organizada	pais via country/country_id (Gleditsch-Ward), verificado en datos reales	si -- base GED v26.1 completa descargada (39,122,522 bytes comprimidos, 417,968 filas, 49 columnas), dentro del techo de 500MB	libre, descarga directa sin registro ni sesion (bulk); ademas API REST con filtro ?Country=<codigo>, requiere token no ejercido	N17,N27		EXISTE-NO-SATISFACE	ACTO GDELT-UCDP-RECON (2026-08-13): caracterizacion; base completa descargada por ser pequeña (39.1MB < techo 500MB), no una excepcion al principio de no bajar bases completas -- ver nota. Mexico es el 4o pais mas representado en todo el dataset (25,714 de 417,968 filas, 6.15%), country_id Gleditsch-Ward=70 confirmado. Veredicto: RECORTE-VIABLE via columna (sin parser nuevo) y via endpoint API (Country=70, requiere token no ejercido). Recorte mexicano medido (no extrapolado): ~16.73MB sin comprimir. NO satisface la necesidad por si sola -- evidencia de separabilidad, no el recorte entregado; ver forense/notas/2026-08-13-gdelt-ucdp-recon.md	2026-08-13
MassMobilization_Dataverse_MMdata_adquisicion_REGLOTE3	repositorio_academico	Mass Mobilization Project (Clark & Regan; datos alojados en Harvard Dataverse)	https://dataverse.harvard.edu/dataverse/MMdata	microdato (protestas, evento/pais-anio)	portada declara datos actualizados a 2018-03-31	evento de protesta, multi-pais	global (multi-pais); recorte de Mexico no verificado en este acto	si -- payload real adquirido e integro en el corpus compartido (dataverse_files.zip + codebook MM_users_manual_0515.pdf; sha256 en manifiesto.yaml ids dataverse_files/mm_users_manual_0515)	libre, sin registro -- el reto AWS WAF que bloqueo 4 intentos del agente (fila MassMobilization_Dataverse_MMdata) se resolvio via descarga humana en navegador	N17,N27		EXISTE-SATISFACE	REG-LOTE3 (2026-08-13): confirma el mecanismo de rescate que la fila MassMobilization_Dataverse_MMdata ya dejaba como receta manual (<1 min) -- no se abrio dataverse_files.zip a nivel de contenido (fuera de perimetro de este acto), no se verifico cobertura de Mexico a nivel de fila	2026-08-13
OECD_TrustSurveyData_LAC2025_adquisicion_REGLOTE3	organismo_internacional	OCDE (Organizacion para la Cooperacion y el Desarrollo Economicos)	https://doi.org/10.1787/ea3385cf-en	microdato/reporte (declarado por el propio documento; no verificado a nivel de microdato vs. solo resultados agregados)	2025 Results (OECD Survey on Drivers of Trust in Public Institutions in LAC)	no verificada por este agente	regional (America Latina y el Caribe, Mexico incluido segun titulo)	declarado por el propio PDF -- no verificado si el documento es el reporte de resultados o expone microdato descargable aparte	no verificada -- oecd.org fuera del allowlist de sandbox de este acto; la fila OECD_TrustSurveyData ya documenta bloqueo Cloudflare para el agente	N30		EXISTE-NO-SATISFACE	REG-LOTE3 (2026-08-13): ea3385cf-en.pdf en descargas_mx/Descargas Manuales, registrado como ea3385cf_en en manifiesto.yaml, identificado por texto propio del PDF. URL construida por el patron DOI estandar de OECD (10.1787/{component-id}-en), NO verificada por fetch. NO-SATISFACE declarado porque el documento en mano no fue confirmado como microdato (es un PDF de resultados) -- distinto de la fila OECD_TrustSurveyData (bloqueo total, sin evidencia)	2026-08-13
