# data/l3-ensanut2024-catalogos-v1_0.tsv -- ACTO MAESTRA37-L3, P0(b), COMMIT-1.
# Censo de los catalogos de valores de ENSANUT 2024 en la raiz descargas_mx
# (data/raices.local.yaml). Se lee TODO el catalogo: no se eligen terminos.
# Fuente: los .Catlogo.xlsx de INEGI, hojas "Variables" (etiqueta de variable)
# y "Valores" (codigo -> etiqueta de respuesta). Extraido con openpyxl 3.1.5.
# adultos entra SOLO por catalogo: adultos_ensanut2024_w.stata.stata.zip esta
# AUSENTE-EN-RAIZ (verificado al arrancar el acto, 3/sep/2026).
# utilizadores utilizadores_ensanut2024_w.Catlogo.xlsx       variables=122 filas_valor=398 variables_sin_catalogo=81
# hogar        hogar_ensanut2024_w_ICB.Catlogo.xlsx          variables=204 filas_valor=550 variables_sin_catalogo=68
# integrantes  integrantes_ensanut2024_w_ICB.Catlogo.xlsx    variables=261 filas_valor=2353 variables_sin_catalogo=65
# adultos      adultos_ensanut2024_w.Catlogo.xlsx            variables=843 filas_valor=3332 variables_sin_catalogo=244
# menores      menores_ensanut2024_w.Catlogo.xlsx            variables=484 filas_valor=1546 variables_sin_catalogo=153
modulo	variable_id	etiqueta_variable	codigo	etiqueta_valor
adultos	a1902	A1902 ¿Qué tanta dificultad tiene para cruzar caminando por un cuarto?	3	Mucha, utiliza auxiliares o no puedo hacerlo
adultos	a1903	A1903 ¿Qué tanta dificultad tiene para levantarse de una silla o cama?	1	Ninguna
adultos	a1903	A1903 ¿Qué tanta dificultad tiene para levantarse de una silla o cama?	2	Alguna
adultos	a1903	A1903 ¿Qué tanta dificultad tiene para levantarse de una silla o cama?	3	Mucha o no puedo hacerlo
adultos	a1904	A1904 ¿Qué tanta dificultad tiene para subir 10 escalones?	1	Ninguna
adultos	a1904	A1904 ¿Qué tanta dificultad tiene para subir 10 escalones?	2	Alguna
adultos	a1904	A1904 ¿Qué tanta dificultad tiene para subir 10 escalones?	3	Mucha o no puedo hacerlo
adultos	nota50	NOTA50 XX. USO DE OXÍGENO EN CASA	1	Favor de continuar
adultos	a2001	A2001 20.1 En los últimos 12 meses, ¿le han recetado el uso de oxígeno en casa a través de un tanque o concentrador de oxígeno?	1	Sí
adultos	a2001	A2001 20.1 En los últimos 12 meses, ¿le han recetado el uso de oxígeno en casa a través de un tanque o concentrador de oxígeno?	2	No
adultos	a2002	A2002 20.2 En los últimos 12 meses ¿usted utilizó o usa oxígeno en casa a través de un tanque o concentrador de oxígeno?	1	Sí, utilizó
adultos	a2002	A2002 20.2 En los últimos 12 meses ¿usted utilizó o usa oxígeno en casa a través de un tanque o concentrador de oxígeno?	2	Sí, actualmente usa
adultos	a2002	A2002 20.2 En los últimos 12 meses ¿usted utilizó o usa oxígeno en casa a través de un tanque o concentrador de oxígeno?	3	No
adultos	a2003	A2003 20.3 ¿Qué tipo de aparato utilizó o usa actualmente?	1	Tanque de oxígeno
adultos	a2003	A2003 20.3 ¿Qué tipo de aparato utilizó o usa actualmente?	2	Concentrador de oxígeno
adultos	a2003	A2003 20.3 ¿Qué tipo de aparato utilizó o usa actualmente?	3	Ambos
adultos	a2005	A2005 20.5 ¿Cómo consiguió el tanque o concentrador de oxígeno?	01	Instituto Mexicano del Seguro Social (IMSS)
adultos	a2005	A2005 20.5 ¿Cómo consiguió el tanque o concentrador de oxígeno?	02	IMSS-BIENESTAR (que eran antes centros de salud de la Secretaría de Salud)
adultos	a2005	A2005 20.5 ¿Cómo consiguió el tanque o concentrador de oxígeno?	03	ISSSTE/ISSSTE Estatal
adultos	a2005	A2005 20.5 ¿Cómo consiguió el tanque o concentrador de oxígeno?	04	Centro de Salud u Hospital de la SSA/ Instituto Nacional de Salud
adultos	a2005	A2005 20.5 ¿Cómo consiguió el tanque o concentrador de oxígeno?	05	PEMEX, Defensa, Marina
adultos	a2005	A2005 20.5 ¿Cómo consiguió el tanque o concentrador de oxígeno?	06	ONG, dispensarios
adultos	a2005	A2005 20.5 ¿Cómo consiguió el tanque o concentrador de oxígeno?	07	Lo compré/ lo compraron los integrantes del hogar
adultos	a2005	A2005 20.5 ¿Cómo consiguió el tanque o concentrador de oxígeno?	08	Por donación
adultos	a2005	A2005 20.5 ¿Cómo consiguió el tanque o concentrador de oxígeno?	09	Me lo prestaron
adultos	a2005	A2005 20.5 ¿Cómo consiguió el tanque o concentrador de oxígeno?	10	Lo renté
adultos	a2005	A2005 20.5 ¿Cómo consiguió el tanque o concentrador de oxígeno?	11	Otro (especifica)
adultos	a2005	A2005 20.5 ¿Cómo consiguió el tanque o concentrador de oxígeno?	99	No sabe / No recuerda
adultos	nota047_1	Ahora le preguntaré sobre los gastos generados por el uso de oxígeno en casa	1	Favor de continuar
adultos	a2009	A2009 20.9. Entrevistador(a), el informante autorizó realizarle la oximetría.	1	Sí
adultos	a2009	A2009 20.9. Entrevistador(a), el informante autorizó realizarle la oximetría.	2	No
adultos	a2009	A2009 20.9. Entrevistador(a), el informante autorizó realizarle la oximetría.	3	No autorizó retirarse el oxígeno más de 15 minutos para realizar la medición
adultos	nota50_1	EL PROMEDIO DE % SpO2 Y PULSO EN FAVOR DE INTEGRARLOS A LA TARJETA DE RESULTADOS	1	Favor de continuar
adultos	a2011	20.11 ENTREVISTADOR(A) REGISTRA EL RESULTADO DE LA MEDICIÓN	1	Se realizó la medición sentado(a), en el dedo índice y sin esmalte en la uña
adultos	a2011	20.11 ENTREVISTADOR(A) REGISTRA EL RESULTADO DE LA MEDICIÓN	2	Se realizó la medición sentado(a), en el dedo índice o anular, con o sin esmalte en la uña
adultos	a2011	20.11 ENTREVISTADOR(A) REGISTRA EL RESULTADO DE LA MEDICIÓN	3	La medición se realizó de pie
adultos	a2011	20.11 ENTREVISTADOR(A) REGISTRA EL RESULTADO DE LA MEDICIÓN	4	No cooperó
adultos	a2011	20.11 ENTREVISTADOR(A) REGISTRA EL RESULTADO DE LA MEDICIÓN	5	Luz del oxímetro no pulsaba en color verde
adultos	a2011	20.11 ENTREVISTADOR(A) REGISTRA EL RESULTADO DE LA MEDICIÓN	6	El oxímetro no funcionó
adultos	a2011	20.11 ENTREVISTADOR(A) REGISTRA EL RESULTADO DE LA MEDICIÓN	7	Se hizo cita y no se localizó al adulto
adultos	a2011	20.11 ENTREVISTADOR(A) REGISTRA EL RESULTADO DE LA MEDICIÓN	8	Otra (específica)
adultos	nota51	NOTA51 ENTREVISTADOR(A): ENTREGA LA TARJETA CON EL RESULTADO DE LA OXIMETRIA	1	Favor de continuar
adultos	completa	Resultado de Entrevista	1	ENTREVISTA COMPLETA (Favor de continuar)
adultos	completa	Resultado de Entrevista	2	ENTREVISTA INCOMPLETA
adultos	completa	Resultado de Entrevista	3	INFORMANTE INADECUADO
adultos	completa	Resultado de Entrevista	4	ENTREVISTA APLAZADA (HACER CITA)
adultos	completa	Resultado de Entrevista	5	AUSENTE DE PERSONAS EN EL MOMENTO DE LA VISITA
adultos	completa	Resultado de Entrevista	6	SE NEGO A DAR INFORMACIÓN
adultos	completa	Resultado de Entrevista	7	VIVIENDA DESHABITADA
adultos	completa	Resultado de Entrevista	8	VIVIENDA DE USO TEMPORAL
adultos	completa	Resultado de Entrevista	9	HABLA ALGUNA LENGUA EXTRANGERA
adultos	completa	Resultado de Entrevista	10	OTRO
adultos	completa	Resultado de Entrevista	99	ADULTO QUE SE CONVIERTE EN ADOLESCENTE
adultos	estrato	Estrato urbanidad/ruralidad	1,00	Rural  ( <2500 Hab )
adultos	estrato	Estrato urbanidad/ruralidad	2,00	Urbano ( 2500-99,999 Hab)
adultos	estrato	Estrato urbanidad/ruralidad	3,00	Metropolitano (100mil y + Hab)
adultos	FOLIO_I	Folio		(sin catalogo de valores: continua, abierta o identificador)
adultos	FOLIO_INT	Folio integrante		(sin catalogo de valores: continua, abierta o identificador)
adultos	maquina	Maquina		(sin catalogo de valores: continua, abierta o identificador)
adultos	t_hora	TIEMPO HORA		(sin catalogo de valores: continua, abierta o identificador)
adultos	t_min	TIEMPO MINUTOS		(sin catalogo de valores: continua, abierta o identificador)
adultos	t_sumai	TIEMPO SUMA INICIO		(sin catalogo de valores: continua, abierta o identificador)
adultos	t_sumaf	TIEMPO SUMA FIN		(sin catalogo de valores: continua, abierta o identificador)
adultos	hora_ini_1	Hora de Inicio 1		(sin catalogo de valores: continua, abierta o identificador)
adultos	fecha_ini_1	Fecha de Inicio 1		(sin catalogo de valores: continua, abierta o identificador)
adultos	hora_fin_1	Hora termino 1		(sin catalogo de valores: continua, abierta o identificador)
adultos	fecha_fin_1	Fecha termino 1		(sin catalogo de valores: continua, abierta o identificador)
adultos	tiempo1	Duración de la Entrevista 1		(sin catalogo de valores: continua, abierta o identificador)
adultos	resultado_1	Resultado de entrevista 1		(sin catalogo de valores: continua, abierta o identificador)
adultos	hora_ini_2	Hora de Inicio 2		(sin catalogo de valores: continua, abierta o identificador)
adultos	fecha_ini_2	Fecha de Inicio 2		(sin catalogo de valores: continua, abierta o identificador)
adultos	hora_fin_2	Hora de Termino 2		(sin catalogo de valores: continua, abierta o identificador)
adultos	fecha_fin_2	Fecha de Termino 2		(sin catalogo de valores: continua, abierta o identificador)
adultos	tiempo2	Duración de la Entrevista 2		(sin catalogo de valores: continua, abierta o identificador)
adultos	resultado_2	Resultado de entrevista 2		(sin catalogo de valores: continua, abierta o identificador)
adultos	hora_ini_3	Hora de Inicio 3		(sin catalogo de valores: continua, abierta o identificador)
adultos	fecha_ini_3	Fecha de Inicio 3		(sin catalogo de valores: continua, abierta o identificador)
adultos	hora_fin_3	Hora de Termino 3		(sin catalogo de valores: continua, abierta o identificador)
adultos	fecha_fin_3	Fecha de Termino 3		(sin catalogo de valores: continua, abierta o identificador)
adultos	tiempo3	Duración de la Entrevista 3		(sin catalogo de valores: continua, abierta o identificador)
adultos	resultado_3	Resultado de entrevista 3		(sin catalogo de valores: continua, abierta o identificador)
adultos	hora_ini_4	Hora de Inicio 4		(sin catalogo de valores: continua, abierta o identificador)
adultos	fecha_ini_4	Fecha de Inicio 4		(sin catalogo de valores: continua, abierta o identificador)
adultos	hora_fin_4	Hora de Termino 4		(sin catalogo de valores: continua, abierta o identificador)
adultos	fecha_fin_4	Fecha de Termino 4		(sin catalogo de valores: continua, abierta o identificador)
adultos	tiempo4	Duración de la Entrevista 4		(sin catalogo de valores: continua, abierta o identificador)
adultos	resultado_4	Resultado de entrevista 4		(sin catalogo de valores: continua, abierta o identificador)
adultos	hora_ini	Hora de Inicio		(sin catalogo de valores: continua, abierta o identificador)
adultos	fecha_ini	Fecha de inicio		(sin catalogo de valores: continua, abierta o identificador)
adultos	entidad	Entidad		(sin catalogo de valores: continua, abierta o identificador)
adultos	desc_ent	DESC_ENT		(sin catalogo de valores: continua, abierta o identificador)
adultos	municipio	Municipio/Alcaldia		(sin catalogo de valores: continua, abierta o identificador)
adultos	desc_mun	DESC_MUN		(sin catalogo de valores: continua, abierta o identificador)
adultos	a_altitud	Altitud Registrada		(sin catalogo de valores: continua, abierta o identificador)
adultos	edad	Edad del Seleccionado		(sin catalogo de valores: continua, abierta o identificador)
adultos	sexo	Sexo del Seleccionado		(sin catalogo de valores: continua, abierta o identificador)
adultos	fech_nac	Fecha de Nacimiento		(sin catalogo de valores: continua, abierta o identificador)
adultos	meses	Meses edad		(sin catalogo de valores: continua, abierta o identificador)
adultos	intp	Int_hogar		(sin catalogo de valores: continua, abierta o identificador)
adultos	intsel	Integrante Seleccionado Salud		(sin catalogo de valores: continua, abierta o identificador)
adultos	tconutl	Contador Adultos >60		(sin catalogo de valores: continua, abierta o identificador)
adultos	ac_sec14	Acceso Sección 14		(sin catalogo de valores: continua, abierta o identificador)
adultos	h0406	4.6 ¿(USTED/NOMBRE) fue atendido por esa necesidad de salud en alguna institución de salud (pública o privada) o con algún practicante tradicional?		(sin catalogo de valores: continua, abierta o identificador)
adultos	aedad	AEDAD ¿Cuántos años cumplidos tiene actualmente (NOMBRE) ?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0104	Le voy a mostrar unas figuras corporales, por favor, dígame qué figura siente que más se parece a usted en este momento		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0108	¿Cuántos kilos fueron los que ganó (perdió)?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a01esp	Las acciones que tomé para perder peso fueron ESPECIFIQUE		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0203e	2.3 ¿Cuál fue el resultado del cuestionario? Otro (especifique)		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0206e	2.6 ¿Cuál fue el resultado? Otro (especifique)		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0302	3.2 ¿Qué edad tenía usted cuando el médico le dijo que tenía diabetes (o alta el azúcar en la sangre)?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0303num	En los últimos 12 meses, ¿cuántas veces acudió al médico para controlar su diabetes (sin contar las visitas al servicio de urgencias)?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0304d	¿Hace cuánto tiempo fue la última ocasión en la que acudió con un profesional de la salud para tratar su diabetes?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0304m	¿Hace cuánto tiempo fue la última ocasión en la que acudió con un profesional de la salud para tratar su diabetes MESES?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0304a	¿Hace cuánto tiempo fue la última ocasión en la que acudió con un profesional de la salud para tratar su diabetes AÑOS?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0304besp	3.4b_esp  Especifique		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0305esp	En esa última ocasión, ¿en dónde se atendió? Especifique		(sin catalogo de valores: continua, abierta o identificador)
adultos	a03061a	En esa última ocasión, ¿cuánto pagó?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a03061b	En los últimos 12 meses, ¿cuántas veces estuvo hospitalizado(a) debido a su diabetes (descontrol de su azúcar, infecciones, problemas en el pie o en la circulación)?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a03061c	¿Cuánto pagó la última vez que estuvo hospitalizado(a) debido a su diabetes?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0308m	¿Cuánto tiempo tiene tomando pastillas para controlar su azúcar? meses		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0308a	¿Cuánto tiempo tiene tomando pastillas para controlar su azúcar?  años		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0309m	¿Hace cuánto tiempo inició el tratamiento con insulina? Meses		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0309a	¿Hace cuánto tiempo inició el tratamiento con insulina? Años		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0310a	Normalmente, ¿cuánto paga por sus pastillas y/o tratamiento de insulina para controlar su diabetes en un mes?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0402a	¿Hace cuánto tiempo le dijo su médico que tiene la presión alta? Años		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0404a	¿Cuánto gasta usualmente por sus pastillas para controlar su presión alta un mes?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0405m	¿Cuánto tiempo tiene tomando este medicamento? Meses		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0405a	¿Cuánto tiempo tiene tomando este medicamento? Años		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0406	En los últimos 12 meses, ¿cuántas veces acudió al médico para controlar su hipertensión (sin contar las visitas al servicio de urgencias)?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0406b	¿Cuánto pagó la última vez que acudió al médico para controlar su hipertensión?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0406e	4.6e En los últimos 12 meses, ¿cuántas veces estuvo hospitalizado(a) debido al descontrol de su hipertensión?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0407esp	¿En dónde se atiende principalmente para controlar su presión alta? Especifique		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0409a	¿Cuántas veces?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0410ev	¿Cuántas veces?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0410fv	¿Cuántas veces?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0410fd	¿Cuántos días en total en el último año?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0607a	Sí toma algún medicamento, ¿Normalmente cuánto paga en un mes por sus medicamentos para el colesterol y/o triglicéridos?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0801	¿A qué edad tuvo su primera relación sexual?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0802	¿Qué edad tenía su pareja en su primera relación sexual?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0806	¿A qué edad tuvo su primera regla o menstruación?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0809	¿Cuántos embarazos en total ha tenido?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0810a	¿De estos embarazos cuántos han sido pérdidas o abortos?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0810b	¿De estos embarazos cuántos han sido nacidos muertos?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0810c	¿De estos embarazos cuántos han sido nacidos vivos?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0810ad	¿Cuántos han fallecido Antes de cumplir un año de edad?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0810ae	¿Cuántos han fallecido Después de cumplir un año de edad?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0811a	¿En qué día, mes y año  nació su último(a) hijo(a) nacido(a) vivo(a) y que sigue vivo(a) AÑO?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0812	En total ¿cuántas veces la revisaron durante su último embarazo?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0813esp	¿En qué institución o lugar la revisaron la mayoría de las veces durante este embarazo? Especifique		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0814	¿Cuántos meses de embarazo tenía cuando la revisaron por primera vez?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0816esp	¿En dónde la atendieron de su último parto? Especifique		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0819k	¿Cuánto pesó al nacer su último(a) hijo(a)?  Kg		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0905	¿Cuántas veces se la han aplicado?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0907	¿Cuántas veces se la han aplicado?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09091bd	Sarampión y Rubéola (SR) Primera dosis dosis Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09092bd	Sarampión y Rubéola (SR) Segunda dosis dosis Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09093bd	Sarampión y Rubéola (SR) Tercera dosis dosis Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09101bd	Td (Tétanos y Difteria) Refuerzo Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09102bd	Td (Tétanos y Difteria) Primera dosis dosis Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09103bd	Td (Tétanos y Difteria) Segunda dosis dosis Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09104bd	Td (Tétanos y Difteria) Tercera dosis dosis Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09111bd	Tdpa Única dosis Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09121bd	Influenza Estacional Factores de Riesgo dosis Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09122bd	Influenza Estacional Embarazadas Única dosis Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09131nom	Otras Vacunas 1 Nombre		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09131ed	Otras Vacunas 1 Edad		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09131bd	Otras Vacunas 1 Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09132nom	Otras Vacunas 2 Nombre		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09132edad	Otras Vacunas 2 Edad		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09132bd	Otras Vacunas 2 Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09133nom	Otras Vacunas 3 Nombre		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09133ed	Otras Vacunas 3 Edad		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09133bd	Otras Vacunas 3 Única dosis Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09134nom	Otras Vacunas 4 Nombre		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09134ed	Otras Vacunas 4 Edad		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09134bd	Otras Vacunas 4 Única dosis Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09135nom	Otras Vacunas 5 Nombre		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09135ed	Otras Vacunas 5 Edad		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09135bd	Otras Vacunas 5 Única dosis Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0913aesp	9.13aesp. Alguna otra razón (especifique)		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0918	¿Cuántas veces le han aplicado la vacuna contra el Neumococo?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0920	¿Cuántas veces le han aplicado la vacuna contra el Tétanos?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09221bd	Neumocócica Polisacárida Dosis Unica (Neumonía por neumococo) Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09222bd	Neumocócica Polisacárida dosis Inicial (Neumonía por neumococo) Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09223bd	Neumocócica Polisacárida Revacunación única (Neumonía por neumococo) Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09231bd	Td (tétanos y difteria) Refuerzo Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09232bd	Td (Tétanos y Difteria) Primera dosis dosis Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09233bd	Td (Tétanos y Difteria) Segunda dosis dosis Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09234bd	Td (Tétanos y Difteria) Tercera dosis dosis Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09241bd	Influenza Estacional ( De septiembre de 2017 a la fecha) Única dosis Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09251nom	Otras Vacunas 1 Nombre		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09251ed	Otras Vacunas 1 Edad		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09251bd	Otras Vacunas 1 Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09252nom	Otras Vacunas 2 Nombre		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09252ed	Otras Vacunas 2 Edad		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09252bd	Otras Vacunas 2 Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09253nom	Otras Vacunas 3 Nombre		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09253ed	Otras Vacunas 3 Edad		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09253bd	Otras Vacunas 3 Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09254nom	Otras Vacunas 4 Nombre		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09254ed	Otras Vacunas 4 Edad		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09254bd	Otras Vacunas 4 Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09255nom	Otras Vacunas 5 Nombre		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09255ed	Otras Vacunas 5 Edad		(sin catalogo de valores: continua, abierta o identificador)
adultos	a09255bd	Otras Vacunas 5 Fecha aplicación (ddmmaaaa).		(sin catalogo de valores: continua, abierta o identificador)
adultos	a0926esp	9.26esp. Alguna otra razón (especifique)		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1002ae	A1002AE Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1006abe	A1006ABE Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1002be	A1002BE Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1006bbe	A1006BBE Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1002ce	A1002CE Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1006cbe	A1006CBE Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1002de	A1002DE Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1006dbe	A1006DBE Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1002fe	A1002FE Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1006fbe	A1006FBE Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1002f1e	A1002F1E Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1006f1be	A1006F1BE Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1002ge	A1002GE Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1006gbe	A1006GBE Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1002he	A1002HE Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1006hbe	A1006HBE Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1002ie	A1002IE Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1006ibe	A1006IBE Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1002je	A1002JE Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1006jbe	A1006JBE Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1107e	A1107E Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1108e	A1108E Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1109e	A1109E Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1202e	A1202E Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1203e	A1203E Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1204e	A1204E Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1206e	A1206E Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1207e	A1207E Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1208e	A1208E Especifique:		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1302	A1302 ¿A qué edad comenzó a fumar productos del tabaco todos los días?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1303	A1303 En pormedio, ¿cuántos cigarros fuma actualmente por día?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1304	A1304 En pormedio, ¿cuántos cigarros fuma actualmente por semana?		(sin catalogo de valores: continua, abierta o identificador)
adultos	a1306t	A1306T ¿Hace cuánto tiempo dejó definitivamente de fumar? TIEMPO		(sin catalogo de valores: continua, abierta o identificador)
