id_afirmacion	dominio	report	estado_hoja	existencia_documento	pieza_o_razon	instrumento_ola	propietario	prioridad
ASTRA5-U0-POL-041	POLITICA	corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	REUTILIZAR	COMPROBADA-O-NO-APLICA	envipe_2025_bd_envipe_2025_dbf|e83c22c5d08b9adcb6b77ecbf7086db479e39d7186a886b72b12b338335e4f91|raiz data_raw; variable ap4_3_3; U0 no abrio microdato	ENVIPE 2025 (envipe_2025_bd_envipe_2025_dbf)	ASTRA5-U3	1
ASTRA5-U0-POL-042	POLITICA	corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Limite de diseno: la cifra es un rango entre encuestadoras privadas sin microdato ni cuestionario publico verificable por U0, y sin agregador identificado en el corpus; no hay un instrumento unico con id de manifiesto que U0 pueda citar. Busqueda: u0mf --busca cripeso -> 0; u0mf --busca oraculus -> 0; u0mf --busca tresearch -> 0. No se identifico instrumento tras este recorrido; no equivale a impo	ninguna encuestadora individual identificada en el manifiesto; agregador Oraculus mencionado por el report, no verificado	ASTRA5-U3	4
ASTRA5-U0-TRUST-002	CONFIANZA	corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md	REUTILIZAR	COMPROBADA-O-NO-APLICA	f00013146_wvs_wave_7_mexico_csv_v5_1|cf0b774e1f6611b5531cfb66db982a8c3443e658bb0befcb1ef053d790ca4afe|ZIP físico en respaldo local, SHA coincide; contenido no abierto; versión v5.1 distinta del tabulado publicado v3.0	World Values Survey ola 7, México enero-mayo 2018	ASTRA5-U3	1
ASTRA5-U0-SINT-001	INTERACCION	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	SIN-ID-MANIFIESTO; DOI 10.1126/science.1197754 confirmado por Crossref el 2026-09-24; U0 no abrio el articulo, solo la ficha bibliografica	Gelfand et al. (2011), Science, material suplementario (33 naciones)	ASTRA5-MESA-INTERACCION	3
ASTRA5-U0-SINT-002	SALUD_MENTAL	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	SIN-ID-MANIFIESTO; DOI 10.1007/978-3-030-26604-2 confirmado por Crossref el 2026-09-24 para el volumen sintesis Springer 2019; el original de 1967 (pre-DOI) no se identifica por esa via	Díaz-Guerrero (1967) tipología de síndromes; Díaz-Loving et al. (2011-2017); Springer (2019) 'Ethnopsychology: Pieces from the Mexican Research Gallery'	ASTRA5-MESA-FAMILIA	3
ASTRA5-U0-SINT-003	CONOCIMIENTO	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Constructo (máscaras, orfandad histórica, complejo de inferioridad, carácter nacional) que ningún instrumento recorrido en este lote ni en los 30 lotes temáticos pregunta directamente; es explícitamente crítica literario-filosófica según el propio texto, sin desenlace observable a nivel individuo. No se identificó instrumento tras este recorrido; no equivale a imposibilidad universal. Búsqueda: bu	Paz, El laberinto de la soledad (1950); Ramos, El perfil del hombre y la cultura en México (1934); Bartra, La jaula de la melancolía (1987)	ASTRA5-U0	4
ASTRA5-U0-SINT-004	INTERACCION	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	SIN-ID-MANIFIESTO; DOI 10.1177/0022022108323786 confirmado por Crossref el 2026-09-24	Ramírez-Esparza et al. (estudio de autorreporte y conducta observada en interacciones en español vs. inglés)	ASTRA5-MESA-INTERACCION	3
ASTRA5-U0-SINT-005	SALUD_MENTAL	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DOCUMENTACIÓN-SOLAMENTE	NO-ENCONTRADO-DESDE-CAJA	SIN-ID-MANIFIESTO; DOI 10.1111/cdev.13263 confirmado por Crossref el 2026-09-24 para el componente Rosengren; tesis Portland State sin identificar	Rosengren et al., artículo indexado en PMC; tesis de maestría, Portland State University	ASTRA5-MESA-CULTURA	3
ASTRA5-U0-SINT-006	SALUD_MENTAL	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	SIN-ID-MANIFIESTO; DOI 10.1007/BF00894055, 10.20944/preprints202507.0230.v1 y 10.1080/23808985.2017.1387502 confirmados por Crossref el 2026-09-24	Ross, Mirowsky y Cockerham (1983, American Journal of Community Psychology); estudio MDPI (2024); Ramondt y Ramírez (2017)	ASTRA5-MESA-SALUD	3
ASTRA5-U0-SINT-007	EMOCIONES_MORALES	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	SIN-ID-MANIFIESTO; DOI 10.1300/j070v16n01_04 confirmado por Crossref el 2026-09-24; DOI 10.4324/9780429500008 confirmado para Mirande con discrepancia de ano (1997/2018 vs. 1988 citado por el report)	Fontes (2007); Mirande (1988), encuesta a hombres latinos	ASTRA5-MESA-SALUD	3
ASTRA5-U0-SINT-008	MOVILIDAD	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	ADQUIRIR	COMPROBADA-O-NO-APLICA	SIN-ID-MANIFIESTO; documento oficial CEEY confirmado en https://ceey.org.mx/emovi/ el 2026-09-24, N=11,001 verificado; U0 no abrio microdato	Centro de Estudios Espinosa Yglesias (CEEY), EMOVI 2011	ASTRA5-MESA-ESTATUS	3
ASTRA5-U0-SINT-009	MOVILIDAD	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	ADQUIRIR	EXISTE-SATISFACE-DESDE-CAJA	SIN-ID-MANIFIESTO; DOI 10.1093/socpro/spaa059 confirmado por Crossref el 2026-09-24 como candidato tematico; identidad exacta con la encuesta citada por el report (N=2,493, 7 ciudades) NO CONFIRMADA	Encuesta de percepción de desigualdad y movilidad, 7 ciudades, N=2,493 (autor/año no identificados en el report)	ASTRA5-MESA-ESTATUS	3
ASTRA5-U0-SINT-010	GENERO	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	SIN-ID-MANIFIESTO; DOI 10.16997/wpcc.379 confirmado por Crossref el 2026-09-24, coincide n=500 castings	Tipa (2019-2023), estudio de castings publicitarios; cita de Tenoch Huerta (declaración pública, no dato)	ASTRA5-MESA-GENERO	3
ASTRA5-U0-SINT-011	RURAL_INDIGENA	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DOCUMENTACIÓN-SOLAMENTE	EXISTE-NO-SATISFACE-DESDE-CAJA	SIN-ID-MANIFIESTO; DOI 10.1215/9780822376859 confirmado por Crossref el 2026-09-24 para Rappaport; Gonzalbo y OXFAM sin identificar	OXFAM (informe no identificado por año en el report); Gonzalbo (2013); Rappaport (2014)	ASTRA5-MESA-RURAL	3
ASTRA5-U0-SINT-012	MOVILIDAD	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	ADQUIRIR	EXISTE-SATISFACE-DESDE-CAJA	SIN-ID-MANIFIESTO; DOI 10.4337/9781848447486.00031 confirmado por Crossref el 2026-09-24 para Jordahl; series Gini/PIB de INEGI/Banco Mundial no verificadas	INEGI (Gini histórico, PIB per cápita estatal); Jordahl (2009); Our World in Data	ASTRA5-MESA-ESTATUS	3
ASTRA5-U0-SINT-013	TRABAJO	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	REUTILIZAR	EXISTE-SATISFACE-DESDE-CAJA	enoe_2025_1t_microdatos|dddbb698e7f18f63bc256ece61ac0038a5ad062d42aca13390d88828fb27796e|raiz data_raw (y analogos enoe_2025_2t/3t/4t_microdatos, mismo trimestre-set 2025, contrato ENOE-001); fuente formula: enoe_con_basedatos_proy2010_pdf|6e70a3a910d3c6b2885ef4c72a9dbab0a50b974d403f10ef34eac437372877f5|raiz data_raw p.35; U0 no abrio microdato (cero microdato, solo confirmo payload_id/sha256 y fo	ENOE 2025 (trimestres 1-4, microdatos INEGI, contrato ENOE-001), TIL1 calculada por entidad federativa segun formula p.35 de 'Conociendo la base de datos de la ENOE' (2023); INEGI Cuenta Satelite de l	ASTRA5-MESA-ECONOMIA	3
ASTRA5-U0-SINT-014	VIOLENCIA	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	SIN-ID-MANIFIESTO; documento oficial IEP/Vision of Humanity confirmado el 2026-09-24, cifras de Colima 2023 y USD245B verificadas literalmente	SESNSP/INEGI (tasas estatales de homicidio 2023); Institute for Economics and Peace, Índice de Paz México (impacto económico de la violencia)	ASTRA5-U2	3
ASTRA5-U0-SINT-015	MIGRACION	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DOCUMENTACIÓN-SOLAMENTE	EXISTE-SATISFACE-DESDE-CAJA	SIN-ID-MANIFIESTO; MPI identificado como emisor real, pagina especifica bloqueada (403) en esta sesion	Migration Policy Institute (MPI), estimación 2023; distribución estatal de remesas (fuente no identificada por el report más allá de 'estados con mayor recepción')	ASTRA5-MESA-MIGRACION	3
ASTRA5-U0-SINT-016	RURAL_INDIGENA	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DOCUMENTACIÓN-SOLAMENTE	EXISTE-SATISFACE-DESDE-CAJA	SIN-ID-MANIFIESTO; pagina oficial INEGI del Censo 1930 confirmada el 2026-09-24; La Raza Cosmica (1925) identificada bibliograficamente pero sin URL de texto completo confirmada en esta sesion	Vasconcelos, La Raza Cósmica (1925); Censo de Población y Vivienda 1930 (INEGI/Dirección General de Estadística)	ASTRA5-MESA-RURAL	3
ASTRA5-U0-SINT-017	MOVILIDAD	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	ADQUIRIR	COMPROBADA-O-NO-APLICA	pobreza_municipal_2020_vcompl|c37a4ee0467544b764ee787e03363d3e202d25a474dfff82aadc7531843e75b2|raiz descargas_mx (corte municipal 2020, ya en manifiesto); Anexo Estadistico ESTATAL confirmado en coneval.org.mx/Medicion/MP/Paginas/Pobreza_2020.aspx el 2026-09-24, sin sha256 propio; U0 no abrio microdato (cero microdato, .rar comprimido)	CONEVAL, medición de pobreza multidimensional por entidad federativa	ASTRA5-U0	3
ASTRA5-U0-SINT-018	GENERO	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DOCUMENTACIÓN-SOLAMENTE	EXISTE-SATISFACE-DESDE-CAJA	SIN-ID-MANIFIESTO; PDF oficial confirmado en www3.weforum.org/docs/WEF_GGGR_2024.pdf el 2026-09-24 (documento real, 9.4MB); texto no extraido: EXISTENCIA-NO-COMPROBADA de las cifras especificas tras 3 consultas	World Economic Forum, Global Gender Gap Report 2024; posible ENOE/ENUT 2024 para brecha salarial y horas de cuidado (no citado explícitamente)	ASTRA5-U1	3
ASTRA5-U0-SINT-019	CONFIANZA	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	ADQUIRIR	EXISTE-SATISFACE-DESDE-CAJA	SIN-ID-MANIFIESTO; ninguna de las tres series comparativas (Gini Banco Mundial, CPI comparado, ranking Consejo Ciudadano) se leyo literalmente en esta sesion	Banco Mundial/OCDE (Gini comparado); Transparency International CPI (comparado, distinto de la ficha México ya en MER-008); Consejo Ciudadano para la Seguridad Pública y la Justicia Penal (ranking de 	ASTRA5-U0	3
ASTRA5-U0-SINT-020	INTERACCION	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Contenido normativo/recomendación de negociación sin desenlace observable propio ni estudio citado; recombina el hallazgo de distancia de poder (PDI 81, ya en CONS-027) y comunicación de alto contexto (ya en INTER-017/INTER-029) sin aportar dato nuevo. No se identificó instrumento tras este recorrido; no equivale a imposibilidad universal: un estudio de negociación intercultural con muestra de neg	No aplica	ASTRA5-MESA-INTERACCION	4
ASTRA5-U0-SINT-021	TRABAJO	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	SIN-ID-MANIFIESTO; DOI 10.22201/fca.24488410e.2018.986 confirmado por Crossref el 2026-09-24	Cernas Ortiz et al. (2018)	ASTRA5-MESA-AUTORIDAD	3
ASTRA5-U0-SINT-022	POLITICA	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	SIN-ID-MANIFIESTO; DOI 10.1093/ej/uead049 confirmado por Crossref el 2026-09-24	Parker y Vogl (2023), Economic Journal; evaluación administrativa de Becas Benito Juárez (2019, reemplazo de Prospera)	ASTRA5-MESA-RURAL	3
ASTRA5-U0-SINT-023	SALUD_MENTAL	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DOCUMENTACIÓN-SOLAMENTE	EXISTE-SATISFACE-DESDE-CAJA	SIN-ID-MANIFIESTO; DOI 10.1007/s10597-021-00907-5 y 10.1007/s10597-020-00706-4 confirmados por Crossref el 2026-09-24 para el grupo Lagunes-Cordoba; Gearing 2024 e informe de mercado sin confirmar	Consultoría de mercado no identificada por nombre; Gearing et al. (2024); Lagunes-Cordoba et al. (2021)	ASTRA5-MESA-SALUD	3
ASTRA5-U0-SINT-024	DINERO	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DOCUMENTACIÓN-SOLAMENTE	EXISTE-SATISFACE-DESDE-CAJA	SIN-ID-MANIFIESTO; ningun documento leido en esta sesion	Informe sectorial fintech no identificado por nombre en el report (posiblemente Finnovista Fintech Radar o similar)	ASTRA5-MESA-ECONOMIA	3
ASTRA5-U0-SINT-025	TRABAJO	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DOCUMENTACIÓN-SOLAMENTE	NO-ENCONTRADO-DESDE-CAJA	SIN-ID-MANIFIESTO; DOI 10.54394/fhem8239 confirmado por Crossref el 2026-09-24 para el componente OIT de exposicion combinada (5.1-5.4%); OIT 35%/2.3%/20.48M y Banamex 30% sin confirmar	Organización Internacional del Trabajo (informe de IA y empleo); Banamex (estudio de riesgo de automatización)	ASTRA5-U1	3
ASTRA5-U0-SINT-026	FAMILIA_CUIDADOS	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	ADQUIRIR	EXISTE-NO-SATISFACE-DESDE-CAJA	SIN-ID-MANIFIESTO; serie INEGI Nupcialidad identificada como existente (inegi.org.mx/temas/nupcialidad/), cifra especifica -30% no confirmada	Registros civiles de matrimonio (fuente/año no citados); INEGI (hogares unipersonales, corte urbano no citado explícitamente)	ASTRA5-MESA-FAMILIA	3
ASTRA5-U0-SINT-027	CONOCIMIENTO	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Síntesis/auto-auditoría que solo recombina componentes empíricos ya dictaminados en otras filas de este mismo lote (transversal-002 Gelfand/221 CDMX; CONS-027 Hofstede/IBM; INTER-031 GLOBE/gerentes; EMOC-003 Krys 2022) sin aportar dato nuevo ni contrafactual; es exactamente el tipo de 'veredicto que recombina filas ya dictaminadas' que el encargo instruye declarar NO-MEDIBLE-POR-DISEÑO. Ningún dis	No aplica	ASTRA5-U0	4
ASTRA5-U0-SINT-028	CONOCIMIENTO	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Conclusión de síntesis que recombina hallazgos ya dictaminados (PDI+IVR en CONS-027; clase/región en AUTOR-020 y clasemediero; digitalización en CONS-038/JUV-007) sin desenlace observable propio; la comparación cuantitativa implícita 'clase/región explica MÁS varianza que cultura' no está respaldada por un modelo de descomposición de varianza en el report, por lo que tampoco es una cifra publicada	No aplica	ASTRA5-U0	4
ASTRA5-U0-JUV-001	JUVENTUD	corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	REUTILIZAR	COMPROBADA-O-NO-APLICA	eder2025_bd_csv_zip|f6e953778392cd6814cc0ace7e222fc3e98cbbd02eff36510f37046ce7089970|raíz data_raw; U0 no abrió microdato	EDER 2025 (INEGI)	ASTRA5-MESA-JUVENTUD	2
ASTRA5-U0-JUV-002	JUVENTUD	corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	REUTILIZAR	COMPROBADA-O-NO-APLICA	eder2025_bd_csv_zip|f6e953778392cd6814cc0ace7e222fc3e98cbbd02eff36510f37046ce7089970|raíz data_raw; U0 no abrió microdato	EDER 2025 (INEGI)	ASTRA5-MESA-JUVENTUD	2
ASTRA5-U0-JUV-003	JUVENTUD	corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	OECD Society at a Glance 2024 (no confirmado en corpus)	OECD Society at a Glance 2024 (no confirmado en corpus)	ASTRA5-MESA-JUVENTUD	3
ASTRA5-U0-JUV-004	JUVENTUD	corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	ENADID 2023 (en corpus)	ENADID 2023 (en corpus); ENADID 2018 (no en corpus)	ASTRA5-U1	3
ASTRA5-U0-JUV-005	JUVENTUD	corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	ENADID 2023 (en corpus)	ENADID 2023 (en corpus); ENADID 2018 (no en corpus)	ASTRA5-U1	3
ASTRA5-U0-JUV-006	JUVENTUD	corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	no identificado	no identificado; ENADID 2023 en corpus mide un punto cercano pero no 2005 ni 2025	ASTRA5-MESA-JUVENTUD	3
ASTRA5-U0-JUV-007	TECNOLOGIA	corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	REUTILIZAR	COMPROBADA-O-NO-APLICA	endutih2024_bd_dbf_zip|ef723ed125c81c4a9036b74fab67f520de007a2d52c5e0b03d4ebec509e1ae87|raíz data_raw; U0 no abrió microdato	ENDUTIH 2024 (INEGI)	ASTRA5-U1_U4	2
ASTRA5-U0-JUV-008	TECNOLOGIA	corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	REUTILIZAR	COMPROBADA-O-NO-APLICA	endutih2024_bd_dbf_zip|ef723ed125c81c4a9036b74fab67f520de007a2d52c5e0b03d4ebec509e1ae87|raíz data_raw; U0 no abrió microdato	ENDUTIH 2024 (INEGI)	ASTRA5-U1_U4	2
ASTRA5-U0-JUV-009	SALUD_MENTAL	corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	REUTILIZAR	COMPROBADA-O-NO-APLICA	adolescentes_ensanut2024_w_stata_stata|b528e00511ad931f2fda973c344299a73d245c11502d867cb9666f7c33824260|raíz descargas_mx; adultos_ensanut2024_w_catlogo|0ab22b7f0c3515d966e60634d6e06543a14f2839cda32e3e49895749d419df4c|raíz descargas_mx; U0 no abrió microdato	ENSANUT 2022 (Borges et al. 2023, no en corpus); ENSANUT 2024 (en corpus, misma pregunta, otra ola)	ASTRA5-MESA-SALUD	2
ASTRA5-U0-JUV-010	SALUD_MENTAL	corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	ENCODAT 2025 (Secretaría de Salud / CONADIC / INSP)	ENCODAT 2025 (Secretaría de Salud / CONADIC / INSP)	ASTRA5-MESA-SALUD	3
ASTRA5-U0-JUV-011	SALUD_MENTAL	corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	Estadísticas de Defunciones Registradas (EDR) 2024, INEGI — edición en corpus	Estadísticas de Defunciones Registradas (EDR) 2024, INEGI — edición en corpus; año de referencia por confirmar	ASTRA5-MESA-SALUD	3
ASTRA5-U0-JUV-012	FAMILIA_CUIDADOS	corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	ENOE (INEGI), múltiples trimestres 2014-2024, vía reelaboración de Oxfam México	ENOE (INEGI), múltiples trimestres 2014-2024, vía reelaboración de Oxfam México	ASTRA5-U1	3
ASTRA5-U0-JUV-013	FAMILIA_CUIDADOS	corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	ADQUIRIR	COMPROBADA-O-NO-APLICA	boletín de prensa o tabulado 2024 de la Cuenta Satélite TNRH (inegi.org.mx/temas/tnrh/) con el valor 23.9% del PIB y comparación con manufactura 20.1%. Regla 2/documental: se confirmó (WebFetch a https://www.inegi.org.mx/temas/tnrh/, 24/sep/2026) que la página de INEGI para 'Trabajo no Remunerado de los Hogares' (Cuenta Satélite) existe, con emisor identificado (INEGI) y URL identificada	Cuenta Satélite del Trabajo No Remunerado de los Hogares de México (INEGI) — no confirmada en este lote	ASTRA5-MESA-JUVENTUD	3
ASTRA5-U0-JUV-014	TRABAJO	corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	DOCUMENTACIÓN-SOLAMENTE	EXISTE-SATISFACE-DESDE-CAJA	publicación OCDE (posiblemente Education at a Glance o Employment Outlook) con tasa NEET de México ~18-20%. Regla 4: WebFetch a https://www.oecd.org/en/data/indicators/youth-not-in-employment-education-or-training-neet.html devolvió 403 Forbidden	publicación OCDE no identificada en este lote	ASTRA5-MESA-JUVENTUD	3
ASTRA5-U0-JUV-015	TRABAJO	corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Es una atribución causal de política pública sin diseño de identificación (no hay grupo de control, línea base pre-programa comparable, ni evaluación de impacto citada en el corpus); el límite es de diseño causal, no de disponibilidad de dato. Se buscó evaluación en el manifiesto (CONEVAL, 'construyendo') sin hallar una evaluación de impacto del programa; no se identificó instrumento tras este rec	ninguna evaluación de impacto identificada en el corpus; ENOE podría dar la serie NEET nacional pero no el contrafactual del programa	ASTRA5-MESA-JUVENTUD	4
ASTRA5-U0-JUV-016	RELIGIOSIDAD	corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	REUTILIZAR	COMPROBADA-O-NO-APLICA	cpv2020_caas_eum_csv|10b56a3b724c14c000464f3a632a9eb845dd5fa0ffc800d16644840d74b7c125|raíz data_raw; cpv2020_iter_nal_csv|ff39bb1d1b6e6adcc6204622535d213d4cd04902bc6ab6e8345f244a6d5f85d6|raíz data_raw; U0 no abrió microdato	Censo de Población y Vivienda 2020 (en corpus); CPV2000/CPV2010 (no en corpus); Acta Sociológica 92 (2023), UNAM	ASTRA5-MESA-RELIGION	3
ASTRA5-U0-JUV-017	GENERO	corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Ningún instrumento del corpus (encuestas, censos, registros administrativos) mide asistencia a manifestaciones; los conteos de marchas provienen de estimaciones de prensa/gobierno sin diseño muestral comparable entre eventos históricos, lo que impide una comparación 'la más grande de la historia' con evidencia del corpus. No se identificó instrumento tras este recorrido; no equivale a imposibilida	ninguno identificado en el corpus (no es una encuesta)	ASTRA5-MESA-GENERO	4
ASTRA5-U0-JUV-018	GENERO	corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	ninguno identificado en el corpus	ninguno identificado en el corpus; requiere registro legal/administrativo externo	ASTRA5-MESA-GENERO	3
ASTRA5-U0-JUV-019	GENERO	corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	ENDISEG 2021 (INEGI) — no registrada en el manifiesto de este proyecto	ENDISEG 2021 (INEGI) — no registrada en el manifiesto de este proyecto	ASTRA5-MESA-GENERO	3
