ruta	sha256_recalculado	linea	tier_literal_en_linea	pasaje_candidato
corpus/reports/Religiosidad_y_Psicología_del_Mexicano_Contemporáneo__Moral__Afrontamiento__Consumo_e_Identidad_en_Transformación.md	dfb84e0854fdc089e4dd7e57e9c234476a4b3ac896947babf55ffc712ef46722	27	FUERTE	10. **[FUERTE] La economía festiva es enorme y estacional.** Octavio de la Torre, presidente de Concanaco Servytur, estimó una derrama de 45,318 millones de pesos por Día de Muertos en 2024 (10% más que los 41,198 mdp de 2023). El calendario religioso estructura picos de consumo.
corpus/reports/Religiosidad_y_Psicología_del_Mexicano_Contemporáneo__Moral__Afrontamiento__Consumo_e_Identidad_en_Transformación.md	dfb84e0854fdc089e4dd7e57e9c234476a4b3ac896947babf55ffc712ef46722	29	MEDIA	"11. **[MEDIA] Los evangélicos se organizan políticamente mejor que los católicos.** El Partido Encuentro Social (PES), aliado de Morena en 2018, movilizó ""voto evangélico"" mediante predicadores-activistas, aunque perdió el registro en 2018 y de nuevo en 2021."
corpus/reports/Religiosidad_y_Psicología_del_Mexicano_Contemporáneo__Moral__Afrontamiento__Consumo_e_Identidad_en_Transformación.md	dfb84e0854fdc089e4dd7e57e9c234476a4b3ac896947babf55ffc712ef46722	31	FUERTE	12. **[FUERTE] Lo distintivamente mexicano frente a Brasil.** México retiene mayoría católica absoluta y baja tasa de switching (12%, de las más bajas de la región). Brasil, según el Censo IBGE 2022 (divulgado en junio de 2025), tiene 26.9% de evangélicos (47.4 millones) frente a 56.7% de católicos, y una bancada evangélica poderosa. El guadalupanismo y la fuerte laicidad juarista/1917 son rasgos específicamente mexicanos.
corpus/reports/Religiosidad_y_Psicología_del_Mexicano_Contemporáneo__Moral__Afrontamiento__Consumo_e_Identidad_en_Transformación.md	dfb84e0854fdc089e4dd7e57e9c234476a4b3ac896947babf55ffc712ef46722	33	MEDIA	"13. **[MEDIA] El marianismo/guadalupanismo estructura scripts de género y moral.** La Virgen de Guadalupe funciona como símbolo identitario nacional que trasciende la práctica religiosa, pero ""el guadalupanismo une a todos"" es una sobreinterpretación: evangélicos y ""sin religión"" no participan."
corpus/reports/Religiosidad_y_Psicología_del_Mexicano_Contemporáneo__Moral__Afrontamiento__Consumo_e_Identidad_en_Transformación.md	dfb84e0854fdc089e4dd7e57e9c234476a4b3ac896947babf55ffc712ef46722	35	NO-EXPLÍCITO	"14. **[FUERTE, advertencia] La Santa Muerte NO es ""solo del narco"".** Es el movimiento religioso de más rápido crecimiento en Occidente; sus devotos son mayoritariamente pobres urbanos, mujeres y trabajadores precarios. Criminalizar la devoción es un error analítico y ético."
corpus/reports/Religiosidad_y_Psicología_del_Mexicano_Contemporáneo__Moral__Afrontamiento__Consumo_e_Identidad_en_Transformación.md	dfb84e0854fdc089e4dd7e57e9c234476a4b3ac896947babf55ffc712ef46722	37	MEDIA	"15. **[MEDIA] La individualización religiosa (""religión a la carta"") es transversal.** Incluso católicos practicantes combinan misa con limpias, curanderos, energías y New Age (12.9% de los católicos ENCREER acude a limpias, curanderos, brujos, santeros o chamanes), lo que confirma un sincretismo continuo, no una ortodoxia."
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	19	FUERTE	"1. **El mexicano NO es anti-intelectual: valora enormemente la educación y respeta al experto, pero enfrenta acceso desigual e instituciones que fallan.** La conclusión ""el mexicano no valora el conocimiento"" es empíricamente falsa y borra la estructura de acceso. `[FUERTE]`"
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	20	FUERTE	"2. **Coexisten alta valoración de la ciencia y confianza media-baja en los científicos.** ENPECYT 2017 (última edición): 75% tiene algún interés en ciencia y 92.2% quiere más inversión pública en investigación; pero el Wellcome Global Monitor 2018 halló que **27% de la gente en Centroamérica y México tiene confianza ""baja"" en científicos, más del doble que la ""alta""**. `[FUERTE]`"
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	21	MEDIA	"3. **La confianza en la información sigue la lógica de la confianza radial: se cree a quien se conoce, no a la fuente institucional.** El médico, el maestro y ""el que sabe"" son creíbles cuando están dentro del círculo o son personalmente accesibles. `[MEDIA]`"
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	22	FUERTE	4. **La desconfianza al experto es frecuentemente experiencia acumulada racional, no anti-ciencia:** instituciones que fallan, expertos caros o inaccesibles, y un sistema donde **41% se automedica ante malestares leves y 28% usa el consultorio de farmacia como primer recurso** (Research Land/Grupo UPAX, abril 2026). `[FUERTE]`
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	23	MEDIA	5. **La decisión educativa opera como seguro anticaída y credencial de estatus** (cruza fuerte con El Clasemediero): la escuela privada se compra como seguro frente a la caída de clase y como señal, no solo por aprendizaje. `[MEDIA]`
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	24	FUERTE	6. **El retorno económico de la educación superior es de los más altos de la OCDE, lo que hace la inversión educativa un cálculo racional** —un egresado universitario gana entre 50% y 150% más que quien solo terminó bachillerato (Education at a Glance 2025)— aunque no se materialice para todos por baja movilidad y mercado laboral informal. `[FUERTE]`
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	25	FUERTE	7. **Bajos resultados PISA ≠ falta de valoración de la educación.** México quedó muy por debajo del promedio OCDE en PISA 2022 (395 en matemáticas; lugar 51 de 81), pero las aspiraciones educativas familiares son altas y transversales. Confundir ambas cosas es un error grave. `[FUERTE]`
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	26	FUERTE	8. **La información fluye por WhatsApp/redes, pero el alto consumo NO implica credulidad uniforme:** los usuarios desarrollaron heurísticas de verificación (dudar, consultar otro medio) aunque una fracción relevante creyó desinformación de salud durante COVID. `[FUERTE]`
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	27	FUERTE	"9. **La confianza en las noticias formales se desplomó a 31% en 2026 (Reuters Digital News Report), y por primera vez las redes/video superaron a los sitios de medios**, reforzando el traslado de la credibilidad hacia figuras cercanas o ""creadores"" antes que instituciones. `[FUERTE]`"
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	28	FUERTE	10. **La vacunación revela la distinción maestra estructura vs. actitud:** la vacuna COVID en adultos alcanzó coberturas altas (~86–89% autorreporte, ENSANUT 2021-2023), mientras la vacunación infantil colapsó (esquema completo a los 2 años: 26.6% en 2022) — por logística/desabasto, no por rechazo cultural masivo. `[FUERTE]`
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	29	MEDIA	11. **El saber del oficio y el aprendizaje informal (maestro-aprendiz) son vías legítimas y prestigiadas de competencia** fuera de la escuela, especialmente en segmentos populares y de economía informal. `[MEDIA]`
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	30	FUERTE	"12. **La deferencia al experto convive con la autosuficiencia (""yo sé por experiencia""):** ante costo/acceso, el mexicano defiere menos al médico formal y más a la experiencia propia, familiar y al consultorio de farmacia. `[FUERTE]`"
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	31	FUERTE	"13. **La confianza institucional gubernamental subió atípicamente (52% en Latinobarómetro 2024, máximo histórico desde 1995), pero la confianza en desconocidos y en instituciones mediáticas sigue baja** — un patrón de ""confianza radial"" más que de confianza generalizada. `[FUERTE]`"
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	53	FUERTE	**`[FUERTE]`** (dato primario mexicano reciente o convergencia multi-fuente):
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	181	FUERTE	"2. **""Bajo PISA = no le importa la educación.""** FALSO: mide el sistema, no la valoración. `[FUERTE]`"
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	182	FUERTE	"3. **""Las redes lo volvieron crédulo.""** PARCIAL: hay heurísticas de verificación; la credulidad no es uniforme. `[FUERTE]`"
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	183	FUERTE	"4. **""Es antivacunas.""** FALSO: cobertura COVID adultos alta (~86–89%); la caída infantil es estructural. `[FUERTE]`"
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	184	FUERTE	"5. **""Desconfía del experto por ignorancia.""** FALSO: suele ser experiencia con instituciones que fallan y economía de acceso. `[FUERTE]`"
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	195	FUERTE	- *Regla:* **SI el riesgo percibido es alto Y hay un médico accesible/de confianza ENTONCES defiere al experto; SI el malestar es leve o el acceso es caro/lento ENTONCES se automedica o va a la farmacia — PORQUE domina el cálculo de costo/acceso — `[FUERTE]`**.
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	202	MEDIA	- *Regla:* **SI el hogar es clase media urbana con miedo a caer ENTONCES elige privada aunque duela el bolsillo — PORQUE la escuela privada opera como seguro anticaída y credencial — `[MEDIA]`**.
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	209	FUERTE	- *Regla:* **SI la vacuna está disponible y la campaña llega ENTONCES la mayoría vacuna — PORQUE el default es aceptación y el problema es logístico — `[FUERTE]`**.
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	212	FUERTE	"- *Regla:* **SI el experto es accesible, cercano y asequible ENTONCES defiere; SI es caro, lejano o ya falló antes ENTONCES prevalece ""yo sé por experiencia"" y el consejo del allegado — PORQUE es adaptación racional, no anti-ciencia — `[FUERTE]`**."
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	215	MEDIA	- *Regla:* **SI la familia es clase media con acceso a crédito/recursos ENTONCES invierte en título (retorno + estatus + seguro); SI el hogar es popular/informal con restricción de liquidez ENTONCES invierte en oficio/competencia informal — PORQUE ambos son cálculos racionales ante estructuras distintas — `[MEDIA]`**.
corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	196ec5d4077e855e4ce5e30364e07ab7c6a06efd36232a283f0ac2c8cfd9554c	218	MEDIA	- *Regla:* **SI la reenvía un allegado de confianza ENTONCES sube la credibilidad inicial, PERO si el tema es de alto riesgo una fracción verifica en otro medio — PORQUE la confianza radial fija el prior y la duda dispara la verificación — `[MEDIA]`**.
corpus/reports/Salud_Mental_en_México__Prevalencia__Estigma_y_la_Brecha_entre_Necesidad_y_Atención.md	fb2ddd662f703e8a6752a3dc690bf992741aaaa67c1bdbbf89905aca245a1f18	10	NO-EXPLÍCITO	"- **La barrera dominante es de ACCESO, no de sensibilidad cultural.** México destina alrededor del 2% del presupuesto de salud a salud mental —según la revisión de sistemas de salud de la Commonwealth Fund, ""in 2021, just 2.2 percent of the total health budget was allocated to mental health""— y de ese monto, la mayoría se concentra históricamente en hospitales psiquiátricos; con aproximadamente 1.6 psiquiatras por cada 100,000 habitantes (WHO Mental Health Atlas 2020) y más del 40% de ellos en la Ciudad de México, la infraestructura es insuficiente y urbano-céntrica. La brecha de tratamiento estimada ronda el 80% para trastornos serios (Kohn et al., 2018)."
corpus/reports/Salud_Mental_en_México__Prevalencia__Estigma_y_la_Brecha_entre_Necesidad_y_Atención.md	fb2ddd662f703e8a6752a3dc690bf992741aaaa67c1bdbbf89905aca245a1f18	11	NO-EXPLÍCITO	"- **El hallazgo más malinterpretado es que menor trastorno *reportado* coexiste con mayor *sintomatología somática*.** La somatización mexicana (nervios, susto, ataque de nervios, coraje, bilis) es una forma culturalmente articulada de EXPRESAR el malestar, no ausencia de introspección ni negación; el ""immigrant paradox"" confirma que la aculturación a EU *empeora* la salud mental, lo que descarta explicaciones puramente genéticas o de subreporte."
corpus/reports/Salud_Mental_en_México__Prevalencia__Estigma_y_la_Brecha_entre_Necesidad_y_Atención.md	fb2ddd662f703e8a6752a3dc690bf992741aaaa67c1bdbbf89905aca245a1f18	12	NO-EXPLÍCITO	"- **La supresión culturalmente valorada tiene a la vez función adaptativa y costo.** Sostener ambas cosas es obligatorio: controlarse/aguantarse/sobreponerse organiza relaciones y protege la armonía, pero se asocia a somatización y depresión, sobre todo en mujeres (marianismo/autosilenciamiento) y hombres (masculinidad tradicional, depresión ""enmascarada"", alcoholismo, mayor suicidio)."
corpus/reports/Salud_Mental_en_México__Prevalencia__Estigma_y_la_Brecha_entre_Necesidad_y_Atención.md	fb2ddd662f703e8a6752a3dc690bf992741aaaa67c1bdbbf89905aca245a1f18	40	MEDIO	11. **Masculinidad y malestar.** Arciniega et al. (2008) distinguen machismo tradicional (asociado a agresión, alexitimia, afrontamiento por evasión) de caballerismo (asociado a resolución de problemas y conexión emocional); estudios en EU vinculan mayor machismo con más estrés y depresión. **[MEDIO]**
corpus/reports/Salud_Mental_en_México__Prevalencia__Estigma_y_la_Brecha_entre_Necesidad_y_Atención.md	fb2ddd662f703e8a6752a3dc690bf992741aaaa67c1bdbbf89905aca245a1f18	42	MEDIO	12. **Marianismo y autosilenciamiento.** Nuñez et al. (2016, HCHS/SOL, N=4,426) y estudios de mujeres hispanas ligan marianismo y self-silencing con más síntomas depresivos y ansiosos. **[MEDIO]**
corpus/reports/Salud_Mental_en_México__Prevalencia__Estigma_y_la_Brecha_entre_Necesidad_y_Atención.md	fb2ddd662f703e8a6752a3dc690bf992741aaaa67c1bdbbf89905aca245a1f18	44	MEDIO	"13. **Gen Z destigmatiza el lenguaje, no necesariamente el acceso.** UNICEF México (""La salud mental de la Generación Z"", 2024) reporta que ""más del 70% se sienten abrumados y más del 50% ha necesitado ayuda psicológica""; TikTok normaliza el vocabulario pero también romantiza y desinforma. **[MEDIO]**"
corpus/reports/Salud_Mental_en_México__Prevalencia__Estigma_y_la_Brecha_entre_Necesidad_y_Atención.md	fb2ddd662f703e8a6752a3dc690bf992741aaaa67c1bdbbf89905aca245a1f18	46	MEDIO	14. **Violencia como driver estructural (no cultural) del trauma.** Flores Martínez y Atuesta (CIDE, *Int. J. Drug Policy*, 2018) muestran efectos de la violencia del narco sobre síntomas depresivos, pero de manera matizada. **[MEDIO]**
corpus/reports/Sanción_Social_Horizontal_en_México__Chisme__Envidia_y_Mal_de_Ojo_como_Mecanismos_de_Nivelación.md	916eb783b1a23dbafc9136faf1fcac2736b21774264d191c1c1642818f55deb7	5	NO-EXPLÍCITO	"- **La sanción social horizontal en México funciona como un sistema informal, descentralizado y de bajo costo que nivela, castiga al que sobresale y regula la reputación en el vacío que dejan las instituciones formales**; su motor no es un ""carácter nacional"" sino la combinación de escasez percibida, alta desigualdad, baja confianza interpersonal, derechos de propiedad débiles y —en zonas concretas— violencia predatoria real. Sus herramientas son el chisme, la envidia institucionalizada, el mal de ojo, la presión a compartir y, en su versión digital, la funa."
corpus/reports/Sanción_Social_Horizontal_en_México__Chisme__Envidia_y_Mal_de_Ojo_como_Mecanismos_de_Nivelación.md	916eb783b1a23dbafc9136faf1fcac2736b21774264d191c1c1642818f55deb7	6	NO-EXPLÍCITO	"- **La distinción clave es entre envidia-emoción y envidia-sistema de control**: como sistema (lo que Eric Wolf llamó en 1955 ""envidia institucionalizada"" y George Foster desarrolló en 1972), la envidia se articula en prácticas sociales que vigilan y sancionan la acumulación visible. El ancla teórica es el ""Image of Limited Good"" de Foster (Tzintzuntzan, Michoacán, 1965): donde los bienes se perciben como finitos, el ascenso de uno se lee como despojo de otro."
corpus/reports/Sanción_Social_Horizontal_en_México__Chisme__Envidia_y_Mal_de_Ojo_como_Mecanismos_de_Nivelación.md	916eb783b1a23dbafc9136faf1fcac2736b21774264d191c1c1642818f55deb7	7	NO-EXPLÍCITO	"- **El ""no destaques"" es, en zonas de riesgo, adaptación racional y no rasgo cultural**: Boris Gershman lo formaliza como ""fear equilibrium"" y lo llama explícitamente ""el miedo racional a la envidia"". El error analítico más peligroso —y más frecuente— es confundir pobreza, violencia e informalidad con ""cultura mexicana""."
corpus/reports/Sanción_Social_Horizontal_en_México__Chisme__Envidia_y_Mal_de_Ojo_como_Mecanismos_de_Nivelación.md	916eb783b1a23dbafc9136faf1fcac2736b21774264d191c1c1642818f55deb7	29	MEDIO	"8. **[Medio]** La **""funada"" / cultura de la cancelación** es la versión digital y urbana de la sanción social horizontal: escarnio público descentralizado que amplifica el alcance, reduce el costo de sancionar y difumina la frontera entre rendición de cuentas legítima y linchamiento."
corpus/reports/Sanción_Social_Horizontal_en_México__Chisme__Envidia_y_Mal_de_Ojo_como_Mecanismos_de_Nivelación.md	916eb783b1a23dbafc9136faf1fcac2736b21774264d191c1c1642818f55deb7	31	MEDIO	"9. **[Medio]** El **migrante de retorno ""que regresa con dinero""** es un caso paradigmático: su prosperidad lo convierte en blanco tanto de envidia comunitaria como de victimización criminal (secuestro por remesas, extorsión), lo que racionaliza el ocultamiento."
corpus/reports/Sanción_Social_Horizontal_en_México__Chisme__Envidia_y_Mal_de_Ojo_como_Mecanismos_de_Nivelación.md	916eb783b1a23dbafc9136faf1fcac2736b21774264d191c1c1642818f55deb7	33	MEDIO	"10. **[Medio]** La nivelación (""leveling"") tiene análogos culturales: *tall poppy syndrome* (Australia/NZ/UK), *Ley de Jante* (Escandinavia), ""el clavo que sobresale recibe el martillazo"" (Japón), *chaquetear* (Chile). Pero estos operan por valores (igualitarismo, conformidad); el mexicano/latinoamericano opera además por **escasez percibida y riesgo material**, lo que lo hace estructuralmente distinto."
corpus/reports/Sanción_Social_Horizontal_en_México__Chisme__Envidia_y_Mal_de_Ojo_como_Mecanismos_de_Nivelación.md	916eb783b1a23dbafc9136faf1fcac2736b21774264d191c1c1642818f55deb7	35	MEDIO	11. **[Medio]** El sistema de cargos religiosos (Cancian, *Economics and Prestige in a Maya Community*, Zinacantán, Chiapas 1965) es un mecanismo institucionalizado de nivelación: convierte riqueza acumulada en gasto ritual y prestigio, redistribuyendo y neutralizando la diferencia visible.
corpus/reports/Sanción_Social_Horizontal_en_México__Chisme__Envidia_y_Mal_de_Ojo_como_Mecanismos_de_Nivelación.md	916eb783b1a23dbafc9136faf1fcac2736b21774264d191c1c1642818f55deb7	215	MEDIA	"- **Género**: la literatura sugiere que el chisme y la vigilancia reputacional recaen distinto por género (control de la reputación femenina; ""el qué dirán""); el emprendimiento y liderazgo femenino enfrentan sanción adicional. [Evidencia media: requiere cautela.]"
corpus/reports/Sanción_Social_Horizontal_en_México__Chisme__Envidia_y_Mal_de_Ojo_como_Mecanismos_de_Nivelación.md	916eb783b1a23dbafc9136faf1fcac2736b21774264d191c1c1642818f55deb7	284	MEDIA	- **La dimensión de género** de la vigilancia reputacional tiene intuición social fuerte pero evidencia cuantitativa escasa en el material revisado; se marcó como evidencia media.
corpus/reports/Vejez_y_Cuidado_Intergeneracional_en_México__El_Debilitamiento_del_Seguro_Familiar.md	bed369718e1bbfb70d65982c727c5b5b5c8509e7c29c4156e72f075df4e4b21b	4	NO-EXPLÍCITO	"- **En México el ""seguro familiar"" sigue sosteniendo la vejez —la mayoría de los mayores vive con familia— pero se debilita bajo la caída de la fecundidad (TGF 1.89 en 2024), el envejecimiento acelerado, la migración y la entrada de la mujer al trabajo, sin que exista un sistema público de cuidado de largo plazo que lo sustituya. El país ""envejece antes de enriquecerse"".**"
corpus/reports/Vejez_y_Cuidado_Intergeneracional_en_México__El_Debilitamiento_del_Seguro_Familiar.md	bed369718e1bbfb70d65982c727c5b5b5c8509e7c29c4156e72f075df4e4b21b	5	NO-EXPLÍCITO	"- **El cuidado recae abrumadoramente sobre mujeres (hijas y nueras), con un costo psíquico real y medible; esto es resultado de ESTRUCTURA (ausencia de servicios públicos + informalidad que niega pensiones) más un GUION de género —marianismo—, no de una ""cultura del cuidado"" inmutable ni de un supuesto abandono generalizado.**"
corpus/reports/Vejez_y_Cuidado_Intergeneracional_en_México__El_Debilitamiento_del_Seguro_Familiar.md	bed369718e1bbfb70d65982c727c5b5b5c8509e7c29c4156e72f075df4e4b21b	6	NO-EXPLÍCITO	- **México resolvió parcialmente el ingreso de la vejez con la Pensión del Bienestar universal, pero NO la dependencia ni el cuidado: el Sistema Nacional de Cuidados lleva congelado en el Senado desde 2020, hay una escasez crítica de geriatras, y la política pública debe aprender de Uruguay y Japón sin poder financiarlo como ellos.**
corpus/reports/Vejez_y_Cuidado_Intergeneracional_en_México__El_Debilitamiento_del_Seguro_Familiar.md	bed369718e1bbfb70d65982c727c5b5b5c8509e7c29c4156e72f075df4e4b21b	12	FUERTE	"1. **México envejece rápido y ""antes de enriquecerse"" (EVIDENCIA FUERTE — el más sólido).** El país cruzó el umbral de reemplazo de la fecundidad en 2016; la tasa global de fecundidad cerró 2024 en 1.89, mínimo histórico. La proporción de personas de 60+ pasó de 12.3% (2018) a 14.7% (2023, ENADID). CONAPO estima 17.1 millones de adultos mayores en 2025 (12.8% de la población) y proyecta que para 2030 habrá más personas mayores (≈15%) que menores de 15 años. La esperanza de vida se recuperó a 75.5 años en 2024."
corpus/reports/Vejez_y_Cuidado_Intergeneracional_en_México__El_Debilitamiento_del_Seguro_Familiar.md	bed369718e1bbfb70d65982c727c5b5b5c8509e7c29c4156e72f075df4e4b21b	14	FUERTE	2. **El familismo sigue siendo el pilar del cuidado, pero opera bajo presión y NO por elección libre: es en gran parte adaptación a la ausencia de Estado (EVIDENCIA FUERTE).** En 2020, 82% de los hogares con adultos mayores eran nucleares o ampliados y sólo 16.8% eran unipersonales —equivalente a 1.8 millones de personas de 60+ viviendo solas.
corpus/reports/Vejez_y_Cuidado_Intergeneracional_en_México__El_Debilitamiento_del_Seguro_Familiar.md	bed369718e1bbfb70d65982c727c5b5b5c8509e7c29c4156e72f075df4e4b21b	16	FUERTE	"3. **La carga del cuidado recae desproporcionadamente sobre mujeres: es estructura + guion de género, NO ""cultura"" a secas (EVIDENCIA FUERTE — el de mayor utilidad práctica).** El perfil modal de cuidadora informal es mujer, mayor de 50 años, hija o cónyuge, que dedica ~14 horas diarias, y en el 74% de los casos sin apoyo de terceros."
corpus/reports/Vejez_y_Cuidado_Intergeneracional_en_México__El_Debilitamiento_del_Seguro_Familiar.md	bed369718e1bbfb70d65982c727c5b5b5c8509e7c29c4156e72f075df4e4b21b	18	MEDIA	4. **El costo psíquico del cuidado es real y medible, pero condicionado por la dependencia del enfermo (EVIDENCIA MEDIA — heterogénea por muestra).** Estudios mexicanos con la escala de Zarit muestran sobrecarga entre 14.5% y 66% según el grado de dependencia; un estudio del ISSSTE (Cabada Ramos y Martínez Castillo, *Psicología y Salud*, 2017) halló 52% de síndrome del cuidador, 36% de depresión y 98% de sintomatología ansiosa.
corpus/reports/Vejez_y_Cuidado_Intergeneracional_en_México__El_Debilitamiento_del_Seguro_Familiar.md	bed369718e1bbfb70d65982c727c5b5b5c8509e7c29c4156e72f075df4e4b21b	20	FUERTE	"5. **La Pensión del Bienestar es universal y constitucional, pero no saca de la pobreza ni sustituye el cuidado (EVIDENCIA FUERTE en cobertura; el más malinterpretado como ""solución"").** La Secretaría de Bienestar confirma que en 2026 otorga un apoyo bimestral de 6,400 pesos (un incremento de 200 pesos frente al año previo), con cobertura de más de 14 millones de personas de 65+. Alivia ingreso, no dependencia funcional."
corpus/reports/Vejez_y_Cuidado_Intergeneracional_en_México__El_Debilitamiento_del_Seguro_Familiar.md	bed369718e1bbfb70d65982c727c5b5b5c8509e7c29c4156e72f075df4e4b21b	22	FUERTE	6. **La cobertura de pensiones contributivas es baja y sesgada por género (EVIDENCIA FUERTE).** Sólo ~3 de cada 10 personas de 65+ tienen pensión contributiva; entre mujeres, ~2 de cada 10 (41.5% de hombres vs. 25.4% de mujeres, según la académica Isalia Nava Bolaños, IIEc-UNAM). Es consecuencia directa de la informalidad laboral (sólo ~40% de la fuerza de trabajo cotiza).
corpus/reports/Vejez_y_Cuidado_Intergeneracional_en_México__El_Debilitamiento_del_Seguro_Familiar.md	bed369718e1bbfb70d65982c727c5b5b5c8509e7c29c4156e72f075df4e4b21b	24	FUERTE	"7. **México NO tiene un sistema de cuidados de largo plazo; la demanda de cuidado de mayores es 15 veces la de infancia (EVIDENCIA FUERTE).** Según Inmujeres, la demanda potencial de servicios de cuidado para personas mayores es 15 veces mayor que la de cuidado infantil. El Sistema Nacional de Cuidados lleva congelado en el Senado desde 2020; la reforma a la Ley General de Desarrollo Social de marzo de 2024 se aprobó, en palabras de Expansión, ""con cero pesos""."
