# GENERADO por tools/dominios/cola-completa/revisa_no_encontrado.py — no editar
id_afirmacion	clase	programa_candidato	casado_por_nombre	instrumento_texto
ASTRA5-U0-SALMEN-018	SIN-PROGRAMA			ENCOVID-19 (INSP), oleadas mensuales abril-diciembre 2020, escala CESD-7
ASTRA5-U0-SALMEN-019	SIN-PROGRAMA			Conasama (Secretaria de Salud), documento 2024
ASTRA5-U0-SALMEN-020	SIN-PROGRAMA			Kohn R et al., 'Mental health in the Americas: an overview of the treatment gap', Rev Panam Salud Publica, 2018
ASTRA5-U0-SALMEN-021	SIN-PROGRAMA			Arciniega GM et al., Machismo/Caballerismo scale, Journal of Counseling Psychology, 2008
ASTRA5-U0-SALMEN-022	SIN-PROGRAMA			Nunez A et al. 2016, HCHS/SOL
ASTRA5-U0-SALMEN-024	SIN-PROGRAMA			UNICEF Mexico, 'La salud mental de la Generacion Z', 2024
ASTRA5-U0-SALMEN-026	SIN-PROGRAMA			Flores Martinez A, Atuesta LH, International Journal of Drug Policy, 2018 (CIDE)
ASTRA5-U0-SALMEN-027	SIN-PROGRAMA			Medina-Mora ME et al., 2005 (posible modulo de trauma dentro de ENEP o estudio relacionado)
ASTRA5-U0-SALMEN-029	SIN-PROGRAMA			no identificado por el report (posible Secretaria de Salud / DGIS, 2020)
ASTRA5-U0-SALMEN-031	SIN-PROGRAMA			estudios academicos puntuales (Brief-RCOPE en adultos mayores mexicanos; estudio de Tijuana) -- no identificados por nombre exacto en el report
ASTRA5-U0-SANC-001	SIN-PROGRAMA			ninguno identificado en el corpus (ninguna encuesta mexicana pregunta por creencia de bien limitado/suma cero)
ASTRA5-U0-SANC-003	SIN-PROGRAMA			ninguno mexicano en el corpus
ASTRA5-U0-SANC-004	SIN-PROGRAMA			ninguno identificado en el corpus
ASTRA5-U0-SANC-012	SIN-PROGRAMA			ninguno (etnografia historica, no instrumento de encuesta)
ASTRA5-U0-VEJEZ-001	SIN-PROGRAMA			INEGI, Estadisticas de Natalidad / indicador de fecundidad (ola/ano no identificado con id propio)
ASTRA5-U0-VEJEZ-003	SIN-PROGRAMA			CONAPO, Proyecciones de la Poblacion de Mexico y las Entidades Federativas 2020-2070 (no tiene id en el manifiesto de este proyecto)
ASTRA5-U0-VEJEZ-004	SIN-PROGRAMA			INEGI, Estadisticas de Mortalidad / esperanza de vida (no identificado con id propio en el manifiesto)
ASTRA5-U0-VEJEZ-008	SIN-PROGRAMA			Salazar-Barajas et al. (2019), estudio sobre sobrecarga/calidad de vida de cuidadores y funcionalidad familiar (no es encuesta del manifiesto)
ASTRA5-U0-VEJEZ-011	SIN-PROGRAMA			INEGI, Cuenta Satelite del Trabajo No Remunerado de los Hogares de Mexico (CSTNRHM) 2024
ASTRA5-U0-VEJEZ-013	SIN-PROGRAMA			Escala de Zarit (instrumento clinico, no encuesta del manifiesto); estudios locales (Ciudad Obregon/Sonora; Guanajuato/Landeros-Perez 2014)
ASTRA5-U0-VEJEZ-014	SIN-PROGRAMA			Cabada Ramos y Martinez Castillo (2017), revista Psicologia y Salud (no es encuesta del manifiesto)
ASTRA5-U0-VEJEZ-015	SIN-PROGRAMA			Secretaria de Bienestar, Pension para el Bienestar de las Personas Adultas Mayores, 2026
ASTRA5-U0-VEJEZ-017	SIN-PROGRAMA			Congreso de la Union (Camara de Diputados, Senado), reforma a la Ley General de Desarrollo Social (marzo 2024) y reforma constitucional (nov 2020)
ASTRA5-U0-VEJEZ-021	SIN-PROGRAMA			Lopez Ramirez, El Colegio de Mexico, 2008 (estudio academico cualitativo, no encuesta del manifiesto)
ASTRA5-U0-VEJEZ-022	SIN-PROGRAMA			Rojas Huerta y Lara Lara (2023) (estudio academico, no encuesta del manifiesto)
ASTRA5-U0-VEJEZ-023	SIN-PROGRAMA			Consejo Mexicano de Geriatria (dato reportado por CAMPUS, Universidad Iberoamericana, noviembre 2022)
ASTRA5-U0-VEJEZ-024	SIN-PROGRAMA			Revista CERTEZA/CONACEM, articulo firmado por Carmen Garcia Pena (INGER) (no verificado en este lote)
ASTRA5-U0-VEJEZ-031	SIN-PROGRAMA			Uruguay, Ley 19.353 (2015); Japon, Ley de Seguro de Cuidados de Largo Plazo (Kaigo Hoken, 2000); BID, proyeccion regional (no verificados en este lote)
ASTRA5-U0-VEJEZ-033	SIN-PROGRAMA			Congresos estatales de Jalisco/CDMX/Nuevo Leon/Estado de Mexico; gobiernos estatales/municipales (Salud Casa por Casa; Ciudad Juarez) -- no verificados en este lote
ASTRA5-U0-VEJEZ-034	SIN-PROGRAMA			Candidato: OIT/INEGI (mencionado en el op del ficha de lectura, no confirmado con cita exacta en el cuerpo del report)
ASTRA5-U0-VEJEZ-035	SIN-PROGRAMA			SHCP (documento no identificado en este lote)
