llave	dominio	conducta	instrumento_ola	segmento	universo_denominador	unidad_escala	punto	ic95_inf	ic95_sup	naturaleza_ic	estado_adopcion	firma	temporalidad	result_punto	result_inf	result_sup	calc	sha256_resultados	sha256_sello	uso	oferta_compatible	oferta_valor_ic	reserva
RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-PROMOTOR-UNIVERSO-UNIVERSO-TRABAJA-P	dinero	Proporciones marginales ponderadas ENIF 2021 (universo 18-70) de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 conmensurable con 2012/2015/2018 (recorte 18-70) para el lote de predicción 2024 (FP-...-ff56-01).	ENIF 2021	UNIVERSO:UNIVERSO-TRABAJA	Persona elegida 18-70 con desenlace definido y diseño válido (recorte declarado en spec.yaml/spec.md §0, sobre el mismo universo elegible 18+ de #943); K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido dentro del universo 18-70.	proporción ponderada [0,1]	0.16231374106448607	0.1467428073171253	0.17873524256899803	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-PROMOTOR-UNIVERSO-UNIVERSO-TRABAJA-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-PROMOTOR-UNIVERSO-UNIVERSO-TRABAJA-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-PROMOTOR-UNIVERSO-UNIVERSO-TRABAJA-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-0001	5a351cb08ff8ad65edc121532b3306059013c6dac62f567d4b522c8bba87822a	b55b623d0ea86f85bd1667b85cabf597130562a00c831ba5d788a7aeea03037d	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:EJE-FUERA-DE-U1NA		EJE-FUERA-DE-U1NA
RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-CUENTA-CON-CUENTA-P	dinero	Proporciones marginales ponderadas ENIF 2021 (universo 18-70) de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 conmensurable con 2012/2015/2018 (recorte 18-70) para el lote de predicción 2024 (FP-...-ff56-01).	ENIF 2021	CUENTA:CON-CUENTA	Persona elegida 18-70 con desenlace definido y diseño válido (recorte declarado en spec.yaml/spec.md §0, sobre el mismo universo elegible 18+ de #943); K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido dentro del universo 18-70.	proporción ponderada [0,1]	0.5533791920015823	0.5294509389653151	0.5766267657186596	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-CUENTA-CON-CUENTA-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-CUENTA-CON-CUENTA-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-CUENTA-CON-CUENTA-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-0001	5a351cb08ff8ad65edc121532b3306059013c6dac62f567d4b522c8bba87822a	b55b623d0ea86f85bd1667b85cabf597130562a00c831ba5d788a7aeea03037d	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:EJE-FUERA-DE-U1NA		EJE-FUERA-DE-U1NA
RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-CUENTA-SIN-CUENTA-P	dinero	Proporciones marginales ponderadas ENIF 2021 (universo 18-70) de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 conmensurable con 2012/2015/2018 (recorte 18-70) para el lote de predicción 2024 (FP-...-ff56-01).	ENIF 2021	CUENTA:SIN-CUENTA	Persona elegida 18-70 con desenlace definido y diseño válido (recorte declarado en spec.yaml/spec.md §0, sobre el mismo universo elegible 18+ de #943); K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido dentro del universo 18-70.	proporción ponderada [0,1]	0.31653346834067236	0.28205499408692125	0.3504052072696084	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-CUENTA-SIN-CUENTA-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-CUENTA-SIN-CUENTA-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-CUENTA-SIN-CUENTA-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-0001	5a351cb08ff8ad65edc121532b3306059013c6dac62f567d4b522c8bba87822a	b55b623d0ea86f85bd1667b85cabf597130562a00c831ba5d788a7aeea03037d	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:EJE-FUERA-DE-U1NA		EJE-FUERA-DE-U1NA
RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-EDAD-18-29-P	dinero	Proporciones marginales ponderadas ENIF 2021 (universo 18-70) de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 conmensurable con 2012/2015/2018 (recorte 18-70) para el lote de predicción 2024 (FP-...-ff56-01).	ENIF 2021	EDAD:18-29	Persona elegida 18-70 con desenlace definido y diseño válido (recorte declarado en spec.yaml/spec.md §0, sobre el mismo universo elegible 18+ de #943); K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido dentro del universo 18-70.	proporción ponderada [0,1]	0.39252477794853624	0.3552644678701583	0.4297171872563492	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-EDAD-18-29-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-EDAD-18-29-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-EDAD-18-29-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-0001	5a351cb08ff8ad65edc121532b3306059013c6dac62f567d4b522c8bba87822a	b55b623d0ea86f85bd1667b85cabf597130562a00c831ba5d788a7aeea03037d	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-EDAD-30-44-P	dinero	Proporciones marginales ponderadas ENIF 2021 (universo 18-70) de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 conmensurable con 2012/2015/2018 (recorte 18-70) para el lote de predicción 2024 (FP-...-ff56-01).	ENIF 2021	EDAD:30-44	Persona elegida 18-70 con desenlace definido y diseño válido (recorte declarado en spec.yaml/spec.md §0, sobre el mismo universo elegible 18+ de #943); K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido dentro del universo 18-70.	proporción ponderada [0,1]	0.493487093506605	0.46261417782174935	0.5241134289062652	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-EDAD-30-44-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-EDAD-30-44-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-EDAD-30-44-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-0001	5a351cb08ff8ad65edc121532b3306059013c6dac62f567d4b522c8bba87822a	b55b623d0ea86f85bd1667b85cabf597130562a00c831ba5d788a7aeea03037d	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-EDAD-45-59-P	dinero	Proporciones marginales ponderadas ENIF 2021 (universo 18-70) de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 conmensurable con 2012/2015/2018 (recorte 18-70) para el lote de predicción 2024 (FP-...-ff56-01).	ENIF 2021	EDAD:45-59	Persona elegida 18-70 con desenlace definido y diseño válido (recorte declarado en spec.yaml/spec.md §0, sobre el mismo universo elegible 18+ de #943); K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido dentro del universo 18-70.	proporción ponderada [0,1]	0.5140729328553383	0.4771650565653439	0.5505160676627402	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-EDAD-45-59-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-EDAD-45-59-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-EDAD-45-59-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-0001	5a351cb08ff8ad65edc121532b3306059013c6dac62f567d4b522c8bba87822a	b55b623d0ea86f85bd1667b85cabf597130562a00c831ba5d788a7aeea03037d	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-EDAD-60-MAS-P	dinero	Proporciones marginales ponderadas ENIF 2021 (universo 18-70) de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 conmensurable con 2012/2015/2018 (recorte 18-70) para el lote de predicción 2024 (FP-...-ff56-01).	ENIF 2021	EDAD:60-MAS	Persona elegida 18-70 con desenlace definido y diseño válido (recorte declarado en spec.yaml/spec.md §0, sobre el mismo universo elegible 18+ de #943); K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido dentro del universo 18-70.	proporción ponderada [0,1]	0.5888991156981845	0.5215835300890528	0.6524381640138567	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-EDAD-60-MAS-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-EDAD-60-MAS-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-EDAD-60-MAS-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-0001	5a351cb08ff8ad65edc121532b3306059013c6dac62f567d4b522c8bba87822a	b55b623d0ea86f85bd1667b85cabf597130562a00c831ba5d788a7aeea03037d	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-ESCOLARIDAD-HASTA-PRIMARIA-P	dinero	Proporciones marginales ponderadas ENIF 2021 (universo 18-70) de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 conmensurable con 2012/2015/2018 (recorte 18-70) para el lote de predicción 2024 (FP-...-ff56-01).	ENIF 2021	ESCOLARIDAD:HASTA-PRIMARIA	Persona elegida 18-70 con desenlace definido y diseño válido (recorte declarado en spec.yaml/spec.md §0, sobre el mismo universo elegible 18+ de #943); K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido dentro del universo 18-70.	proporción ponderada [0,1]	0.43936350891931114	0.38398474589765386	0.49451940415771967	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-ESCOLARIDAD-HASTA-PRIMARIA-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-ESCOLARIDAD-HASTA-PRIMARIA-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-ESCOLARIDAD-HASTA-PRIMARIA-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-0001	5a351cb08ff8ad65edc121532b3306059013c6dac62f567d4b522c8bba87822a	b55b623d0ea86f85bd1667b85cabf597130562a00c831ba5d788a7aeea03037d	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-ESCOLARIDAD-MEDIA-SUPERIOR-P	dinero	Proporciones marginales ponderadas ENIF 2021 (universo 18-70) de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 conmensurable con 2012/2015/2018 (recorte 18-70) para el lote de predicción 2024 (FP-...-ff56-01).	ENIF 2021	ESCOLARIDAD:MEDIA-SUPERIOR	Persona elegida 18-70 con desenlace definido y diseño válido (recorte declarado en spec.yaml/spec.md §0, sobre el mismo universo elegible 18+ de #943); K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido dentro del universo 18-70.	proporción ponderada [0,1]	0.4306980942301245	0.3936478770199125	0.46856991260472325	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-ESCOLARIDAD-MEDIA-SUPERIOR-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-ESCOLARIDAD-MEDIA-SUPERIOR-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-ESCOLARIDAD-MEDIA-SUPERIOR-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-0001	5a351cb08ff8ad65edc121532b3306059013c6dac62f567d4b522c8bba87822a	b55b623d0ea86f85bd1667b85cabf597130562a00c831ba5d788a7aeea03037d	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-ESCOLARIDAD-SECUNDARIA-P	dinero	Proporciones marginales ponderadas ENIF 2021 (universo 18-70) de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 conmensurable con 2012/2015/2018 (recorte 18-70) para el lote de predicción 2024 (FP-...-ff56-01).	ENIF 2021	ESCOLARIDAD:SECUNDARIA	Persona elegida 18-70 con desenlace definido y diseño válido (recorte declarado en spec.yaml/spec.md §0, sobre el mismo universo elegible 18+ de #943); K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido dentro del universo 18-70.	proporción ponderada [0,1]	0.3399725985913023	0.3055211440277484	0.37407494690181275	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-ESCOLARIDAD-SECUNDARIA-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-ESCOLARIDAD-SECUNDARIA-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-ESCOLARIDAD-SECUNDARIA-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-0001	5a351cb08ff8ad65edc121532b3306059013c6dac62f567d4b522c8bba87822a	b55b623d0ea86f85bd1667b85cabf597130562a00c831ba5d788a7aeea03037d	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-ESCOLARIDAD-SUPERIOR-P	dinero	Proporciones marginales ponderadas ENIF 2021 (universo 18-70) de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 conmensurable con 2012/2015/2018 (recorte 18-70) para el lote de predicción 2024 (FP-...-ff56-01).	ENIF 2021	ESCOLARIDAD:SUPERIOR	Persona elegida 18-70 con desenlace definido y diseño válido (recorte declarado en spec.yaml/spec.md §0, sobre el mismo universo elegible 18+ de #943); K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido dentro del universo 18-70.	proporción ponderada [0,1]	0.6234292779338698	0.5914166271228498	0.6555367203484475	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-ESCOLARIDAD-SUPERIOR-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-ESCOLARIDAD-SUPERIOR-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-ESCOLARIDAD-SUPERIOR-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-0001	5a351cb08ff8ad65edc121532b3306059013c6dac62f567d4b522c8bba87822a	b55b623d0ea86f85bd1667b85cabf597130562a00c831ba5d788a7aeea03037d	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-FORMALIDAD-CON-SEGURIDAD-SOCIAL-P	dinero	Proporciones marginales ponderadas ENIF 2021 (universo 18-70) de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 conmensurable con 2012/2015/2018 (recorte 18-70) para el lote de predicción 2024 (FP-...-ff56-01).	ENIF 2021	FORMALIDAD:CON-SEGURIDAD-SOCIAL	Persona elegida 18-70 con desenlace definido y diseño válido (recorte declarado en spec.yaml/spec.md §0, sobre el mismo universo elegible 18+ de #943); K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido dentro del universo 18-70.	proporción ponderada [0,1]	0.5450649562083224	0.5154453260414353	0.5745503904558582	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-FORMALIDAD-CON-SEGURIDAD-SOCIAL-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-FORMALIDAD-CON-SEGURIDAD-SOCIAL-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-FORMALIDAD-CON-SEGURIDAD-SOCIAL-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-0001	5a351cb08ff8ad65edc121532b3306059013c6dac62f567d4b522c8bba87822a	b55b623d0ea86f85bd1667b85cabf597130562a00c831ba5d788a7aeea03037d	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-FORMALIDAD-SIN-SEGURIDAD-SOCIAL-P	dinero	Proporciones marginales ponderadas ENIF 2021 (universo 18-70) de las conductas de crédito K1-K7 por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso t-1 conmensurable con 2012/2015/2018 (recorte 18-70) para el lote de predicción 2024 (FP-...-ff56-01).	ENIF 2021	FORMALIDAD:SIN-SEGURIDAD-SOCIAL	Persona elegida 18-70 con desenlace definido y diseño válido (recorte declarado en spec.yaml/spec.md §0, sobre el mismo universo elegible 18+ de #943); K4 sobre quien nunca ha tenido crédito formal (P6_2_1..9 = 2 y P6_14 = 2); K6-PR sobre productos formales tenidos; K6-P-TENEDORES y K7 sobre tenedores de al menos un producto formal; formalidad sobre quien trabaja (P3_10 en 1..6). Cada eje conserva su denominador válido dentro del universo 18-70.	proporción ponderada [0,1]	0.4189155341852263	0.38470206050519534	0.4515634728949286	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-FORMALIDAD-SIN-SEGURIDAD-SOCIAL-P	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-FORMALIDAD-SIN-SEGURIDAD-SOCIAL-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-K7-SUCURSAL-FORMALIDAD-SIN-SEGURIDAD-SOCIAL-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2021-RECORTE1870-0001	5a351cb08ff8ad65edc121532b3306059013c6dac62f567d4b522c8bba87822a	b55b623d0ea86f85bd1667b85cabf597130562a00c831ba5d788a7aeea03037d	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA		UNIDAD-O-UNIVERSO-PRODUCTO-TENIDONA
