resultado_id	consumidor	tipo_uso	corrida_natural	valor_legacy	estado_relevo	razon_relevo	calc_observado	result_observado	causa_principal	subcausa	grupo_dependencia	disponibilidad_acreditada	siguiente_accion	compuerta	paquete_propuesto	evidencia
RES-0187	milpa/catalogo-momentos-v0_1.tsv:M14	momento	CORR-0081	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			DECISION-O-ESTIMANDO-PENDIENTE	HOLDOUT-SIN-INSTRUMENTO-NI-UNIVERSO-FIJADO	MOMENTOS-HOLDOUT	la ficha fija la pregunta, pero instrumento y universo están POR DECLARAR	por ficha, decidir instrumento/universo y sólo entonces escribir spec/medidor; no ensamblar los 14 en una interfaz general	DECISION-REQUERIDA	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M09..M22
RES-0188	milpa/catalogo-momentos-v0_1.tsv:M15	momento	CORR-0081	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			DECISION-O-ESTIMANDO-PENDIENTE	HOLDOUT-SIN-INSTRUMENTO-NI-UNIVERSO-FIJADO	MOMENTOS-HOLDOUT	la ficha fija la pregunta, pero instrumento y universo están POR DECLARAR	por ficha, decidir instrumento/universo y sólo entonces escribir spec/medidor; no ensamblar los 14 en una interfaz general	DECISION-REQUERIDA	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M09..M22
RES-0189	milpa/catalogo-momentos-v0_1.tsv:M16	momento	CORR-0081	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			DECISION-O-ESTIMANDO-PENDIENTE	HOLDOUT-SIN-INSTRUMENTO-NI-UNIVERSO-FIJADO	MOMENTOS-HOLDOUT	la ficha fija la pregunta, pero instrumento y universo están POR DECLARAR	por ficha, decidir instrumento/universo y sólo entonces escribir spec/medidor; no ensamblar los 14 en una interfaz general	DECISION-REQUERIDA	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M09..M22
RES-0190	milpa/catalogo-momentos-v0_1.tsv:M17	momento	CORR-0081	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			DECISION-O-ESTIMANDO-PENDIENTE	HOLDOUT-SIN-INSTRUMENTO-NI-UNIVERSO-FIJADO	MOMENTOS-HOLDOUT	la ficha fija la pregunta, pero instrumento y universo están POR DECLARAR	por ficha, decidir instrumento/universo y sólo entonces escribir spec/medidor; no ensamblar los 14 en una interfaz general	DECISION-REQUERIDA	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M09..M22
RES-0191	milpa/catalogo-momentos-v0_1.tsv:M18	momento	CORR-0081	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			DECISION-O-ESTIMANDO-PENDIENTE	HOLDOUT-SIN-INSTRUMENTO-NI-UNIVERSO-FIJADO	MOMENTOS-HOLDOUT	la ficha fija la pregunta, pero instrumento y universo están POR DECLARAR	por ficha, decidir instrumento/universo y sólo entonces escribir spec/medidor; no ensamblar los 14 en una interfaz general	DECISION-REQUERIDA	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M09..M22
RES-0192	milpa/catalogo-momentos-v0_1.tsv:M19	momento	CORR-0081	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			DECISION-O-ESTIMANDO-PENDIENTE	HOLDOUT-SIN-INSTRUMENTO-NI-UNIVERSO-FIJADO	MOMENTOS-HOLDOUT	la ficha fija la pregunta, pero instrumento y universo están POR DECLARAR	por ficha, decidir instrumento/universo y sólo entonces escribir spec/medidor; no ensamblar los 14 en una interfaz general	DECISION-REQUERIDA	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M09..M22
RES-0193	milpa/catalogo-momentos-v0_1.tsv:M20	momento	CORR-0081	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			DECISION-O-ESTIMANDO-PENDIENTE	HOLDOUT-SIN-INSTRUMENTO-NI-UNIVERSO-FIJADO	MOMENTOS-HOLDOUT	la ficha fija la pregunta, pero instrumento y universo están POR DECLARAR	por ficha, decidir instrumento/universo y sólo entonces escribir spec/medidor; no ensamblar los 14 en una interfaz general	DECISION-REQUERIDA	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M09..M22
RES-0194	milpa/catalogo-momentos-v0_1.tsv:M21	momento	CORR-0081	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			DECISION-O-ESTIMANDO-PENDIENTE	HOLDOUT-SIN-INSTRUMENTO-NI-UNIVERSO-FIJADO	MOMENTOS-HOLDOUT	la ficha fija la pregunta, pero instrumento y universo están POR DECLARAR	por ficha, decidir instrumento/universo y sólo entonces escribir spec/medidor; no ensamblar los 14 en una interfaz general	DECISION-REQUERIDA	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M09..M22
RES-0195	milpa/catalogo-momentos-v0_1.tsv:M22	momento	CORR-0081	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			DECISION-O-ESTIMANDO-PENDIENTE	HOLDOUT-SIN-INSTRUMENTO-NI-UNIVERSO-FIJADO	MOMENTOS-HOLDOUT	la ficha fija la pregunta, pero instrumento y universo están POR DECLARAR	por ficha, decidir instrumento/universo y sólo entonces escribir spec/medidor; no ensamblar los 14 en una interfaz general	DECISION-REQUERIDA	NINGUNO	milpa/catalogo-momentos-v0_1.tsv M09..M22
RES-0196	milpa/procedencia.yaml:condicionales_confianza_institucional/salud	condicional_theta	CORR-0082	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	THETA-SIN-ESTIMADOR-ADJUDICADO-POR-CELDA	D-THETA-PILOTO	la condicional está declarada en procedencia; el diseño E1 no acredita estimación ni RESULT consumible	esperar piloto/careo D-theta de Opus; no cargar theta completa ni crear ensamble E	ESPERA-MERGE	NINGUNO	NC-0239; ADR-531; reserva D-theta/CAREO/piloto
RES-0197	milpa/procedencia.yaml:condicionales_confianza_institucional/educación	condicional_theta	CORR-0082	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	THETA-SIN-ESTIMADOR-ADJUDICADO-POR-CELDA	D-THETA-PILOTO	la condicional está declarada en procedencia; el diseño E1 no acredita estimación ni RESULT consumible	esperar piloto/careo D-theta de Opus; no cargar theta completa ni crear ensamble E	ESPERA-MERGE	NINGUNO	NC-0239; ADR-531; reserva D-theta/CAREO/piloto
RES-0198	milpa/procedencia.yaml:condicionales_confianza_institucional/financiera	condicional_theta	CORR-0082	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	THETA-SIN-ESTIMADOR-ADJUDICADO-POR-CELDA	D-THETA-PILOTO	la condicional está declarada en procedencia; el diseño E1 no acredita estimación ni RESULT consumible	esperar piloto/careo D-theta de Opus; no cargar theta completa ni crear ensamble E	ESPERA-MERGE	NINGUNO	NC-0239; ADR-531; reserva D-theta/CAREO/piloto
RES-0199	milpa/procedencia.yaml:condicionales_confianza_institucional/seguridad-FFAA	condicional_theta	CORR-0082	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	THETA-SIN-ESTIMADOR-ADJUDICADO-POR-CELDA	D-THETA-PILOTO	la condicional está declarada en procedencia; el diseño E1 no acredita estimación ni RESULT consumible	esperar piloto/careo D-theta de Opus; no cargar theta completa ni crear ensamble E	ESPERA-MERGE	NINGUNO	NC-0239; ADR-531; reserva D-theta/CAREO/piloto
RES-0200	milpa/procedencia.yaml:condicionales_confianza_institucional/justicia-policía	condicional_theta	CORR-0082	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	THETA-SIN-ESTIMADOR-ADJUDICADO-POR-CELDA	D-THETA-PILOTO	la condicional está declarada en procedencia; el diseño E1 no acredita estimación ni RESULT consumible	esperar piloto/careo D-theta de Opus; no cargar theta completa ni crear ensamble E	ESPERA-MERGE	NINGUNO	NC-0239; ADR-531; reserva D-theta/CAREO/piloto
RES-0201	milpa/procedencia.yaml:condicionales_confianza_institucional/electoral-partidos	condicional_theta	CORR-0082	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	THETA-SIN-ESTIMADOR-ADJUDICADO-POR-CELDA	D-THETA-PILOTO	la condicional está declarada en procedencia; el diseño E1 no acredita estimación ni RESULT consumible	esperar piloto/careo D-theta de Opus; no cargar theta completa ni crear ensamble E	ESPERA-MERGE	NINGUNO	NC-0239; ADR-531; reserva D-theta/CAREO/piloto
RES-0202	milpa/procedencia.yaml:condicionales_escalares/radio_confianza	condicional_theta	CORR-0082	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	THETA-SIN-ESTIMADOR-ADJUDICADO-POR-CELDA	D-THETA-PILOTO	la condicional está declarada en procedencia; el diseño E1 no acredita estimación ni RESULT consumible	esperar piloto/careo D-theta de Opus; no cargar theta completa ni crear ensamble E	ESPERA-MERGE	NINGUNO	NC-0239; ADR-531; reserva D-theta/CAREO/piloto
RES-0203	milpa/procedencia.yaml:condicionales_escalares/familismo_apoyo	condicional_theta	CORR-0082	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	THETA-SIN-ESTIMADOR-ADJUDICADO-POR-CELDA	D-THETA-PILOTO	la condicional está declarada en procedencia; el diseño E1 no acredita estimación ni RESULT consumible	esperar piloto/careo D-theta de Opus; no cargar theta completa ni crear ensamble E	ESPERA-MERGE	NINGUNO	NC-0239; ADR-531; reserva D-theta/CAREO/piloto
RES-0204	milpa/procedencia.yaml:condicionales_escalares_confianza_generica/confianza_institucional_generico_servidores_publicos	condicional_theta	CORR-0082	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	THETA-SIN-ESTIMADOR-ADJUDICADO-POR-CELDA	D-THETA-PILOTO	la condicional está declarada en procedencia; el diseño E1 no acredita estimación ni RESULT consumible	esperar piloto/careo D-theta de Opus; no cargar theta completa ni crear ensamble E	ESPERA-MERGE	NINGUNO	NC-0239; ADR-531; reserva D-theta/CAREO/piloto
RES-0205	milpa/procedencia.yaml:condicionales_escalares_exposicion_violencia/exposicion_violencia	condicional_theta	CORR-0082	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	THETA-SIN-ESTIMADOR-ADJUDICADO-POR-CELDA	D-THETA-PILOTO	la condicional está declarada en procedencia; el diseño E1 no acredita estimación ni RESULT consumible	esperar piloto/careo D-theta de Opus; no cargar theta completa ni crear ensamble E	ESPERA-MERGE	NINGUNO	NC-0239; ADR-531; reserva D-theta/CAREO/piloto
RES-0206	milpa/procedencia.yaml:condicionales_escalares_medido_nacional/norma_de_género	condicional_theta	CORR-0082	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	THETA-SIN-ESTIMADOR-ADJUDICADO-POR-CELDA	D-THETA-PILOTO	la condicional está declarada en procedencia; el diseño E1 no acredita estimación ni RESULT consumible	esperar piloto/careo D-theta de Opus; no cargar theta completa ni crear ensamble E	ESPERA-MERGE	NINGUNO	NC-0239; ADR-531; reserva D-theta/CAREO/piloto
RES-0207	milpa/procedencia.yaml:condicionales_escalares_medido_nacional/obligación_medida	condicional_theta	CORR-0082	NO-DECLARADO-EN-EL-REGISTRO	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	THETA-SIN-ESTIMADOR-ADJUDICADO-POR-CELDA	D-THETA-PILOTO	la condicional está declarada en procedencia; el diseño E1 no acredita estimación ni RESULT consumible	esperar piloto/careo D-theta de Opus; no cargar theta completa ni crear ensamble E	ESPERA-MERGE	NINGUNO	NC-0239; ADR-531; reserva D-theta/CAREO/piloto
