calc_id	conducta	dominio	ola	eje	categoria	p	ic_lo	ic_hi	icc_lo	icc_hi	tau2	n	conteo	result_id_p
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	13	0.974359						117	114	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-13-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	14	0.995041						605	602	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-14-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	15	0.993007						715	710	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-15-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	16	0.982036						334	328	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-16-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	17	1.000000						90	90	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-17-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	18	0.987013						77	76	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-18-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	19	0.990566						318	315	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-19-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	20	0.939759						166	156	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-20-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	21	0.997101						345	344	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-21-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	22	0.994286						175	174	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-22-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	23	1.000000						133	133	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-23-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	24	0.983264						239	235	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-24-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	25	0.980263						152	149	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-25-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	26	0.996198						263	262	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-26-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	27	0.968254						126	122	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-27-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	28	0.982759						174	171	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-28-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	29	1.000000						65	65	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-29-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	30	0.984906						265	261	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-30-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	31	1.000000						245	245	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-31-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ENT	32	0.991453						117	116	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ENT-32-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ESCOLARIDAD	MEDIA-SUPERIOR	0.990741						1296	1284	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ESCOLARIDAD-MEDIA-SUPERIOR-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ESCOLARIDAD	PRIMARIA-O-MENOS	0.985258						2442	2406	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ESCOLARIDAD-PRIMARIA-O-MENOS-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ESCOLARIDAD	SECUNDARIA	0.993075						2455	2438	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ESCOLARIDAD-SECUNDARIA-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	ESCOLARIDAD	SUPERIOR	0.997226						721	719	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-ESCOLARIDAD-SUPERIOR-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	SEXO	HOMBRE	0.987301						5906	5831	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-SEXO-HOMBRE-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	SEXO	MUJER	0.990099						1313	1300	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-SEXO-MUJER-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	TLOC	100MIL-MAS	0.993680						3323	3302	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-TLOC-100MIL-MAS-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	TLOC	15MIL-99MIL	0.988881						1349	1334	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-TLOC-15MIL-99MIL-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	TLOC	2500-14999	0.988428						1037	1025	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-TLOC-2500-14999-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	TLOC	MENOS-2500	0.980831						1252	1228	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-TLOC-MENOS-2500-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2019	TOTAL	TODOS	0.987678						7223	7134	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2019-TOTAL-TODOS-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	EDAD	0-9							0	0	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-EDAD-0-9-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	EDAD	10-14	0.992806						278	276	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-EDAD-10-14-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	EDAD	15-19	0.992063						882	875	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-EDAD-15-19-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	EDAD	20-24	0.986865						1142	1127	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-EDAD-20-24-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	EDAD	25-29	0.990443						1151	1140	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-EDAD-25-29-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	EDAD	30-44	0.991997						2374	2355	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-EDAD-30-44-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	EDAD	45-59	0.994162						1199	1192	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-EDAD-45-59-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	EDAD	60-MAS	0.991105						787	780	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-EDAD-60-MAS-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	01	1.000000						181	181	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-01-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	02	0.979381						97	95	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-02-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	03	1.000000						67	67	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-03-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	04	1.000000						70	70	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-04-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	05	0.989011						273	270	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-05-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	06	1.000000						50	50	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-06-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	07	1.000000						203	203	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-07-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	08	0.992606						541	537	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-08-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	09	1.000000						450	450	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-09-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	10	0.991304						115	114	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-10-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	11	0.990020						501	496	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-11-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	12	0.914894						47	43	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-12-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	13	0.992424						132	131	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-13-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	14	0.998473						655	654	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-14-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	15	0.997596						832	830	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-15-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	16	0.978667						375	367	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-16-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	17	1.000000						106	106	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-17-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	18	1.000000						91	91	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-18-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	19	0.997151						351	350	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-19-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	20	0.948598						214	203	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-20-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	21	0.988095						336	332	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-21-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	22	0.995000						200	199	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-22-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	23	0.988636						176	174	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-23-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	24	0.976744						258	252	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-24-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	25	0.982609						115	113	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-25-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	26	1.000000						304	304	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-26-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	27	0.947826						115	109	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-27-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	28	0.993902						164	163	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-28-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	29	1.000000						52	52	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-29-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	30	0.996540						289	288	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-30-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	31	1.000000						243	243	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-31-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ENT	32	0.984127						126	124	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ENT-32-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ESCOLARIDAD	MEDIA-SUPERIOR	0.992409						1449	1438	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ESCOLARIDAD-MEDIA-SUPERIOR-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ESCOLARIDAD	PRIMARIA-O-MENOS	0.990521						2532	2508	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ESCOLARIDAD-PRIMARIA-O-MENOS-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ESCOLARIDAD	SECUNDARIA	0.991494						2704	2681	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ESCOLARIDAD-SECUNDARIA-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	ESCOLARIDAD	SUPERIOR	0.992376						787	781	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-ESCOLARIDAD-SUPERIOR-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	SEXO	HOMBRE	0.989771						6452	6386	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-SEXO-HOMBRE-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	SEXO	MUJER	0.991643						1436	1424	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-SEXO-MUJER-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	TLOC	100MIL-MAS	0.996598						3821	3808	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-TLOC-100MIL-MAS-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	TLOC	15MIL-99MIL	0.989826						1376	1362	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-TLOC-15MIL-99MIL-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	TLOC	2500-14999	0.993327						1049	1042	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-TLOC-2500-14999-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	TLOC	MENOS-2500	0.980966						1366	1340	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-TLOC-MENOS-2500-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2020	TOTAL	TODOS	0.990122						7896	7818	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2020-TOTAL-TODOS-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	EDAD	0-9							0	0	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-EDAD-0-9-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	EDAD	10-14	0.987603						242	239	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-EDAD-10-14-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	EDAD	15-19	0.992974						854	848	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-EDAD-15-19-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	EDAD	20-24	0.994215						1210	1203	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-EDAD-20-24-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	EDAD	25-29	0.986646						1273	1256	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-EDAD-25-29-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	EDAD	30-44	0.987915						2648	2616	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-EDAD-30-44-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	EDAD	45-59	0.994194						1378	1370	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-EDAD-45-59-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	EDAD	60-MAS	0.986737						754	744	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-EDAD-60-MAS-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	ENT	01	1.000000						174	174	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-ENT-01-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	ENT	02	1.000000						121	121	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-ENT-02-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	ENT	03	1.000000						58	58	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-ENT-03-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	ENT	04	1.000000						110	110	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-ENT-04-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	ENT	05	0.989761						293	290	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-ENT-05-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	ENT	06	0.974026						77	75	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-ENT-06-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	ENT	07	0.967347						245	237	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-ENT-07-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	ENT	08	0.989510						572	566	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-ENT-08-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	ENT	09	0.994318						352	350	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-ENT-09-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	ENT	10	1.000000						139	139	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-ENT-10-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	ENT	11	1.000000						449	449	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-ENT-11-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	ENT	12	0.844444						45	38	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-ENT-12-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	ENT	13	0.989189						185	183	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-ENT-13-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	ENT	14	0.997253						728	726	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-ENT-14-P
CALC-EDR-SUICIDIO-PISOS-0001	SUIC-OCURRIDO-EN-OLA	SALUD_MENTAL	2021	ENT	15	0.995726						936	932	RESULT-EDR-SUICIDIO-PISOS-SUIC-OCURRIDO-EN-OLA-2021-ENT-15-P
