procedencia_id	relacion_id	necesidad_id	fuente_canonica_normalizada	objeto_evidencia_id_canonico	procedencia_necesidad_id	procedencia_fuente	procedencia_objeto_evidencia_id	accion_normalizacion	clasificacion_relacion	tipo_evidencia	evidencia_ref	evidencia_localizador	variable_reactivo_tabla	texto_evidencia	unidad_observacion	periodo	universo_muestra	codificacion	parte_necesidad_cubierta	parte_necesidad_no_cubierta	uso_potencial_modelo	transformacion_requerida	incertidumbre	siguiente_accion	objeto_modelo_origen	objeto_modelo_origen_ref
PROV-8a231b3be402577a51134225	REL-c72dd30027c28df4603464d5	N15	GPS	OE-347368c67834a72a5add527d	N15	GPS	OE-347368c67834a72a5add527d	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/La_arquitectura_invisible_de_la_interacción_social_en_México.md	Proxy de deferencia con diseño publicado y desenlace laboral/comunicacional en la misma muestra.	NO_DETERMINADO	Proxy de deferencia con diseño publicado y desenlace laboral/comunicacional en la misma muestra.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La ficha confirma constructos generales, pero faltan codebook, texto/codificación, n México y desenlace coobservado; la descarga exige aceptar licencia.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La ficha confirma constructos generales, pero faltan codebook, texto/codificación, n México y desenlace coobservado; la descarga exige aceptar licencia.	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	NO_DETERMINADO	NO_DETERMINADO
PROV-10aef21762b3fd60a73e1e5f	REL-c9a73bd2a8258784f9f08ea8	N3	MICROCREDIT_IMPACTS_COMPARTAMOS_RCT	OE-f651d8070c16835c9901c40f	N3	MICROCREDIT_IMPACTS_COMPARTAMOS_RCT	OE-f651d8070c16835c9901c40f	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L8	N3|MICROCREDIT_IMPACTS_COMPARTAMOS_RCT|OE-f651d8070c16835c9901c40f	NO_DETERMINADO	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha confirma RCT, tratamiento y outcomes, pero declara no documentado el reactivo explícito de sensibilidad de estatus.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Abrir codebook y buscar el reactivo literal de estatus; no inferirlo de gasto, crédito o bienestar.	NO_DETERMINADO	NO_DETERMINADO
PROV-55ce0f35e140e4a9a0a40682	REL-ca5ecbdfd4be3728df0e509f	N5	GPS	OE-c06b564e1c2bf918fe1e6268	N5	GPS	OE-c06b564e1c2bf918fe1e6268	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3	APERTURA_INDETERMINADA	NO_DETERMINADO	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La ficha confirma constructos generales, pero faltan codebook, texto/codificación, n México y desenlace coobservado; la descarga exige aceptar licencia.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La ficha confirma constructos generales, pero faltan codebook, texto/codificación, n México y desenlace coobservado; la descarga exige aceptar licencia.	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	NO_DETERMINADO	NO_DETERMINADO
PROV-914c4a3513bc80b4904c9a6e	REL-cb04b20cdd5b0ab6bbf522d9	N3	ENBIARE	OE-39d2eb9994c3ef05c686095e	N3	ENBIARE	OE-39d2eb9994c3ef05c686095e	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/abrir4-variables-2026-08-08.tsv:L23	NO_DETERMINADO	NO_DETERMINADO	—	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 2326 lineas de texto extraidas de enbiare_2021_fd.pdf via pdftotext -layout; terminos estatus/apariencia/comparar/marca = 0; 'vecinos' 3 coincidencias, las 3 sobre pertenencia a organizacion vecinal o conocer vecinos por nombre (capital social/participacion comunitaria, Apartado G), no sobre comparacion de estatus por apariencia, 2026-08-08	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-45d713d536710efd90c34e36	REL-cc6596882b8f135c946ad0f4	N30	ENBIARE	OE-ee12358875d1e590d07df047	N30	ENBIARE	OE-ee12358875d1e590d07df047	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:corpus/reports/Mexican_Population_Genomics__2025-2026_Scientific_and_Market_Opportunity_Update.md	Disposición a transar con desconocidos por nivel de enforcement.	NO_DETERMINADO	Disposición a transar con desconocidos por nivel de enforcement.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	El instrumento abierto contiene bienestar y redes, pero no hay localizador de disposición a transar con desconocidos estratificada por enforcement.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	El instrumento abierto contiene bienestar y redes, pero no hay localizador de disposición a transar con desconocidos estratificada por enforcement.	Buscar en el diccionario ENBIARE abierto términos de desconocido, transacción, sanción y confianza; documentar ausencia delimitada si no aparecen.	NO_DETERMINADO	NO_DETERMINADO
PROV-b7d315ba1b0928fcf5635247	REL-cd0d1c5fd7e85418603c73cd	N13	ISSP	OE-dfce1d6e6ebbe5bcb65fec02	N13	ISSP	OE-dfce1d6e6ebbe5bcb65fec02	SIN_CAMBIO	CANDIDATA	MAPA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L6	ISSP	NO_DETERMINADO	Puerta no abierta.	NO_DETERMINADO	NO_DETERMINADO	México	NO_DETERMINADO	NO_DETERMINADO	Reactivo, escala y outcome	NO_APLICA	NO_DETERMINADO	Alta	Consolidar codebook.	NO_DETERMINADO	NO_DETERMINADO
PROV-2f754391079d85fac1f7ded8	REL-cf53a5e4bf5bf666390fa543	N6	ENSAFI	OE-5d1bf835879d99d69783ca1a	N6	ENSAFI	OE-5d1bf835879d99d69783ca1a	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/modelo-decision-v4_0.md	N6|ENSAFI|OE-5d1bf835879d99d69783ca1a	NO_DETERMINADO	Reactivo de aversión al riesgo coobservado con conducta de ahorro ante volatilidad.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	NO_DETERMINADO	NO_DETERMINADO
PROV-0edbe694132dbc797d196bc4	REL-cf8f5979c73cdbe59cfaf5fd	N1	ENCIG	OE-27a5b3ff4507764a40380904	N1	ENCIG	OE-27a5b3ff4507764a40380904	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:README.md;MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md	Relación entre confianza en servidores públicos y pago de mordida en la misma muestra.	NO_DETERMINADO	Relación entre confianza en servidores públicos y pago de mordida en la misma muestra.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	Hay corpus ENCIG local, pero esta relación no trae localizador de reactivo y emparejamiento explícito para la necesidad.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	Hay corpus ENCIG local, pero esta relación no trae localizador de reactivo y emparejamiento explícito para la necesidad.	Abrir diccionario/cuestionario ENCIG local y registrar variables, tabla, llave de unión y universo aplicable a esta necesidad.	NO_DETERMINADO	NO_DETERMINADO
PROV-9dc69e0456b7ef1b60b36dce	REL-d17e953dff3478923dd1c000	N32	SE	OE-d8746552888bcd683139d5bd	N32	SE	OE-d8746552888bcd683139d5bd	SIN_CAMBIO	NEGATIVA	APERTURA_LOCAL_DELIMITADA	MAIN:forense/notas/2026-08-08-verif3.md:L250	Cero variables de frecuencia conductual	Cero variables de frecuencia conductual	El reporte ECCO completo contiene promedios perceptuales, no panel organizacional con rotación y desempeño auditado.	NO_DETERMINADO	NO_DETERMINADO	Documento/archivo completo citado	NO_APLICA	Se verificó el contenido y alcance del universo local citado.	No cubre el componente específico de la necesidad.	Evita usar esta fuente como parámetro para esta relación; conserva el límite de medición.	NO_APLICA	Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones.	Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.	NO_DETERMINADO	NO_DETERMINADO
PROV-dcb001961ee2654cdb5d7bac	REL-d630dc1ea394364e53631401	N13	ISSP	OE-366d9c5884d65abb8547ae56	N13	ISSP	OE-366d9c5884d65abb8547ae56	SIN_CAMBIO	CANDIDATA	INDICE_SIN_PAYLOAD	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L9	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	ISSP Family 2012 México sin descarga.	persona	2012	México	NO_DETERMINADO	Fuente plausible	Item literal y outcome	NO_APLICA	NO_DETERMINADO	Alta	Obtener codebook.	NO_DETERMINADO	NO_DETERMINADO
PROV-bf1fcd6f7c9443e0defb77e3	REL-d67770c443936b1d84304513	N19	ENAFIN	OE-a5edd5e72023c3fd62443723	N19	ENAFIN	OE-a5edd5e72023c3fd62443723	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-fuentes-2026-08-06.tsv:L62	N19|ENAFIN|OE-a5edd5e72023c3fd62443723	NO_DETERMINADO	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La fuente está en portal sin descarga local y no hay variables abiertas para la relación.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Descargar el levantamiento y diccionario ENAFIN pertinente; mapear variable y desenlace concretos de la necesidad.	NO_DETERMINADO	NO_DETERMINADO
PROV-dd75ba314849d2b0241c8841	REL-d7d327e72f466b970d040e81	N5	ENSAFI	OE-898b66368975b11d6bcfe283	N5	ENSAFI	OE-898b66368975b11d6bcfe283	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/gobernanza-v1_15.md	N5|ENSAFI|OE-898b66368975b11d6bcfe283	NO_DETERMINADO	Diseño longitudinal o experimental que observe horizonte temporal y conducta financiera con potencia útil.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	NO_DETERMINADO	NO_DETERMINADO
PROV-3815c0cd22607ebf72cea0f1	REL-d82eb6cef055001e7587db31	N2	ENCOAP	OE-52c65e0d0129b5272522d037	N2	ENCOAP	OE-52c65e0d0129b5272522d037	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4	N2|ENCOAP|OE-52c65e0d0129b5272522d037	NO_DETERMINADO	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha local documenta diseño, dominios y acceso, pero deja pendiente el mapeo de variables del objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	NO_DETERMINADO	NO_DETERMINADO
PROV-0a2e7ae609dca3316dc50cc1	REL-d8938c906b2a1f8b99f39802	N14	ENCUCI	OE-7bcdf8692160761ace39557f	N14	ENCUCI	OE-7bcdf8692160761ace39557f	SIN_CAMBIO	NEGATIVA	REACTIVOS_ABIERTOS	MAIN:forense/matriz-impacto-universal-2026-08-06.md:L94	ENCUCI	AP5_1_1/2/3	Reactivos de confianza medidos; desenlace financiero está en ENIF, no en la misma muestra.	persona	2020	México urbano 100 mil+	0-10; cortes dependen de análisis	Radio de confianza parcial	Puente financiero conjunto	Medición descriptiva de confianza	Mantener reactivos separados	Media	Buscar instrumento conjunto.	NO_DETERMINADO	NO_DETERMINADO
PROV-9b1cd4636576cc565a22e699	REL-d95cc52727af8a19185fd47b	N10	ENSAFI	OE-3cab085c2ad926180dcdd8b7	N10	ENSAFI	OE-3cab085c2ad926180dcdd8b7	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/abrir4-variables-2026-08-08.tsv:L4	NO_DETERMINADO	NO_DETERMINADO	[SIN TEXTO -- mismo caso que IMPULSIVID; nombre de columna derivada sin pregunta documentada]	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo: binaria, valores observados {1,2} en TMODULO.csv; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 369 encabezados crudos, terminos futuro/planear/planeacion/plazo = 0 en columnas P-numeradas; ORIEN_FUT hallado por lectura manual (mismo bloque de indices derivados que IMPULSIVID); aunque se verificara el texto, la necesidad 10 exige co-observacion con desenlace de G4 y ENSAFI no lo trae, 2026-08-08	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-bffd4bce29c81db920150ef1	REL-da62a7c3cdb80080258aa148	N11	ENFIH	OE-c90c4a61a41208f3f31b9b3c	N11	ENFIH	OE-c90c4a61a41208f3f31b9b3c	SIN_CAMBIO	CANDIDATA	INSTRUMENTO_LOCAL_PARCIAL	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	NO_DETERMINADO	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Sensibilidad de estatus coobservada con desenlace de violencia/justicia.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	NO_DETERMINADO	NO_DETERMINADO
PROV-74adbd34e79015e02b346fc6	REL-dc5971db0730ed2876fdb5b3	N23	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-ef2b51cb3bafa5193a80ba9a	N23	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-ef2b51cb3bafa5193a80ba9a	SIN_CAMBIO	CANDIDATA	MAPA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L13	World Bank Enterprise Survey Mexico 2023	NO_DETERMINADO	Sin evidencia concreta N23.	empresa	2023	México	NO_DETERMINADO	Unidad empresarial	Constructo N23	NO_APLICA	NO_DETERMINADO	Alta	Abrir codebook.	NO_DETERMINADO	NO_DETERMINADO
PROV-b4b49352d983d31be8aab5f3	REL-dc9d0314872f568124926da8	N23	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-f4432225e4b6c3ba89020e8a	N23	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-f4432225e4b6c3ba89020e8a	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L36	NO_DETERMINADO	NO_DETERMINADO	MAPEADO-NO-SATISFACE	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo:	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-422d6751c3833683f6b6c9bf	REL-dd07107a27bb1a5682a22176	N7	ENIF	OE-c168b43614acb9a4b5abf786	N7	ENIF	OE-c168b43614acb9a4b5abf786	SIN_CAMBIO	CANDIDATA	INSTRUMENTO_LOCAL_PARCIAL	MAIN:forense/hitoE-campana-medicion-v2_0.md	L999-L1116	NO_DETERMINADO	ENIF tiene reactivos financieros identificados (P9_9_1..6, P4_10 y sección 11), pero la evidencia local no verifica el cruce específico solicitado por esta clave.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Relación entre expectativa de apoyo familiar y horizonte corto/ahorro en la misma persona.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Mapear en el cuestionario y microdato ENIF los reactivos de la necesidad y el desenlace, y comprobar que comparten unidad de observación.	NO_DETERMINADO	NO_DETERMINADO
PROV-2a99bafe8da43e8ffea078e7	REL-ddc381f55d9879a6629a14d4	N27	MEXICO_PANEL_STUDY_2012	OE-3074d0aa35a610f7c8e280b5	N27	MEXICO_PANEL_STUDY_2012	OE-3074d0aa35a610f7c8e280b5	SIN_CAMBIO	CANDIDATA	FUENTE_INDEXADA_SIN_APERTURA	MAIN:data/mapa-ext-general-2026-08-06.tsv	L16	NO_DETERMINADO	El panel está inventariado localmente, pero no hay diccionario o reactivo abierto que pruebe esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La relación requiere un objeto de evidencia concreto todavía no mapeado.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Abrir cuestionario y codebook 2012 y localizar las variables exactas y su llave longitudinal.	NO_DETERMINADO	NO_DETERMINADO
PROV-a161225fb1bd7a14682a88aa	REL-de059d547843c8fefa01197a	N25	ENCUP	OE-69905761f187f3a3ed192af6	N25	ENCUP	OE-69905761f187f3a3ed192af6	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-fuentes-2026-08-06.tsv:L26	APERTURA_INDETERMINADA	NO_DETERMINADO	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	Existen cuestionarios y base local, pero la relación electoral N25 no tiene todavía serie municipal pareada por tipo de elección.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	Existen cuestionarios y base local, pero la relación electoral N25 no tiene todavía serie municipal pareada por tipo de elección.	Abrir cuestionario/base ENCUP solo para confirmar unidad geográfica y turnout; si no hay municipio×tipo de elección, cerrar esta relación.	NO_DETERMINADO	NO_DETERMINADO
PROV-7a487b76d1d612d4f3879382	REL-e0984d3ab6601b8a5ba79a30	N10	ENBIARE	OE-2fe858bc2d40961f19d128d9	N10	ENBIARE	OE-2fe858bc2d40961f19d128d9	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/abrir4-variables-2026-08-08.tsv:L25	NO_DETERMINADO	NO_DETERMINADO	PA6: 'A6. Segun su percepcion, ¿en que escalon diria usted que va a estar dentro de cinco anios?' (escalera 0-10, 0='la peor vida posible', 10='la mejor vida posible'). PA3_08: 'A3. ¿Que tan satisfecho esta con sus perspectivas a futuro?' (0-10)	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo: 0-10 (tarjeta/escalera numerica); NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 'futuro' 1 coincidencia via barrido automatizado (matcheo parcial); PA6 y PA3_08 hallados por lectura dirigida completa del Apartado A (Bienestar Subjetivo, L418-625). Le falta exactamente lo que pide la necesidad 10: co-observacion con un desenlace de G4 (violencia/justicia) en el mismo instrumento -- el reactivo de horizonte/expectativa SI existe y es limpio, pero no hay desenlace de G4 que unirle aqui, 2026-08-08	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-d9a565b439dfc25ed1222baa	REL-e10120bebb9ed07d210a3a86	N28	CNGMD	OE-13eecae0edb0a372fa8ecc97	N28	CNGMD	OE-13eecae0edb0a372fa8ecc97	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L12	N28|CNGMD|OE-13eecae0edb0a372fa8ecc97	NO_DETERMINADO	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha abre el módulo de participación a nivel municipal, pero no mapea comité, contribución sostenida o sanción y no observa conducta individual.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Abrir cuestionarios de los módulos 2/7 y mapear variables; usar solo como contexto municipal si no existe unidad individual.	NO_DETERMINADO	NO_DETERMINADO
PROV-e277722c14725561da15bd4d	REL-e2371e6b0d421f30c496d3da	N22	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	OE-2e7c0cb62d2dd259f169ff2d	N22	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	OE-2e7c0cb62d2dd259f169ff2d	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7	N22|MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010|OE-2e7c0cb62d2dd259f169ff2d	NO_DETERMINADO	SATISFACE-UMBRAL-DOCUMENTAL	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La documentación registra 293 filas y una llave panel candidata, pero no verifica continuidad, comparabilidad ni las variables específicas de la necesidad.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Abrir diccionario y archivo panel; comprobar dos observaciones por idPANEL2006 y mapear predictor y desenlace requeridos.	NO_DETERMINADO	NO_DETERMINADO
PROV-91e5de948565c10889b41221	REL-e247f2d5250d822fb74a0638	N17	MASS_MOBILIZATION_PROTEST_DATA_MEXICO	OE-153099e060474c664f682d70	N17	MASS_MOBILIZATION_PROTEST_DATA_MEXICO	OE-153099e060474c664f682d70	SIN_CAMBIO	CANDIDATA	INDICE_SIN_PAYLOAD	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L13	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	Base de protesta no descargada.	evento	NO_DETERMINADO	México	NO_DETERMINADO	Evento potencial	Mecanismo N17	NO_APLICA	NO_DETERMINADO	Alta	Obtener codebook.	NO_DETERMINADO	NO_DETERMINADO
PROV-3f4899dc09f030de0fe6b9e4	REL-e74ad11dd79c7485c9704116	N16	ENCOAP	OE-2c7ace9dcc93466566d2c0a2	N16	ENCOAP	OE-2c7ace9dcc93466566d2c0a2	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/modelo-decision-v4_0.md	N16|ENCOAP|OE-2c7ace9dcc93466566d2c0a2	NO_DETERMINADO	Probabilidad de mordida bajo sanción/testigo, idealmente municipal y triangulada fuera de ENCIG.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha local documenta diseño, dominios y acceso, pero deja pendiente el mapeo de variables del objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	NO_DETERMINADO	NO_DETERMINADO
PROV-9423c95415c533b2e68f00b2	REL-e86c10c4e19ea32e57b6a28d	N32	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-f29d6cfa226a9514442785e3	N32	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-f29d6cfa226a9514442785e3	SIN_CAMBIO	CANDIDATA	MAPA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L13	World Bank Enterprise Survey Mexico 2023	NO_DETERMINADO	Sin variable N32 abierta.	empresa	2023	México	NO_DETERMINADO	Unidad empresarial	Constructo N32	NO_APLICA	NO_DETERMINADO	Alta	Abrir codebook.	NO_DETERMINADO	NO_DETERMINADO
