relacion_id	tipo_trabajo	siguiente_accion	siguiente_accion_original	evidencia_ref_accion_original	evidencia_ref_evidencia_original	input_requerido	input_requerido_original	reserva	reserva_original	siguiente_accion_tipificada	input_requerido_clasificacion	criterio_cierre	prioridad_operativa	regla_clasificacion_id	reserva_clasificacion
REL-837d54e76ebe85170870493a	BUSQUEDA_DIRIGIDA	Abrir tabla específica.	Abrir tabla específica.	MAIN:data/mapa-fuentes-2026-08-06.tsv:L37	MAIN:data/inventarios/inventario-fuentes-credito-ahorro-finanzas-hogar-mexico.md:L40	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	Escala/diseño/universo:	Verificar el localizador exacto ya declarado de REL-837d54e76ebe85170870493a con máximo dos intentos y sin discovery panorámico.	Localizador declarado, dato requerido, beneficio informativo y criterio de parada.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	RW-05-INDEXADO	No descargar sin decisión supervisora de adquisición.
REL-845a93bc24990147a394f897	BUSQUEDA_DIRIGIDA	Abrir codebook.	Abrir codebook.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	Escala/diseño/universo:	Verificar el localizador exacto ya declarado de REL-845a93bc24990147a394f897 con máximo dos intentos y sin discovery panorámico.	Localizador declarado, dato requerido, beneficio informativo y criterio de parada.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	RW-05-INDEXADO	No descargar sin decisión supervisora de adquisición.
REL-87b4ab08a7e1b65f965ffb88	ANALISIS_MEDICION	Mapear cuestionario y tabulados 2019–2024 a la necesidad, con periodo, unidad y codificación.	Mapear cuestionario y tabulados 2019–2024 a la necesidad, con periodo, unidad y codificación.	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L3	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	Escala/diseño/universo:	Definir especificación completa antes de calcular sobre la evidencia abierta de REL-87b4ab08a7e1b65f965ffb88.	Población, unidad, variables, codificación, faltantes, ponderación, diseño, transformación e incertidumbre.	Resultado reproducible o NO_DETERMINADO por campo material faltante.	P2_ADQUIRIDO_ABIERTO	RW-03-ABIERTO	No redefinir el estimando para producir resultado.
REL-894b3c5025557df7ef942f2a	BUSQUEDA_DIRIGIDA	Obtener instrumentos.	Obtener instrumentos.	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L6	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L6	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	Escala/diseño/universo:	Verificar el localizador exacto ya declarado de REL-894b3c5025557df7ef942f2a con máximo dos intentos y sin discovery panorámico.	Localizador declarado, dato requerido, beneficio informativo y criterio de parada.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	RW-05-INDEXADO	No descargar sin decisión supervisora de adquisición.
REL-89b5a730c80b52245609d460	CURADURIA_FUENTE	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	MAIN:canon/glosario-v5_6.md	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Contrastar procedencia estructurada de REL-89b5a730c80b52245609d460 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Evidencia previa exacta, mapeo necesidad→objeto y reportes neutrales disponibles.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	RW-06-DEFAULT	No propagar estado por fuente ni por necesidad.
REL-8b5abcdb9a618f64c2639477	BUSQUEDA_DIRIGIDA	Precisar producto.	Precisar producto.	MAIN:data/mapa-fuentes-2026-08-06.tsv:L97	MAIN:data/mapa-fuentes-2026-08-06.tsv:L97	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	Escala/diseño/universo:	Verificar el localizador exacto ya declarado de REL-8b5abcdb9a618f64c2639477 con máximo dos intentos y sin discovery panorámico.	Localizador declarado, dato requerido, beneficio informativo y criterio de parada.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	RW-05-INDEXADO	No descargar sin decisión supervisora de adquisición.
REL-8b8dd24f3edbc5fd0b11d4a4	BUSQUEDA_DIRIGIDA	Abrir tabla CNBV concreta y verificar denominador, institución, segmento, periodo y motivo de rechazo.	Abrir tabla CNBV concreta y verificar denominador, institución, segmento, periodo y motivo de rechazo.	MAIN:data/mapa-fuentes-2026-08-06.tsv:L39	MAIN:data/mapa-fuentes-2026-08-06.tsv:L39	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	Escala/diseño/universo:	Verificar el localizador exacto ya declarado de REL-8b8dd24f3edbc5fd0b11d4a4 con máximo dos intentos y sin discovery panorámico.	Localizador declarado, dato requerido, beneficio informativo y criterio de parada.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	RW-05-INDEXADO	No descargar sin decisión supervisora de adquisición.
REL-8d2952203ec3678f3bd0c473	BUSQUEDA_DIRIGIDA	Abrir codebook.	Abrir codebook.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	Escala/diseño/universo:	Verificar el localizador exacto ya declarado de REL-8d2952203ec3678f3bd0c473 con máximo dos intentos y sin discovery panorámico.	Localizador declarado, dato requerido, beneficio informativo y criterio de parada.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	RW-05-INDEXADO	No descargar sin decisión supervisora de adquisición.
REL-8d5ee427f92ae19be789b8d6	BUSQUEDA_DIRIGIDA	Abrir diccionario/descarga y mapear tipo de evento, actor, municipio, fecha y outcome electoral; declarar límite ecológico.	Abrir diccionario/descarga y mapear tipo de evento, actor, municipio, fecha y outcome electoral; declarar límite ecológico.	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L14	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	Escala/diseño/universo:	Verificar el localizador exacto ya declarado de REL-8d5ee427f92ae19be789b8d6 con máximo dos intentos y sin discovery panorámico.	Localizador declarado, dato requerido, beneficio informativo y criterio de parada.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	RW-05-INDEXADO	No descargar sin decisión supervisora de adquisición.
REL-8da82cf2f91efb7fe1958467	CURADURIA_FUENTE	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/La_arquitectura_invisible_de_la_interacción_social_en_México.md	MAIN:canon/integrador-psicologia-mexicano.md	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Contrastar procedencia estructurada de REL-8da82cf2f91efb7fe1958467 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Evidencia previa exacta, mapeo necesidad→objeto y reportes neutrales disponibles.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	RW-06-DEFAULT	No propagar estado por fuente ni por necesidad.
REL-8f6cc360dac1c16f2ea6c7ea	CURADURIA_FUENTE	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	MAIN:AGENTS.md;MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md	MAIN:AGENTS.md	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Contrastar procedencia estructurada de REL-8f6cc360dac1c16f2ea6c7ea con sus objetos de modelo permitidos y emitir propuesta o reserva.	Evidencia previa exacta, mapeo necesidad→objeto y reportes neutrales disponibles.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	RW-06-DEFAULT	No propagar estado por fuente ni por necesidad.
REL-928de62ad3c403adf193bfc4	CURADURIA_FUENTE	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	MAIN:corpus/reports/El_Efecto_Ambiental_de_la_Violencia_Crónica_en_México__Cómo_el_Miedo_Reorganiza_la_Conducta_Psicológica_de_la_Población.md;MAIN:data/mapa-ext-civil-2026-08-06.tsv;MAIN:data/mapa-ext-civil-2026-08-06.tsv:L20;MAIN:data/mapa-ext-civil-2026-08-06.tsv:L21	MAIN:data/abrir4-variables-2026-08-08.tsv	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Contrastar procedencia estructurada de REL-928de62ad3c403adf193bfc4 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Evidencia previa exacta, mapeo necesidad→objeto y reportes neutrales disponibles.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	RW-06-DEFAULT	No propagar estado por fuente ni por necesidad.
REL-987f01cb468fa0b51b2dffc6	CURADURIA_FUENTE	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md	MAIN:data/abrir4-variables-2026-08-08.tsv	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Contrastar procedencia estructurada de REL-987f01cb468fa0b51b2dffc6 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Evidencia previa exacta, mapeo necesidad→objeto y reportes neutrales disponibles.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	RW-06-DEFAULT	No propagar estado por fuente ni por necesidad.
REL-99525527adc1ae5960ac2055	BUSQUEDA_DIRIGIDA	Abrir codebook y archivo México; comprobar localización, actor, respuesta y derivabilidad urbano/rural.	Abrir codebook y archivo México; comprobar localización, actor, respuesta y derivabilidad urbano/rural.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L9	MAIN:data/mapa-ext-general-2026-08-06.tsv:L9	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	Escala/diseño/universo:	Verificar el localizador exacto ya declarado de REL-99525527adc1ae5960ac2055 con máximo dos intentos y sin discovery panorámico.	Localizador declarado, dato requerido, beneficio informativo y criterio de parada.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	RW-05-INDEXADO	No descargar sin decisión supervisora de adquisición.
REL-9ccac3c7a04b0040d317efb7	BUSQUEDA_DIRIGIDA	Extraer un universo México acotado, aplicar deduplicación documentada y mapear CAMEO/actores/respuesta al objeto.	Extraer un universo México acotado, aplicar deduplicación documentada y mapear CAMEO/actores/respuesta al objeto.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L8	MAIN:data/mapa-ext-general-2026-08-06.tsv:L8	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	Escala/diseño/universo:	Verificar el localizador exacto ya declarado de REL-9ccac3c7a04b0040d317efb7 con máximo dos intentos y sin discovery panorámico.	Localizador declarado, dato requerido, beneficio informativo y criterio de parada.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	RW-05-INDEXADO	No descargar sin decisión supervisora de adquisición.
REL-9dfab617c356df5594575a3c	BUSQUEDA_DIRIGIDA	Obtener codebook.	Obtener codebook.	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L8	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L8	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	Escala/diseño/universo:	Verificar el localizador exacto ya declarado de REL-9dfab617c356df5594575a3c con máximo dos intentos y sin discovery panorámico.	Localizador declarado, dato requerido, beneficio informativo y criterio de parada.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	RW-05-INDEXADO	No descargar sin decisión supervisora de adquisición.
REL-a63dce9852d52046595e28f0	CURADURIA_FUENTE	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	MAIN:data/abrir4-variables-2026-08-08.tsv	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Contrastar procedencia estructurada de REL-a63dce9852d52046595e28f0 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Evidencia previa exacta, mapeo necesidad→objeto y reportes neutrales disponibles.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	RW-06-DEFAULT	No propagar estado por fuente ni por necesidad.
REL-a750d90d3d9e1e19938fa8c4	CURADURIA_FUENTE	Abrir cuestionario/diccionario ENBIARE y localizar texto, codificación y llave del reactivo junto con el desenlace requerido.	Abrir cuestionario/diccionario ENBIARE y localizar texto, codificación y llave del reactivo junto con el desenlace requerido.	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	MAIN:forense/matriz-impacto-universal-2026-08-06.md	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Contrastar procedencia estructurada de REL-a750d90d3d9e1e19938fa8c4 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Evidencia previa exacta, mapeo necesidad→objeto y reportes neutrales disponibles.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	RW-06-DEFAULT	No propagar estado por fuente ni por necesidad.
REL-a8d0e6223c2d79b63a90b4f5	CURADURIA_FUENTE	Resolver si es dataset o artefacto.	Resolver si es dataset o artefacto.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md	MAIN:canon/gobernanza-v1_15.md	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Contrastar procedencia estructurada de REL-a8d0e6223c2d79b63a90b4f5 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Evidencia previa exacta, mapeo necesidad→objeto y reportes neutrales disponibles.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	RW-06-DEFAULT	No propagar estado por fuente ni por necesidad.
REL-aaf9d3c2e0d9b3d294df4840	CURADURIA_FUENTE	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.	MAIN:canon/glosario-v5_6.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md;MAIN:corpus/forense/Crédito_Fácil_y_Sobreendeudamiento_en_México__Escaneo_de_Indicadores_Adelantados_2025-2026.md	MAIN:canon/glosario-v5_6.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md;MAIN:corpus/forense/Crédito_Fácil_y_Sobreendeudamiento_en_México__Escaneo_de_Indicadores_Adelantados_2025-2026.md	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Contrastar procedencia estructurada de REL-aaf9d3c2e0d9b3d294df4840 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Evidencia previa exacta, mapeo necesidad→objeto y reportes neutrales disponibles.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	RW-06-DEFAULT	No propagar estado por fuente ni por necesidad.
REL-abd2650bcf443274eb467a60	BUSQUEDA_DIRIGIDA	Abrir diccionario y archivo panel; comprobar dos observaciones por idPANEL2006 y mapear predictor y desenlace requeridos.	Abrir diccionario y archivo panel; comprobar dos observaciones por idPANEL2006 y mapear predictor y desenlace requeridos.	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	Escala/diseño/universo:	Verificar el localizador exacto ya declarado de REL-abd2650bcf443274eb467a60 con máximo dos intentos y sin discovery panorámico.	Localizador declarado, dato requerido, beneficio informativo y criterio de parada.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	RW-05-INDEXADO	No descargar sin decisión supervisora de adquisición.
REL-b034b04e9ba040bd02e39b8b	BUSQUEDA_DIRIGIDA	Abrir codebook.	Abrir codebook.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	Escala/diseño/universo:	Verificar el localizador exacto ya declarado de REL-b034b04e9ba040bd02e39b8b con máximo dos intentos y sin discovery panorámico.	Localizador declarado, dato requerido, beneficio informativo y criterio de parada.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	RW-05-INDEXADO	No descargar sin decisión supervisora de adquisición.
REL-b8a1bd303f0aac03e3b1bdd7	CURADURIA_FUENTE	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md	MAIN:canon/estado-programa-v1_10.md	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Contrastar procedencia estructurada de REL-b8a1bd303f0aac03e3b1bdd7 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Evidencia previa exacta, mapeo necesidad→objeto y reportes neutrales disponibles.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	RW-06-DEFAULT	No propagar estado por fuente ni por necesidad.
REL-bb570a7a7c72c881de31f75d	BUSQUEDA_DIRIGIDA	Abrir instrumento y tablas del estudio; localizar tratamiento informativo, outcome y estimando pertinente.	Abrir instrumento y tablas del estudio; localizar tratamiento informativo, outcome y estimando pertinente.	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L2	MAIN:data/mapa-ext-academico-2026-08-06.tsv	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	Escala/diseño/universo:	Verificar el localizador exacto ya declarado de REL-bb570a7a7c72c881de31f75d con máximo dos intentos y sin discovery panorámico.	Localizador declarado, dato requerido, beneficio informativo y criterio de parada.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	RW-05-INDEXADO	No descargar sin decisión supervisora de adquisición.
REL-be38af5d3d025cfda97775c1	BUSQUEDA_DIRIGIDA	Abrir diccionario y mapear evento, actor, repertorio, resultado, geografía y periodo.	Abrir diccionario y mapear evento, actor, repertorio, resultado, geografía y periodo.	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L25	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	Escala/diseño/universo:	Verificar el localizador exacto ya declarado de REL-be38af5d3d025cfda97775c1 con máximo dos intentos y sin discovery panorámico.	Localizador declarado, dato requerido, beneficio informativo y criterio de parada.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	RW-05-INDEXADO	No descargar sin decisión supervisora de adquisición.
REL-c065ff3c4b02af2b359a6a40	CURADURIA_FUENTE	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	MAIN:canon/glosario-v5_6.md	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Contrastar procedencia estructurada de REL-c065ff3c4b02af2b359a6a40 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Evidencia previa exacta, mapeo necesidad→objeto y reportes neutrales disponibles.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	RW-06-DEFAULT	No propagar estado por fuente ni por necesidad.
REL-c0ffdbcc616f342880df820a	BUSQUEDA_DIRIGIDA	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L7	MAIN:data/mapa-ext-general-2026-08-06.tsv:L7	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	Escala/diseño/universo:	Verificar el localizador exacto ya declarado de REL-c0ffdbcc616f342880df820a con máximo dos intentos y sin discovery panorámico.	Localizador declarado, dato requerido, beneficio informativo y criterio de parada.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	RW-05-INDEXADO	No descargar sin decisión supervisora de adquisición.
