fila_origen	fuente_canonica	fuente_canonica_normalizada	discordancia_alias	estado_A4A5	prioridad	url_conocida	ids_manifiesto	origen	nota
cola-adquisicion-v1_0.tsv:12	GDELT	GDELT	SIN_ALIAS	OBTENIDO	11		adqcorre_r74r75_gdelt2_export_mx_20260824 (usable); adqcorre_r74r75_gdelt_masterreducedv2 (inservible, no aisla Mexico)	cola-adquisicion-2026-08-12.tsv:11	ADQUIRIDA 2026-08-24 por ACTO ADQ-CORRE-R74R75 (F5/FP-124/ADR-158). 487 filas MX de 97839, evento tipo PROTESTA en 1/487 -- ver nota de aquel acto para lectura analitica.
cola-adquisicion-v1_0.tsv:13	INTERACTING_AS_EQUALS_REDUCES_PARTISAN_POLARIZATION_IN_MEXICO	INTERACTING_AS_EQUALS_REDUCES_PARTISAN_POLARIZATION_IN_MEXICO	SIN_ALIAS	OBTENIDO	12		osf_iae_data_si_f9;osf_iae_si_f9_results_combined;osf_iae_dip_municipality_2021;osf_iae_binscatter_morena_pobreza;osf_iae_si_f9_results_vote;osf_iae_si_f9_results;osf_iae_concentrado_indicadores_de_pobreza_2020_modificado;osf_iae_si_f9_results_pid;osf_iae_master_data;osf_iae_2018_see_pre_nal_mun	cola-adquisicion-2026-08-12.tsv:12	A.8 re-corrido 2026-09-01 (ACTO MAESTRA33-A2 · CORRIGE-A1): campo id:/usado_para: de data/manifiesto.yaml, 794 entradas examinadas por grep+parse Python (A.13). 10 entradas: paquete de replicacion OSF completo ('OSF_InteractingAsEquals_PartisanPolarizacion_Mexico', P-LOTE-2 N3/N17, palanca 12), incluye datos .dta (Data_SI_F9, Master_Data, resultados combinados/voto/pid) y un .xlsx. Coincide por nombre exacto -- no requirio cruce con POLARIZACION_ESTATUS_ITAM_2024 (cola-ext-academico:13), que sigue sin evidencia en manifiesto.yaml por separado.
cola-adquisicion-v1_0.tsv:14	MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO	MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO	SIN_ALIAS	OBTENIDO	13		adqcorre_r74r75_massmobilization_mmall_v16 (mismo payload que linea 15, no es fuente separada)	cola-adquisicion-2026-08-12.tsv:13	"NO-ES-FUENTE-SEPARADA-2026-08-24 (ACTO ADQ-CORRE-R74R75, verificado: no existe endpoint propio ""EVENTOS_MEXICO"", es mmALL v16 filtrado a Mexico)."
cola-adquisicion-v1_0.tsv:15	MASS_MOBILIZATION_PROTEST_DATA	MASS_MOBILIZATION_PROTEST_DATA	SIN_ALIAS	OBTENIDO	14		adqcorre_r74r75_massmobilization_mmall_v16	cola-adquisicion-2026-08-12.tsv:14; cola-aperturas-externas-2026-08-06.tsv:12	ADQUIRIDA 2026-08-24 (ACTO ADQ-CORRE-R74R75): mmALL_073120_v16.tab, Harvard Dataverse doi:10.7910/DVN/HTTWYL, 153 filas Mexico 1990-2020.
cola-adquisicion-v1_0.tsv:16	MASS_MOBILIZATION_PROTEST_DATA_MEXICO	MASS_MOBILIZATION_PROTEST_DATA_MEXICO	SIN_ALIAS	OBTENIDO	15		adqcorre_r74r75_massmobilization_mmall_v16	cola-adquisicion-2026-08-12.tsv:15; cola-aperturas-externas-2026-08-06.tsv:12	NO-ES-FUENTE-SEPARADA-2026-08-24, mismo caso que linea 13.
cola-adquisicion-v1_0.tsv:17	UCDP	UCDP	SIN_ALIAS	OBTENIDO	16		ucdp_ged261_csv	cola-adquisicion-2026-08-12.tsv:16	YA-ADQUIRIDA 2026-08-13 por ACTO GDELT-UCDP-RECON (previo a ADQ-CORRE-R74R75, confirmado por mismo sha256). GED v26.1 completo, 25714 filas Mexico.
cola-adquisicion-v1_0.tsv:18	ENCOAP	ENCOAP	SIN_ALIAS	OBTENIDO	17		inegi_encoap_2023_csv	cola-adquisicion-2026-08-12.tsv:17; cola-aperturas-externas-2026-08-06.tsv:14	A.8 re-corrido 2026-09-01 (ACTO MAESTRA33-A2 · CORRIGE-A1): campo id:/usado_para: de data/manifiesto.yaml, 794 entradas examinadas por grep+parse Python (A.13). 1 entrada: ENCOAP 2023 microdato formato CSV (P-LOTE-2 N2/N30, palanca 17), fecha_descarga 2026-08-12. Cubre la ola 2023 de 'ENCOAP 2023/2025'; ola 2025 NO esta en manifiesto.yaml -- no se asume ni se fuerza, PENDIENTE esa ola especifica si mesa la requiere por separado.
cola-adquisicion-v1_0.tsv:19	MEXICO_PANEL_STUDY_2012	MEXICO_PANEL_STUDY_2012	SIN_ALIAS	OBTENIDO	18	https://www.icpsr.umich.edu/web/RCMD/studies/35024	icpsr35024_mexico_panel_study_2012_dats_json;icpsr35024_mexico_panel_study_2012_codebook_es_zip (documentacion+metadatos, NO el microdato);icpsr35024_mexico_panel_study_2012_paquete_v1_zip;icpsr35024_ds1_w2_crosstabs_derivado_v0;icpsr35024_ds1_w2_crosstabs_derivadas;export_crudo;leeme_procedencia;leeme_2_procedencia;icpsr35024_ds1_w2_tabulados_t5_t9_derivados_2026_09_02;leeme_icpsr35024_ds1_w2_tabulados_t5_t9_procedencia_2026_09_02;35024_questionnaire_spanish	cola-adquisicion-2026-08-12.tsv:18	Sin evidencia directa (nota anterior). ACTO MAESTRA33-A3 (2026-09-01), 4 rutas: (i) https://www.icpsr.umich.edu/web/NADAC/studies/35024 -- 200, título real ''Mexico Panel Study, 2012'' confirmado, JSON-LD schema.org completo (DOI 10.3886/ICPSR35024.v1, autor Kenneth Greene UT-Austin); el path /web/ICPSR/studies/35024 (el de la fila) da 403 con header cf-mitigated:challenge -- desafío Cloudflare, no un 403 real del origen; (ii) las 6 distribution.contentUrl del JSON-LD (SAS/SPSS/Stata/ASCII/R/Delimited, mismo patrón /web/ICPSR/.../download/<formato>) -- probadas 2 (delimited, stata): ambas 403 cf-mitigated:challenge, mismo muro; (iii) los 6 formatos existen pero comparten el mismo host+patrón bloqueado -- no hay una vía de formato distinta, ya cubierto por (ii); (iv) mexicopanelstudy.mit.edu (sitio oficial del proyecto, citado por búsqueda web) -- curl: (6) Could not resolve host, confirmado también con sandbox deshabilitado (no es artefacto de la caja); Harvard Dataverse DOI 10.7910/DVN/27083 -- SÍ existe pero es OTRO objeto (replication data de Imai/Park/Greene para un paper metodológico distinto, ''Using the Predicted Responses from List Experiments...'', no el panel study completo) -- no cuenta como espejo del mismo instrumento. NO-OBTENIDO-POR-ESTE-AGENTE: barrera es un reto anti-bot de Cloudflare (pasable por navegador real), no un muro de credencial -- aunque ICPSR también exige cuenta gratuita para la porción pública una vez pasado el reto (conditionsOfAccess declara ''Public and restricted versions''). || 2026-09-01: mesa ejecuto la receta #2 con navegador y bajo SOLO documentacion; registrado con tests/manifiesto.py --registra (una invocacion por --id, A.1) por ACTO MAESTRA34-A1 (2026-09-01). El contador de intentos NO sube: este acto no hace peticiones de red. Verificado que el microdato NO llego: 35024_dats_2.2.json declara ''availability'': ''Unable to determine availability of this dataset version'' y su unica distribution trae size=0; el codebook (205 paginas, 374 variables, N=1555 segun sus tablas de frecuencia) es documentacion, no filas. 0 archivos .dta/.sav/.tab/.csv con prefijo 35024 en toda la raiz 'Descargas MX'. PENDIENTE: el microdato exige cuenta ICPSR e iniciar sesion; la receta #2 sigue viva para ese paso. || ACTO MAESTRA35-A1 (2026-09-02) P3, enmienda fechada. Receta B2 del PDF v2 ejecutada por mesa via navegador (cuenta ICPSR): el paquete depositado (14665813 B, 10 entradas) es OTRA VEZ documentacion -- 6 PDF (cuestionarios ES/EN, 4 codebooks DS0001-DS0004), 2 txt, 2 html; 0 archivos .dta/.sav/.tab/.csv/.por. Registrado como icpsr35024_mexico_panel_study_2012_paquete_v1_zip. Estado NO-OBTENIDO(1 intento) SIN CAMBIO -- el microdato sigue exigiendo login ICPSR mas alla del reto Cloudflare que la receta #2 resolvia; el contador de intentos no sube (este acto no hizo peticion de red). || ACTO MAESTRA36-A1 (2026-09-02) P2: se anaden 5 ids de crosstabs derivados del tablero en linea de ICPSR (2 csv + el export crudo + 2 LEEME de procedencia), que estaban en la raiz descargas_mx sin registrar. OJO: el microdato (35024-0001-Data.dta) SIGUE SIN OBTENERSE -- exige membresia institucional. Estos crosstabs son instrumento de SEGUNDA MANO, conteos SIN PONDERAR, y su adjudicacion como evidencia es del sucesor MAESTRA36-L12, no de este acto. Exportados por mesa (navegador, cuenta MyData) el 2026-09-02. Comando exacto: python3 tests/manifiesto.py --escanea descargas_mx --grupo 'icpsr35024*[!)].csv' [--url ... --usado-para ...] seguido de python3 tests/manifiesto.py --promueve --grupo 'icpsr35024*[!)].csv'. || ACTO MAESTRA37-A1 (2026-09-03) P3: mesa deposito una SEGUNDA ronda de tabulados exportados (ICPSR35024-ds1-w2-tabulados-T5-T9-derivados-2026-09-02.csv, 58237 B, 647 filas + cabecera, en 5 copias byte-identicas -- se registro una) mas su LEEME de procedencia y el cuestionario en espanol (ICPSR_35024/35024-Questionnaire-spanish.pdf). El nombre dice T5-T9 pero el archivo trae ONCE tablas: T5,T6,T7a,T7b,T8,T9a,T9b,T10,T11,T12,T13. LO QUE ESTO CIERRA DE FP-263, medido con csv.DictReader sobre el archivo: (i) T9b SI esta -- 45 celdas, row_var=W2_P38A, col_var=W2_P38B, control_var=P46, exactamente la receta que FP-263 pedia; (ii) la ronda 1 SI esta -- P40 (48 celdas), P39 (39) y P38B_oportunidades (144, control P36C) aparecen como variable de fila, cuando el control negativo de FP-263 midio que NINGUNA tabla del disco las usaba. Sigue siendo instrumento de SEGUNDA MANO, conteos SIN PONDERAR: el microdato 35024-0001-Data.dta SIGUE SIN OBTENERSE (exige login ICPSR). El estado OBTENIDO de la fila no cambia y la adjudicacion es de MAESTRA37-L2, no de este acto. A.7: re-exportar un tabulador en linea no es reproducible -- un solo hash y url_origen del estudio, declarado. || [D6, firma de mesa 3/sep/2026, propagado por ACTO MAESTRA37-N8: el .dta (35024-0001-Data.dta) sigue sin obtenerse -- mesa crea cuenta ICPSR y baja; estado de fila NO se degrada de OBTENIDO (documentacion/tabulados ya en corpus) porque el objeto que D6 nombra es el microdato, no la fila completa; ambiguedad declarada, no resuelta a la baja.] || ACTO GEN2-EXPEDIENTES-ACCESO-21 (2026-09-11): RDUA/IDARS actual, justificacion, variables, alternativas insuficientes, custodia, elegibilidad y recepcion listos en forense/expedientes-acceso/2026-09-11-GEN2-EXPEDIENTES-ACCESO-21/01-ICPSR-35024-RDUA.md. No enviado, no concedido y 35024-0001-Data.dta completo no obtenido; OBTENIDO conserva solo documentacion/tabulados existentes.
cola-adquisicion-v1_0.tsv:20	SE	SE	SIN_ALIAS	CERRADA-PREEXISTENTE	19			cola-adquisicion-2026-08-12.tsv:19	FP-286/ACTO MAESTRA38-N4 (4/sep/2026): ver forense/notas/2026-09-03-MAESTRA37-A2-revision-cola.md §2.2 -- NO-BAJAR-PORQUE. N22/N32 ya NEGATIVA sobre el mismo PDF ya adquirido (manifiesto, vigente); N21/SE es vinculo espurio (colision "SE"/pronombre, ADR-73/74). P0-MAESTRA38-A2-bis (5/sep/2026): payload ya OBTENIDO -- 'SE'=Secretaria de Economia, objeto 'Reporte General ECCO (SE) 2023', manifiesto.yaml id r2_1_ecco_reporte_se_2023 (url_origen gob.mx, sha256 ec47822d..., HTTP 200 reconfirmado 3/sep). Cierre por identidad ya resuelta en forense/notas/2026-09-03-MAESTRA37-A2-revision-cola.md §2.2, no por adquisicion nueva.
cola-adquisicion-v1_0.tsv:21	CANAL_DE_ADQUISICION_REFERIDOS_FINTECH	CANAL_DE_ADQUISICION_REFERIDOS_FINTECH	SIN_ALIAS	OBTENIDO-PARCIAL	20	https://www.inegi.org.mx/programas/enif/2024/	enif_2024_enif_2024_bd_csv;enif2024_fd_xlsx;enif2024_cuestionario_pdf (ya en corpus, abiertos para este objeto por primera vez hoy)	cola-adquisicion-2026-08-12.tsv:20	FP-286/ACTO MAESTRA38-N4 (4/sep/2026): ver forense/notas/2026-09-03-MAESTRA37-A2-revision-cola.md §2.3 -- NO-BAJAR-PORQUE. 3 sondeos independientes (6/ago, 1/sep, 3/sep) sin un solo candidato: no existe como dataset publico, solo como concepto de mercadotecnia. P0-MAESTRA38-A2-bis (5/sep/2026): universo examinado -- 3 sondeos independientes (6/ago, 1/sep, 3/sep, forense/notas/2026-09-03-MAESTRA37-A2-revision-cola.md §2.3), 0 candidatos: no existe como dataset publico, solo como concepto de mercadotecnia. ACTO MAESTRA38-A6 (6/sep/2026): Sigue NO-ENCONTRADO, ahora con universo declarado por A.4 y re-verificado hoy sobre 653 archivos (A.13): 3 sondeos fechados (6/ago mapa oficial CNBV/Banxico/COFECE, 1/sep busqueda generica, 3/sep CKAN q=fintech) mas la re-verificacion de este acto con la base CKAN CORREGIDA (/api/3/, no /busca/api/3/) -> q=fintech devuelve 0 paquetes. Paralela por constructo ENIF 2021 / ENSAFI 2023: PARALELA-PARCIAL. || 2026-09-09 (ACTO GEN2-ADQ-VERIFICACION-CAJA, piloto SONDA-3, modo CONSTRUCTO+LATERAL): el NO-ENCONTRADO NO sobrevive la re-verificacion. Los 4 sondeos previos (6/ago, 1/sep, 3/sep, 6/sep) buscaron un DATASET de canal de adquisicion en universo de REGULADORES (BDIF CNBV, series Banxico, estudio fintech COFECE) y en CKAN; ninguno examino el lado de DEMANDA. Causa estructural del falso negativo, medida hoy: ENIF esta indexada en el universo local con 382 filas (enif2012/2015/2018/2021/2024) y CERO de ellas trae texto de reactivo (columnas DBF/CSV sin etiqueta), asi que toda busqueda por texto sobre el indice (tools/busca_reactivos.py, universo 241591 filas) es ciega a ENIF por construccion -- no es que ENIF no midiera el objeto. Segundo mecanismo (descriptor enif_2024_fd.xlsx, 4 hojas / 1888 filas, openpyxl) y tercero (microdato enif_2024_bd_csv.zip TMODULO.csv, 13502 filas x 398 columnas, verificado que las columnas existen Y estan pobladas): P6_2_8 identifica credito fintech (Prestadero/Doopla/YoTePresto, n=200) y P5_4_8 cuenta fintech (Mercado Pago/Nu/Spin, n=1407); P6_6 y P5_16 dan el CANAL de contratacion (sucursal/app de celular/pagina de internet/establecimiento/promotor); P6_11_2 y P5_15_2 dan recomendacion de amistades. Cruce ponderado por FAC_PER (EST_DIS/UPM_DIS presentes): credito fintech por canal = app 57.5% / internet 20.6% / sucursal 11.5% / promotor 4.2% / establecimiento 3.3% / otro 3.1% (n=200, 1178431 expandido); cuenta fintech por canal = app 30.6% / sucursal 29.0% / internet 13.9% / establecimiento 13.4% / empleador 11.0% / promotor 1.5% / programa social 0.5% (n=1407, 8919712 expandido); recomendacion de amistades para comparar: credito 44.9% Si (n=87), cuenta 56.8% Si (n=495). Esto ES el 'porcentaje de altas por canal para fintech identificable' que la condicion faltante de EXT-NEG-01 pedia, y NO es mera infraestructura ni mencion cualitativa. EXISTE-SATISFACE-PARCIAL, no SATISFACE, por dos limites declarados: (i) P6_6/P5_16 preguntan por el ULTIMO credito/cuenta contratado, no por el producto fintech en si -- el cruce es 'canal del ultimo producto entre tenedores de producto fintech', un proxy de margen estrecho, no el dato exacto; (ii) 'referidos' como CANAL no existe: P6_6/P5_16 no traen codigo de referido, y P6_11_2/P5_15_2 miden recomendacion como fuente de INFORMACION para comparar, no como via de alta -- esa pierna sigue EXISTE-NO-SATISFACE. Sin adquisicion: los payloads ya estaban en corpus (no se re-encola, sonda.md S6). FRONTERA de este sondeo: NO se re-probaron hoy CNBV/Banxico/COFECE ni CKAN (heredado de los 4 sondeos previos), y NO se examinaron las olas ENIF 2018/2021 para serie temporal del mismo cruce -- sucesor declarado en NC.
cola-adquisicion-v1_0.tsv:22	DENUNCIA_VINCULADA_CON_TENENCIA_DE_SEGURO	DENUNCIA_VINCULADA_CON_TENENCIA_DE_SEGURO	SIN_ALIAS	OBTENIDO-PARCIAL	21		a6_condusef_registros_instituciones_financieras_usuarios_seguro_vida__;a6_condusef_05_registros_instituciones_financieras_usua;a6_condusef_06_registros_instituciones_financieras_usua	cola-adquisicion-2026-08-12.tsv:21	FP-286/ACTO MAESTRA38-N4 (4/sep/2026): ver forense/notas/2026-09-03-MAESTRA37-A2-revision-cola.md §2.4 -- NO-BAJAR-PORQUE. el cruce denuncia-MP x tenencia-de-seguro a nivel de registro no lo compone ninguna institucion (CNSF: 20 datasets agregados; AMIS: solo prensa). ACTO MAESTRA38-A6 (6/sep/2026): OBTENIDO-PARCIAL (etiqueta vieja: NO-ACCESIBLE). Las PARALELAS si bajaron: 29 CSV de CONDUSEF por la CKAN de datos.gob.mx, entre ellas los registros de usuarios de seguro de vida y de automovil y el indice de reclamaciones por institucion. El CRUCE EXACTO que la fila pide (denuncia-MP x tenencia-de-seguro a nivel de registro) sigue EXISTE-NO-SATISFACE: CONDUSEF da queja por institucion, no persona con denuncia. Nota de metodo: la base CKAN correcta es www.datos.gob.mx/api/3/, NO /busca/api/3/ -- esta ultima devuelve 404 y actos previos la leyeron como ausencia de datasets.
cola-adquisicion-v1_0.tsv:23	FINTECH_LENDING_TO_BORROWERS_WITH_NO_CREDIT_HISTORY	FINTECH_LENDING_TO_BORROWERS_WITH_NO_CREDIT_HISTORY	SIN_ALIAS	OBTENIDO	22	https://www.nber.org/papers/w33208	nber_w33208_fintech_lending_no_credit_history	cola-adquisicion-2026-08-12.tsv:22	"= Kellogg/autores (cola-ext-general-2026-08-06.tsv:8): solicitar paper/preprint y codebook no confidencial; NO pedir datos individuales. ACTO MAESTRA33-A3 (2026-09-01), 4 rutas: (i) landing nber.org/papers/w33208 200; (ii) PDF directo nber.org/system/files/working_papers/w33208/revisions/w33208.rev1.pdf 200 application/pdf, doble descarga sha256 identico (8090cfb5...), %%EOF confirmado; (iii) no aplica -- solo se publica en PDF; (iv) espejos confirmados sin descargar (SIN-FETCH): seankhiggins.com (autor, 200, 4222857 B) y economics.princeton.edu (200, 1562095 B), mismo articulo. Identidad: Chioda/Blumenstock/Gertler/Higgins/Medina, datos de RappiCard Mexico (Banorte/Rappi). OBTENIDO cubre SOLO el paper/preprint (documentación pública) -- el MICRODATO propietario de RappiCard que el paper analiza sigue NO-ACCESIBLE (requeriría acuerdo comercial con el prestamista) y NO se solicitó, tal como indicaba la instrucción de origen (""NO pedir datos individuales""). No leer este OBTENIDO como ""el dataset de crédito está en el corpus"" -- mismo patrón que ESTUDIOS_DE_RECHAZOS_Y_CORPUS_PRAGMATICO_DE_FELIX_BRASDEFER (línea 3): payload adquirido, pero es documentación/paper, no el instrumento de microdato subyacente."
cola-adquisicion-v1_0.tsv:24	LARGE_SCALE_FINANCIAL_EDUCATION_PROGRAM_IMPACT_EVALUATION_2011_2	LARGE_SCALE_FINANCIAL_EDUCATION_PROGRAM_IMPACT_EVALUATION_2011_2	SIN_ALIAS	OBTENIDO	23		mex_2011_lfepie_v01_m;mex_2011_lfepie_v01_m_ascii_sas_spss;mex_2011_lfepie_v01_m_spss;mex_2011_lfepie_v01_m_stata8	cola-adquisicion-2026-08-12.tsv:23; cola-aperturas-externas-2026-08-06.tsv:8	A.8 re-corrido 2026-09-01 (ACTO MAESTRA33-A2 · CORRIGE-A1): campo id:/usado_para: de data/manifiesto.yaml, 794 entradas examinadas por grep+parse Python (A.13). 4 entradas: microdato PUF real (Banco Mundial catalogo 2049) en formatos base/ASCII-SAS-SPSS/SPSS/Stata8. Resuelve el 'posible duplicado' declarado con LFEPIE_2011_2012 (cola-ext-academico-2026-08-06.tsv:4): mismo estudio, no duplicado.
cola-adquisicion-v1_0.tsv:25	MICROCREDIT_IMPACTS_COMPARTAMOS_RCT	MICROCREDIT_IMPACTS_COMPARTAMOS_RCT	SIN_ALIAS	OBTENIDO	24		116334_v1	cola-adquisicion-2026-08-12.tsv:24; cola-aperturas-externas-2026-08-06.tsv:7	A.8 re-corrido 2026-09-01 (ACTO MAESTRA33-A2 · CORRIGE-A1): campo id:/usado_para: de data/manifiesto.yaml, 794 entradas examinadas por grep+parse Python (A.13). 1 entrada (fecha_descarga 2026-08-13, Descargas Manuales/116334-V1.zip): paquete de replicacion AEJ 'Compartamos_AEJ' (RCT de colocacion de microcredito), openICPSR proj116334. El propio usado_para del manifiesto declara explicitamente que este payload 'resuelve tambien filas 77/78 gap_mapeo_map_b (MICROCREDIT_IMPACTS_COMPARTAMOS_RCT / RANDOMIZED_..._PLACEMENT_EXP)' -- ver tambien linea siguiente. TRIAGE-63 (nota anterior, 'VACIO propio en cola, no se fusiona sin URL vigente') queda saldado: la URL (openICPSR 116334) que esa nota ya habia identificado como candidata SI se adquirio despues.
cola-adquisicion-v1_0.tsv:26	MICROCREDIT_IMPACTS_RANDOMIZED_MICROCREDIT_PROGRAM_PLACEMENT_EXP	MICROCREDIT_IMPACTS_RANDOMIZED_MICROCREDIT_PROGRAM_PLACEMENT_EXP	SIN_ALIAS	OBTENIDO	25		116334_v1	cola-adquisicion-2026-08-12.tsv:25	A.8 re-corrido 2026-09-01 (ACTO MAESTRA33-A2 · CORRIGE-A1): campo id:/usado_para: de data/manifiesto.yaml, 794 entradas examinadas por grep+parse Python (A.13). Mismo payload que MICROCREDIT_IMPACTS_COMPARTAMOS_RCT (linea anterior): el manifiesto declara explicitamente en su usado_para que 116334_v1 'resuelve tambien filas 77/78 gap_mapeo_map_b (MICROCREDIT_IMPACTS_COMPARTAMOS_RCT / RANDOMIZED_..._PLACEMENT_EXP)' -- no es fuente separada, es el mismo paquete de replicacion openICPSR 116334 cubriendo ambas preguntas de investigacion. TRIAGE-63 (nota anterior) ya habia sido mas viable via mapa-ext-academico-2026-08-06.tsv:4; queda saldado.
cola-adquisicion-v1_0.tsv:27	BASE_DEL_OBSERVATORIO_DE_CONFLICTOS_POR_EL_AGUA	BASE_DEL_OBSERVATORIO_DE_CONFLICTOS_POR_EL_AGUA	SIN_ALIAS	OBTENIDO	26		adq15_omca_conflictos_agua (9 payloads)	cola-adquisicion-2026-08-12.tsv:26	ADQUIRIDA 2026-08-18 (ACTO ADQ-15): base completa via endpoint AJAX del mapa -- 375 conflictos, 1926-2025, 31 entidades, 375/375 georreferenciados.
cola-adquisicion-v1_0.tsv:28	BASE_DE_EVENTOS_DE_PROTESTA_EN_MEXICO	BASE_DE_EVENTOS_DE_PROTESTA_EN_MEXICO	SIN_ALIAS	OBTENIDO	27		a6_mmad_protesta_v16_dta;a6_mmad_protesta_csv	cola-adquisicion-2026-08-12.tsv:27	FP-286/ACTO MAESTRA38-N4 (4/sep/2026): ver forense/notas/2026-09-03-MAESTRA37-A2-revision-cola.md §2.5 -- MESA-DECIDE. LAOMS (31 intentos) sigue sin deposito publico; R7.4/R7.5 YA archivadas D (ADR-158) sobre 3 fuentes ya adquiridas -- fila informativa, no bloquea modelo. ACTO MAESTRA38-A6 (6/sep/2026): OBTENIDO (etiqueta vieja: NO-OBTENIDO-POR-ESTE-AGENTE(31 intentos), todos contra laoms.org). EXISTE-SATISFACE por la ruta (iv), espejo academico: Mass Mobilization Data Project en Harvard Dataverse (doi:10.7910/DVN/HTTWYL), API publica sin cuenta. 153 eventos de protesta de Mexico, 1990-2020, a nivel evento con fecha, ubicacion, demanda y respuesta estatal. A.7 doble descarga curl+wget, sha256 identico. Control positivo Mexico=153 / control negativo Narnia=0. El objeto se satisface por MMAD, no por LAOMS: los 31 intentos eran contra un deposito que sigue sin publicar el archivo.
